"Table 7.1. Current-Cost Net Stock of Government Fixed Assets"
"[Billions of dollars; yearend estimates]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"35","    Intellectual property products","---","---","---","---",0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.7,1.4,2.4,3.2,3.8,4.3,4.8,5.2,5.7,6.3,6.9,7.7,8.7,10.2,12.3,14.8,17.0,19.2,21.2,23.2,24.9,26.7,28.1,29.0,29.9,31.9,33.8,36.4,39.0,40.9,43.0,46.9,51.2,53.7,56.4,59.8,64.0,70.3,78.6,89.1,99.4,111.3,124.9,140.8,155.2,173.9,190.0,200.2,207.3,210.1,210.1,207.2,206.7,204.9,202.0,201.2,200.3,201.3,201.4,199.0,203.4,216.0,229.2,246.2,259.8,278.2,289.7,297.3,309.8,318.2,320.7,326.3,324.0,319.5,320.3,325.2,328.9
"36","      Software","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.7,0.8,1.0,1.2,1.3,1.5,1.8,2.2,2.7,3.1,3.5,4.3,5.2,6.3,7.4,8.7,9.9,11.3,12.0,12.8,13.2,13.4,13.6,13.5,13.5,13.9,14.5,14.8,14.5,13.8,13.4,13.4,13.6,13.8,14.3,14.9,15.0,15.6,16.4,16.8,18.2,19.1,19.8,20.6,21.7,23.1
"37","      Research and development","---","---","---","---",0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.7,1.4,2.4,3.2,3.8,4.3,4.8,5.2,5.7,6.3,6.9,7.7,8.7,10.2,12.3,14.8,17.0,19.2,21.1,23.2,24.9,26.7,28.1,28.9,29.8,31.8,33.6,36.1,38.6,40.4,42.5,46.2,50.4,52.7,55.2,58.5,62.6,68.5,76.4,86.4,96.3,107.8,120.6,135.6,148.9,166.5,181.3,190.3,196.0,198.0,197.3,193.9,193.3,191.3,188.5,187.6,186.4,186.8,186.6,184.5,189.6,202.5,215.8,232.6,246.0,263.9,274.8,282.3,294.2,301.8,304.0,308.1,304.8,299.7,299.7,303.5,305.9
"38","  Nondefense",2.4,2.4,2.5,2.5,2.6,2.6,2.5,2.5,3.1,3.8,4.8,6.0,6.9,7.5,8.0,8.8,10.0,11.2,12.5,12.9,14.6,17.3,19.4,21.0,21.5,22.3,24.7,26.3,26.6,26.8,29.0,31.4,33.7,35.5,37.2,39.5,42.6,47.3,53.7,60.1,69.0,78.8,87.7,98.6,111.2,123.9,136.6,148.6,165.9,195.2,213.5,229.3,248.9,275.5,310.5,353.5,393.1,418.8,435.0,453.2,469.0,485.7,507.4,533.5,561.7,589.9,614.2,640.1,670.0,703.9,737.6,769.3,798.3,825.8,865.2,900.7,923.6,951.5,989.3,1054.4,1118.7,1182.4,1239.9,1296.1,1294.9,1355.7,1406.9,1447.0,1492.6,1526.3,1542.0,1584.4,1647.6,1707.8
"39","    Equipment",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.5,0.6,0.7,0.8,1.2,1.4,1.6,1.8,1.8,1.8,1.8,1.8,1.8,2.0,1.9,2.2,2.3,2.3,2.2,2.2,2.2,2.3,2.6,2.6,2.7,2.8,2.9,3.2,3.4,3.7,4.0,4.2,4.5,4.9,5.4,6.0,6.7,8.4,9.7,10.8,12.4,14.5,16.8,19.7,22.2,23.9,25.1,27.3,29.2,31.2,32.4,35.5,39.4,43.4,46.5,50.3,53.9,55.1,56.9,58.4,59.7,61.6,64.9,66.3,66.0,67.6,69.7,73.7,78.2,84.0,86.8,91.3,97.2,102.9,108.6,112.7,114.6,118.3,122.2,126.5,131.3,138.2
"40","    Structures",2.3,2.3,2.4,2.4,2.5,2.5,2.3,2.3,2.9,3.5,4.3,5.3,6.2,6.7,7.0,7.7,8.5,9.4,10.3,10.4,11.9,14.7,16.7,18.1,18.5,18.6,20.6,21.7,21.9,22.0,24.1,26.2,27.9,28.8,29.7,30.8,32.5,35.1,37.9,40.0,43.7,47.5,50.8,55.2,60.6,66.1,72.5,78.3,86.4,103.8,113.1,119.8,128.7,141.8,159.2,181.5,201.3,213.3,218.2,225.5,233.1,243.1,253.8,263.4,275.6,286.2,293.8,302.7,316.2,332.7,350.2,371.7,388.8,402.3,421.4,437.8,449.4,462.2,476.9,519.0,559.0,599.7,628.9,660.8,636.5,652.1,682.2,700.5,718.9,734.8,740.6,757.4,785.5,818.5
"41","      Office",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.3,0.1,0.1,0.0,0.0,0.0,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.9,1.2,1.2,1.4,1.9,2.5,2.5,3.2,3.8,4.1,4.7,5.2,5.6,6.4,7.0,7.9,9.3,9.8,10.7,11.9,13.8,15.3,17.8,19.7,21.0,22.1,23.3,24.7,26.8,29.0,30.3,31.7,33.1,34.2,35.9,38.4,40.8,42.7,45.1,47.7,51.5,55.2,57.1,58.6,60.7,62.9,69.5,76.6,83.1,86.8,92.9,88.7,89.3,93.5,95.3,97.3,99.1,100.1,100.7,102.9,107.6
"42","      Commercial",0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.6,0.7,0.9,1.0,1.1,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.6,1.8,1.7,1.5,1.6,1.9,1.8,1.7,1.7,1.8,1.8,1.9,2.0,2.2,2.0,2.0,2.3,2.6,2.3,2.7,2.9,3.0,3.4,3.8,3.9,4.3,4.6,5.0,5.7,5.8,6.2,6.7,7.7,8.0,9.2,9.9,10.4,10.8,11.2,11.9,13.2,14.6,15.0,15.4,16.0,16.2,16.7,17.4,17.9,18.2,18.9,19.8,21.1,23.6,24.2,24.7,25.3,26.3,28.6,30.7,32.9,34.2,34.9,32.7,33.0,33.8,34.9,36.8,38.3,39.5,41.6,43.8,46.2
"43","      Health care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.6,1.0,1.3,1.4,1.5,1.3,1.6,1.7,1.8,1.7,1.8,1.9,2.0,2.1,2.3,2.5,2.7,2.9,3.1,3.4,3.8,4.3,4.9,5.3,5.8,7.0,7.3,7.8,8.4,9.6,11.2,12.8,14.3,15.4,16.2,17.3,18.3,19.6,20.9,22.2,23.4,24.5,25.0,26.0,27.6,29.4,30.6,32.2,34.2,35.9,37.6,39.3,40.7,41.9,43.0,46.3,50.3,53.7,55.3,55.4,52.3,52.9,55.1,57.5,61.1,63.3,64.7,65.8,68.8,72.2
"44","      Educational",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.5,0.5,0.7,1.0,1.0,0.9,1.1,1.3,1.3,1.2,1.3,1.6,1.6,1.9,2.0,2.0,2.0,2.1,2.2,2.4,2.6,2.7,3.0,3.2,3.4,3.7,4.0,4.5,4.9,5.4,6.4,6.7,7.2,8.0,9.0,10.4,11.8,12.9,13.6,14.2,14.9,15.4,16.1,16.9,17.5,18.2,18.7,19.0,19.8,20.8,22.2,22.9,23.9,24.7,25.6,26.4,27.3,28.3,29.4,30.1,32.7,34.7,37.8,39.2,42.8,42.1,42.2,43.9,44.0,45.3,45.9,46.3,45.9,46.9,48.6
"45","      Public safety",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.9,1.0,1.1,1.2,1.3,1.5,1.7,2.0,2.3,2.7,3.2,3.6,4.2,5.2,5.9,6.7,7.9,9.5,11.6,13.8,15.7,17.3,18.6,20.5,21.6,23.4,25.1,26.3,27.5,28.8,29.8,31.8,34.5,37.4,39.5,41.7,44.5,47.5,50.6,53.5,55.6,57.3,58.8,62.8,67.5,71.2,72.5,71.9,66.3,64.9,65.3,66.3,69.3,71.1,72.3,75.2,77.4,79.9
"46","      Amusement and recreation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.3,0.2,0.3,0.3,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.9,0.9,1.1,1.2,1.4,1.6,1.8,1.9,2.1,2.3,2.5,2.8,3.1,3.5,4.4,4.7,4.8,5.2,5.8,6.6,7.5,8.1,8.6,8.9,9.2,9.6,10.0,10.3,10.8,11.3,11.7,11.9,12.5,13.2,14.1,14.7,15.5,16.4,17.4,18.4,19.5,20.3,20.8,21.4,23.0,24.9,26.3,26.8,26.6,24.6,24.5,24.9,25.3,26.5,27.4,28.1,29.5,30.6,31.8
"47","      Transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.6,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.0,1.1,1.2,1.4,1.4,1.6,1.9,2.1,2.2,2.6,2.9,3.0,3.1,3.6,5.0,4.6,4.5,4.4,4.6,5.2,6.3,7.3,7.4,7.0,6.7,6.8,7.1,7.5,7.7,8.2,8.8,9.1,9.0,8.8,9.0,9.6,10.3,10.9,11.3,12.0,12.8,13.3,13.9,14.0,16.0,17.7,19.8,22.0,23.1,23.0,23.5,24.9,25.6,25.8,25.6,25.4,26.0,26.7,27.6
"48","      Power","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.8,0.9,1.0,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.8,1.9,2.0,2.0,2.1,2.2,2.4,2.8,3.7,4.8,5.8,6.9,7.8,8.9,9.4,10.8,12.3,13.5,14.6,15.9,17.5,18.8,19.6,20.6
"49","      Highways and streets",0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.9,1.3,1.5,1.6,1.5,1.4,1.5,1.7,1.8,1.7,1.9,2.1,2.1,1.9,1.9,2.0,2.3,2.2,2.3,2.2,2.3,2.4,2.5,2.7,2.8,3.0,3.3,3.5,3.7,4.0,4.5,4.7,5.0,5.8,7.5,7.3,7.2,7.2,7.5,8.5,10.1,11.4,11.7,11.1,10.8,11.1,11.7,12.1,12.1,12.4,12.8,13.0,13.2,13.5,14.3,15.2,15.9,16.7,17.1,17.9,19.1,19.7,20.3,20.5,23.6,26.1,29.5,32.8,34.6,34.5,35.7,37.6,38.8,39.2,38.8,38.3,39.1,40.5,42.1
"50","      Conservation and development",1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.4,1.7,2.1,2.6,3.3,3.8,4.2,4.3,4.7,4.9,5.3,6.0,6.1,7.6,9.9,11.2,12.4,12.5,11.7,12.5,13.3,13.5,13.5,14.5,16.0,16.9,17.3,17.5,18.3,19.1,20.2,21.2,22.4,23.8,25.2,26.9,28.8,31.3,33.9,36.9,39.7,42.9,50.3,57.8,61.4,65.5,70.5,78.1,87.1,96.2,101.9,103.3,105.3,107.3,108.5,110.1,114.0,119.7,123.2,126.6,128.2,131.6,136.3,144.3,154.7,159.6,160.2,163.8,168.1,169.9,173.5,178.7,192.2,203.0,213.8,224.4,241.0,233.9,244.4,258.0,264.9,267.1,271.9,270.0,275.0,287.6,299.5
"51","      Other structures 4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.8,0.9,1.0,1.1,1.1,1.3,1.4,1.6,1.8,2.3,2.4,2.5,2.7,3.0,3.5,4.1,4.8,5.0,5.0,5.1,5.3,5.6,5.9,6.1,6.5,6.9,7.5,7.9,8.7,9.6,10.7,11.5,12.3,12.7,13.7,14.7,15.7,16.4,17.3,19.4,21.8,24.9,27.2,28.6,29.0,30.9,33.0,34.4,35.7,37.5,38.5,39.9,40.9,42.4
"52","    Intellectual property products","---","---","---","---",0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.8,0.9,0.9,1.1,1.3,1.7,2.1,2.3,2.4,2.5,2.7,3.1,3.6,4.4,5.0,6.1,7.5,9.4,12.8,17.0,21.9,27.6,32.9,39.2,46.1,52.9,58.7,64.3,72.8,82.9,90.7,98.6,107.8,119.2,134.5,152.3,169.6,181.6,191.7,200.3,206.6,211.4,221.3,234.6,246.6,260.2,273.8,287.1,299.9,316.2,330.5,339.3,349.9,361.9,378.9,396.6,408.2,421.6,442.7,461.7,481.5,498.7,524.1,544.0,561.2,600.6,616.0,633.7,659.1,673.2,679.2,700.5,730.8,751.0
"53","      Software","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.6,0.8,1.0,1.3,1.6,2.0,2.3,2.6,3.0,3.6,4.5,5.5,6.3,7.2,8.1,9.1,9.9,11.0,12.1,13.2,14.6,15.4,16.2,16.9,17.4,18.1,18.1,18.7,20.5,23.3,25.9,27.9,27.6,27.0,27.4,28.4,29.6,31.3,33.3,33.9,35.4,37.4,38.8,42.4,45.1,46.8,49.0,51.8,55.2
"54","      Research and development","---","---","---","---",0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.8,0.9,0.9,1.1,1.3,1.7,2.1,2.3,2.4,2.5,2.7,3.1,3.6,4.4,5.0,6.1,7.4,9.4,12.7,16.9,21.8,27.4,32.6,38.9,45.6,52.3,57.9,63.3,71.6,81.3,88.7,96.3,105.2,116.2,130.8,147.8,164.1,175.3,184.5,192.2,197.6,201.5,210.3,222.5,233.4,245.6,258.5,270.9,282.9,298.8,312.4,321.2,331.2,341.4,355.7,370.7,380.3,394.1,415.6,434.3,453.1,469.0,492.8,510.7,527.3,565.2,578.6,594.9,616.7,628.2,632.3,651.5,679.0,695.8
"55","State and local",29.4,30.1,31.7,32.4,33.8,33.9,32.3,27.2,31.3,38.0,37.2,42.5,44.7,46.5,47.7,49.3,55.6,65.0,69.1,67.1,66.2,73.0,93.3,101.7,97.2,109.6,123.2,130.6,129.4,135.2,150.0,170.0,178.2,189.7,195.1,204.4,216.8,232.2,248.1,264.8,288.5,318.9,349.0,387.1,438.0,499.6,550.7,603.1,692.9,879.7,918.8,958.9,1023.7,1126.1,1296.0,1505.9,1670.1,1762.5,1784.7,1845.4,1929.6,2057.5,2180.8,2286.3,2413.0,2541.8,2621.5,2738.4,2874.8,3054.1,3237.5,3399.9,3602.0,3794.6,4048.4,4337.2,4577.6,4821.1,5047.9,5687.2,6279.9,7029.7,7645.1,8209.3,8251.8,8561.4,9071.2,9396.0,9738.4,9990.2,10180.3,10505.7,10957.4,11553.9
"56","  Equipment",0.5,0.5,0.7,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.1,1.1,1.2,1.2,1.1,1.0,1.0,1.1,1.5,1.8,1.8,2.3,2.5,2.6,2.8,3.2,3.8,4.0,4.2,4.5,4.7,5.1,5.5,5.9,6.4,7.0,7.7,8.6,9.6,10.6,11.8,13.2,14.1,15.4,17.5,22.3,25.5,28.1,30.9,34.4,38.6,44.0,48.7,52.0,55.5,59.8,65.8,73.0,78.5,86.2,95.4,105.8,113.3,119.7,126.0,133.9,143.3,149.2,153.8,160.9,170.4,179.6,185.2,191.2,196.3,203.2,206.8,212.6,221.6,235.7,238.6,238.5,241.7,242.4,243.7,245.6,246.1,249.1,255.0,264.2
"57","  Structures",28.8,29.4,31.0,31.5,32.9,32.9,31.3,26.2,30.3,37.0,36.2,41.5,43.5,45.3,46.4,48.0,54.2,63.5,67.8,65.8,64.9,71.6,91.6,99.6,95.1,107.0,120.4,127.6,126.2,131.5,145.8,165.5,173.5,184.6,189.7,198.5,210.5,225.4,240.6,256.5,279.4,308.7,337.7,374.5,423.9,483.7,533.5,584.3,671.3,852.7,888.0,925.0,986.4,1084.3,1248.9,1451.9,1609.9,1697.6,1715.0,1769.7,1846.4,1965.6,2081.2,2176.2,2290.4,2405.3,2474.5,2582.0,2709.4,2878.3,3050.4,3205.6,3400.8,3583.3,3824.1,4099.4,4331.1,4565.8,4784.1,5412.4,5997.4,6736.2,7335.7,7879.5,7915.4,8221.2,8723.5,9043.9,9380.1,9626.6,9813.3,10130.0,10570.0,11150.1
"58","    Residential",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.7,0.8,0.9,1.0,1.2,1.6,1.8,2.0,2.5,3.1,3.7,4.2,4.5,4.8,5.1,5.4,5.8,6.2,6.6,7.1,7.8,8.1,8.7,9.2,10.2,11.1,12.7,14.3,15.5,17.6,19.5,22.3,25.3,27.6,30.5,35.2,40.0,46.2,52.3,56.4,59.2,61.6,64.8,68.0,73.1,77.6,82.1,86.7,90.2,92.4,98.4,105.3,112.7,117.2,122.9,129.1,136.3,145.6,154.3,165.1,175.1,188.2,208.0,228.9,240.2,239.6,234.3,231.3,234.2,238.2,246.5,266.0,277.4,284.5,303.2,312.6,325.8
"59","    Office",0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.3,1.3,1.4,1.4,1.5,1.8,2.4,2.6,2.6,3.0,3.3,3.4,3.6,3.7,4.2,4.6,4.9,5.2,5.4,5.7,6.0,6.5,7.0,7.8,8.6,9.6,10.7,12.6,14.8,16.8,19.5,22.0,25.4,30.9,34.5,38.7,44.2,50.9,59.6,68.6,75.9,81.6,86.3,92.1,97.4,104.5,111.7,119.0,127.3,135.2,140.4,148.4,158.6,171.5,182.1,195.2,214.7,234.1,255.2,275.2,293.8,316.9,340.8,388.5,443.5,494.7,528.9,576.2,567.8,581.8,616.6,634.0,663.3,689.4,712.3,735.1,766.3,817.5
"60","    Commercial",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.9,1.0,1.0,1.1,1.3,1.4,1.6,1.7,2.0,2.4,2.6,2.8,3.1,3.5,4.0,4.5,4.9,5.2,5.5,5.8,6.1,6.5,6.9,7.3,7.7,8.0,8.1,8.4,8.7,9.1,9.4,9.7,10.0,10.5,11.0,11.5,12.1,12.5,13.0,14.2,15.6,16.7,17.3,17.7,16.8,16.9,17.2,17.9,19.1,20.0,20.7,21.9,22.7,24.0
"61","    Health care",0.9,1.0,1.0,1.1,1.2,1.2,1.1,1.0,1.0,1.2,1.2,1.3,1.5,1.6,1.7,1.8,2.0,2.0,2.2,2.3,2.4,2.9,4.0,4.2,4.1,4.8,5.6,5.8,6.0,6.1,6.6,7.3,7.4,7.7,8.2,8.5,8.7,9.0,9.1,9.6,10.0,10.7,11.3,12.6,14.2,15.8,18.0,20.0,22.5,27.0,28.9,31.6,35.3,39.7,45.5,51.5,56.2,59.7,62.1,65.2,67.7,70.9,74.2,77.5,81.0,84.0,85.5,89.0,93.8,99.3,103.0,107.1,112.2,117.8,123.8,129.9,135.7,140.7,147.3,161.0,177.2,191.1,199.1,202.9,192.7,193.8,199.6,205.7,217.2,223.1,225.9,228.9,238.1,252.1
"62","    Educational",5.8,6.1,6.3,6.5,6.7,6.4,5.8,4.8,4.7,5.5,5.4,6.0,7.0,7.4,7.7,8.0,8.7,9.1,9.6,9.7,10.2,11.9,16.5,17.5,17.0,19.4,22.5,23.6,24.7,26.0,29.6,33.9,36.0,38.5,41.8,44.0,46.6,49.1,51.9,56.1,60.7,67.6,74.0,84.2,95.6,107.3,119.5,131.6,147.5,174.5,184.7,198.2,217.6,241.7,273.5,305.4,329.5,345.5,356.3,372.0,385.2,403.7,421.5,441.4,463.7,482.9,494.9,517.4,546.2,581.2,610.5,644.7,691.4,745.3,802.0,863.1,932.7,999.0,1059.1,1185.9,1308.7,1489.4,1606.3,1823.9,1851.1,1912.6,2037.0,2090.7,2189.1,2256.3,2329.0,2371.4,2495.7,2666.7
"63","    Public safety",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,1.0,1.0,1.0,1.1,1.3,1.3,1.4,1.4,1.6,1.8,1.9,2.0,2.2,2.2,2.3,2.5,2.6,2.8,3.0,3.3,3.5,3.9,4.4,5.0,5.6,6.4,7.2,8.6,9.4,10.5,12.0,13.9,16.3,19.0,21.3,23.3,25.1,27.5,30.0,33.4,37.1,41.2,46.0,50.9,54.6,58.7,63.4,68.8,73.2,77.6,83.1,89.2,96.0,103.0,109.6,114.7,120.6,132.2,145.5,156.8,163.3,166.1,157.5,158.1,162.1,168.0,179.4,188.0,195.1,206.8,215.7,227.9
"64","    Amusement and recreation",0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.0,1.0,1.1,1.3,1.8,1.9,1.8,2.1,2.3,2.3,2.4,2.4,2.6,2.9,3.0,3.2,3.4,3.5,3.7,3.8,4.0,4.3,4.5,4.9,5.3,5.9,6.8,7.7,8.7,9.7,11.0,13.3,14.6,16.3,18.5,21.2,24.6,28.3,31.3,33.6,35.5,37.9,40.0,42.8,45.7,48.8,52.2,55.6,57.7,60.8,64.7,69.2,73.0,77.8,83.8,90.3,97.6,106.2,115.1,122.7,131.0,145.6,162.6,177.6,187.2,193.0,185.0,187.3,193.0,200.9,215.5,227.1,237.4,253.8,267.1,284.1
"65","    Transportation",0.5,0.6,0.6,0.7,0.8,0.8,0.8,0.8,0.9,1.3,1.1,1.3,1.5,1.6,1.6,1.7,1.8,1.9,1.7,1.6,1.7,1.9,2.4,2.7,2.5,2.7,3.1,3.3,3.2,3.2,3.5,4.0,4.3,4.6,4.7,4.8,5.3,5.6,6.5,6.9,7.8,8.9,10.6,11.8,15.3,18.0,19.6,20.7,25.2,35.8,34.3,34.8,35.0,37.6,44.6,56.7,67.4,71.9,70.9,71.8,75.6,82.1,90.9,97.1,108.0,121.6,129.7,135.1,138.4,148.1,163.9,180.6,198.0,212.1,227.3,247.4,261.2,284.4,305.2,356.4,393.0,450.9,503.9,539.1,550.0,578.5,625.1,659.2,684.5,701.9,715.4,748.3,788.1,833.7
"66","    Power",1.0,1.0,1.1,1.2,1.4,1.4,1.5,1.4,1.6,2.3,1.9,2.3,2.7,2.8,2.9,2.9,3.2,3.4,3.0,2.8,3.0,3.5,4.2,4.7,4.4,4.6,5.2,5.5,5.3,5.1,5.4,6.2,6.4,6.8,7.2,7.5,7.9,8.3,8.9,9.8,10.7,11.5,12.6,13.7,15.6,17.4,19.4,21.1,24.3,31.4,35.2,38.7,41.6,48.2,56.7,65.2,73.7,80.4,85.5,89.8,94.6,98.7,104.8,113.1,118.5,121.1,123.2,127.0,132.8,137.9,143.0,144.3,149.2,150.8,155.4,162.6,169.4,176.3,184.6,201.3,213.5,233.5,255.0,276.4,273.0,294.6,308.9,319.0,328.4,341.4,349.3,359.6,367.7,383.2
"67","    Highways and streets",16.1,16.0,16.7,16.5,16.9,16.9,16.1,13.0,16.7,19.9,19.7,22.5,21.7,21.9,22.2,22.5,26.3,34.2,38.3,34.7,32.9,35.4,43.4,46.7,42.7,48.1,54.1,57.0,52.5,55.0,61.1,70.2,72.3,78.3,78.7,82.1,87.7,95.5,103.2,108.9,119.5,132.9,145.6,157.8,177.8,207.4,221.6,241.0,284.1,377.3,374.6,370.0,375.1,396.2,457.8,552.0,631.4,657.8,636.0,633.3,663.6,716.6,761.6,776.5,808.2,849.7,869.9,890.5,921.6,984.0,1053.1,1106.0,1166.8,1210.1,1290.0,1387.0,1448.4,1509.9,1543.7,1781.1,1996.0,2283.5,2563.8,2726.6,2755.7,2857.4,3048.7,3180.9,3256.2,3281.0,3290.3,3395.5,3535.7,3692.1
"68","    Sewer systems",1.7,1.8,2.0,2.1,2.2,2.3,2.2,1.9,2.0,2.5,2.5,3.0,3.3,3.7,3.8,3.9,4.2,4.4,4.3,5.0,4.8,5.1,6.8,7.9,8.1,9.2,9.7,10.5,11.3,11.9,13.0,14.5,15.8,15.9,14.7,15.6,16.6,17.8,19.1,20.2,21.6,23.4,24.9,27.7,30.5,34.5,40.8,45.4,50.5,63.9,71.0,78.8,88.1,101.2,117.2,133.1,139.9,149.6,155.8,166.9,171.1,178.9,187.3,200.0,209.4,216.7,222.4,239.9,255.4,266.0,279.6,288.1,299.0,310.9,327.0,346.1,359.6,370.5,387.5,432.2,469.6,515.7,551.3,575.6,582.7,621.1,657.9,679.4,698.4,728.8,745.5,771.4,797.6,838.4
"69","    Water systems",1.9,2.0,2.1,2.2,2.3,2.5,2.4,2.1,2.2,2.7,2.6,3.0,3.3,3.5,3.5,3.6,3.9,4.1,4.0,4.7,4.6,4.8,6.0,6.8,7.0,7.8,8.3,8.9,9.5,9.9,10.9,12.1,13.1,13.5,13.7,14.3,14.7,15.2,15.7,16.5,18.0,19.2,20.6,23.0,24.9,27.3,30.8,33.3,36.3,46.6,52.6,54.7,59.7,67.3,76.7,86.1,89.8,95.7,99.3,106.1,109.0,114.4,120.1,128.2,134.4,139.6,143.9,154.7,164.2,171.3,179.9,186.8,195.1,205.4,218.9,234.6,246.8,257.6,272.4,306.6,335.9,370.8,397.8,416.2,422.1,449.1,474.9,491.7,508.1,532.4,546.5,567.4,589.2,621.8
