"Table 2.2. Chain-Type Quantity Indexes for Net Stock of Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type"
"[Index numbers, 2012=100]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"65","      Farm",57.753,57.466,57.441,57.280,57.029,56.273,55.230,54.026,52.923,51.913,51.243,50.738,50.382,49.918,49.574,49.064,48.722,48.299,48.046,47.787,47.461,49.568,51.454,53.095,54.616,56.132,57.448,58.887,60.000,60.999,61.837,62.731,63.431,64.417,66.223,68.249,70.102,72.247,74.382,76.417,78.437,80.529,83.015,84.977,86.824,88.800,90.493,91.454,93.462,96.211,99.122,102.110,105.268,108.762,112.157,114.276,115.579,115.796,115.590,115.275,114.151,112.928,111.998,110.887,109.677,108.773,107.836,106.432,105.759,105.037,104.150,103.586,103.056,102.700,102.482,102.739,102.505,102.439,102.094,101.779,101.431,100.927,100.498,100.692,100.518,100.265,99.832,100.000,100.595,101.474,101.725,101.586,101.407,101.186
"66","      Other 4",30.136,30.446,30.873,31.168,31.437,31.555,31.474,31.224,31.008,30.664,30.262,29.835,29.477,29.130,28.786,28.460,28.124,27.649,27.080,26.564,26.126,25.918,25.706,25.492,25.361,25.396,25.197,25.054,25.059,25.116,25.272,25.306,25.553,25.825,26.200,26.879,27.425,28.033,28.742,29.492,30.553,31.743,32.757,33.705,34.983,36.535,37.995,39.214,40.342,41.312,42.182,43.097,44.228,45.656,47.458,48.990,50.480,52.045,53.973,56.817,61.139,64.386,68.044,70.749,73.769,77.365,80.693,84.822,88.432,91.275,94.624,96.966,98.659,100.353,101.491,103.198,103.799,103.543,103.561,103.621,103.096,103.550,104.114,103.986,103.216,102.428,101.380,100.000,98.576,97.243,96.059,94.471,92.717,91.376
"67","  Residential structures",13.187,13.783,14.325,14.805,15.099,15.181,15.211,15.120,15.007,14.932,14.921,14.969,15.038,15.107,15.302,15.545,15.813,15.842,15.779,15.709,15.635,16.053,16.651,17.390,18.045,19.025,19.784,20.509,21.258,22.083,23.076,23.936,24.701,25.462,26.503,27.417,28.318,29.329,30.496,31.739,32.899,33.881,34.799,35.896,37.015,38.012,39.429,41.145,42.812,43.944,44.809,46.036,47.679,49.435,51.037,52.043,52.849,53.296,54.411,55.837,57.261,59.000,60.748,62.411,63.889,65.124,66.077,67.226,68.691,70.301,71.857,73.652,75.471,77.539,79.746,81.922,84.050,86.376,89.015,91.902,94.669,97.390,99.102,99.736,99.791,99.794,99.817,100.000,100.655,101.400,102.440,103.666,104.602,105.636
"68","    Housing units",15.800,16.505,17.151,17.726,18.077,18.158,18.210,18.112,17.972,17.846,17.799,17.826,17.881,17.952,18.177,18.455,18.764,18.805,18.744,18.662,18.551,18.909,19.484,20.216,20.876,21.947,22.741,23.472,24.225,25.073,26.120,26.982,27.717,28.449,29.490,30.355,31.198,32.206,33.405,34.704,35.912,36.898,37.811,38.972,40.187,41.224,42.773,44.710,46.645,47.859,48.640,49.836,51.543,53.316,54.927,55.856,56.643,57.103,58.294,59.792,61.203,62.846,64.502,66.060,67.478,68.710,69.615,70.651,71.988,73.491,74.966,76.667,78.348,80.257,82.303,84.352,86.342,88.445,90.820,93.422,95.842,98.465,100.078,100.624,100.501,100.330,100.139,100.000,100.394,100.935,101.689,102.568,103.028,103.715
"69","      Permanent site",16.356,17.064,17.710,18.285,18.636,18.718,18.771,18.672,18.529,18.401,18.354,18.382,18.439,18.513,18.745,19.036,19.359,19.401,19.335,19.246,19.131,19.504,20.082,20.821,21.495,22.592,23.403,24.142,24.905,25.766,26.823,27.679,28.404,29.129,30.169,31.033,31.876,32.883,34.080,35.366,36.552,37.509,38.385,39.491,40.630,41.596,43.052,44.877,46.702,47.855,48.612,49.776,51.446,53.183,54.759,55.663,56.423,56.857,58.012,59.480,60.868,62.509,64.167,65.732,67.160,68.406,69.330,70.370,71.696,73.168,74.595,76.239,77.862,79.714,81.720,83.773,85.790,87.918,90.332,92.995,95.518,98.174,99.817,100.406,100.331,100.207,100.064,100.000,100.443,101.030,101.826,102.738,103.283,104.019
"70","        1 to 4 unit",17.145,17.762,18.295,18.777,19.068,19.143,19.194,19.105,18.964,18.843,18.808,18.840,18.899,18.982,19.222,19.540,19.899,19.943,19.856,19.734,19.618,20.030,20.644,21.436,22.142,23.329,24.236,25.070,25.923,26.888,28.077,29.040,29.834,30.528,31.531,32.361,33.120,33.952,34.897,35.916,36.914,37.725,38.497,39.400,40.243,40.908,41.991,43.331,44.663,45.544,46.321,47.567,49.319,51.102,52.638,53.456,54.129,54.482,55.553,56.895,58.144,59.674,61.342,62.961,64.425,65.724,66.738,67.923,69.458,71.244,72.789,74.557,76.286,78.276,80.421,82.623,84.773,87.038,89.626,92.495,95.249,98.026,99.700,100.231,100.128,100.086,100.010,100.000,100.458,101.011,101.752,102.592,103.149,103.905
"71","      5-or more-unit",10.340,11.750,13.254,14.543,15.351,15.492,15.553,15.385,15.218,15.036,14.907,14.901,14.943,14.953,15.119,15.199,15.251,15.282,15.374,15.529,15.429,15.499,15.800,16.145,16.569,16.978,17.051,17.079,17.154,17.216,17.267,17.304,17.499,18.459,19.792,20.916,22.400,24.743,27.877,31.214,33.835,35.901,37.585,40.239,43.648,46.916,51.233,56.778,62.384,65.618,66.222,66.758,67.790,69.166,71.048,72.637,74.078,75.133,76.918,79.328,81.740,84.211,85.840,87.049,88.237,89.081,89.335,89.296,89.016,87.985,88.450,89.092,89.875,90.681,91.654,92.580,93.586,94.653,95.711,96.727,97.407,99.131,100.540,101.532,101.639,100.990,100.415,100.000,100.342,101.163,102.305,103.665,104.140,104.752
"72","      Manufactured homes",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.320,0.561,0.666,0.791,0.920,1.143,1.365,1.600,2.011,2.640,3.292,3.906,4.590,5.226,5.826,6.623,7.682,9.194,11.032,13.046,15.315,18.679,22.959,26.816,32.271,39.319,46.562,50.702,52.658,55.382,58.974,62.600,66.085,68.334,70.614,72.488,75.755,78.962,81.722,83.485,85.047,86.229,87.027,87.460,87.306,88.110,90.160,93.399,97.516,102.323,107.226,112.346,116.712,118.569,118.900,119.485,119.353,118.115,114.116,114.546,114.257,112.253,109.449,106.704,103.973,100.000,97.854,95.964,94.455,93.539,89.171,87.157
"73","    Brokers' commissions and other ownership transfer costs 5",9.499,10.666,11.295,11.410,10.380,9.225,7.943,6.906,5.762,5.903,5.227,4.221,3.125,1.951,0.981,0.315,-0.389,-1.149,-1.805,-2.238,-2.726,-2.286,-2.535,-3.290,-3.929,-4.190,-4.327,-4.157,-3.940,-3.303,-2.513,-2.137,-2.055,-1.680,-0.400,0.243,0.810,1.990,3.759,5.598,7.372,8.342,9.331,10.993,12.316,14.176,18.031,22.576,26.133,28.512,31.316,35.576,41.290,48.072,52.329,51.054,46.485,39.361,39.035,40.374,43.815,49.377,53.480,57.059,57.772,56.335,55.071,56.018,57.710,59.141,59.375,62.266,67.310,77.231,87.879,95.399,102.270,113.267,128.495,148.075,168.056,176.099,170.755,154.148,136.145,119.900,106.195,100.000,98.937,94.084,92.580,92.354,91.727,86.146
"74","    Improvements",4.345,4.486,4.634,4.788,4.943,5.080,5.117,5.110,5.151,5.235,5.385,5.568,5.749,5.888,6.053,6.232,6.422,6.465,6.447,6.449,6.528,7.139,7.912,8.817,9.580,10.368,11.103,11.886,12.692,13.484,14.337,15.243,16.181,17.071,18.106,19.211,20.319,21.268,22.245,23.196,24.085,24.988,25.885,26.722,27.514,28.338,29.216,30.100,30.830,31.664,32.696,33.872,35.109,36.550,38.014,39.471,40.712,41.615,42.603,43.831,45.187,47.002,48.904,50.795,52.547,54.000,55.292,56.838,58.721,60.746,62.711,64.777,66.857,68.925,71.098,73.345,75.623,78.115,80.780,83.497,86.309,89.056,91.595,93.601,95.358,96.930,98.433,100.000,101.569,103.330,105.494,108.004,110.715,113.435
"75","    Other residential 6",32.849,36.975,40.098,42.295,44.141,45.464,45.344,44.947,44.476,44.123,43.870,43.710,43.720,43.631,43.744,43.815,43.826,43.343,42.491,41.746,41.116,41.243,41.065,40.990,41.077,41.076,41.099,41.067,41.429,41.913,42.556,43.634,44.928,47.019,49.256,51.351,54.527,60.408,65.171,71.255,77.813,83.619,87.641,90.501,92.242,92.631,92.204,91.120,90.214,89.074,88.557,87.369,85.752,84.366,82.768,81.317,80.280,79.469,78.918,78.618,78.168,77.874,78.230,78.415,78.667,79.166,78.166,77.425,77.197,76.329,75.880,75.634,75.893,76.499,77.734,78.992,80.497,81.823,83.409,84.522,85.177,86.495,89.051,93.126,95.197,95.854,97.341,100.000,103.969,106.907,110.188,114.084,117.258,120.230
"76","Intellectual property products",0.701,0.737,0.783,0.844,0.931,1.009,1.066,1.106,1.153,1.226,1.316,1.425,1.537,1.658,1.769,1.879,2.075,2.223,2.291,2.352,2.456,2.637,2.792,2.910,3.000,3.117,3.205,3.402,3.690,3.962,4.251,4.629,4.968,5.285,5.634,5.980,6.388,6.775,7.219,7.635,8.162,8.808,9.461,10.132,10.777,11.255,11.616,12.048,12.498,12.909,13.240,13.792,14.426,15.146,16.101,17.025,18.175,19.352,20.640,22.306,24.073,25.839,27.465,29.161,31.198,33.327,35.463,37.562,39.496,41.294,43.312,45.945,49.261,52.958,57.312,61.935,65.523,68.130,70.691,73.323,76.489,79.992,83.948,87.737,90.466,93.128,96.499,100.000,103.834,107.802,111.639,116.480,120.927,126.184
"77","  Nonresidential intellectual property products",0.701,0.737,0.783,0.844,0.931,1.009,1.066,1.106,1.153,1.226,1.316,1.425,1.537,1.658,1.769,1.879,2.075,2.223,2.291,2.352,2.456,2.637,2.792,2.910,3.000,3.117,3.205,3.402,3.690,3.962,4.251,4.629,4.968,5.285,5.634,5.980,6.388,6.775,7.219,7.635,8.162,8.808,9.461,10.132,10.777,11.255,11.616,12.048,12.498,12.909,13.240,13.792,14.426,15.146,16.101,17.025,18.175,19.352,20.640,22.306,24.073,25.839,27.465,29.161,31.198,33.327,35.463,37.562,39.496,41.294,43.312,45.945,49.261,52.958,57.312,61.935,65.523,68.130,70.691,73.323,76.489,79.992,83.948,87.737,90.466,93.128,96.499,100.000,103.834,107.802,111.639,116.480,120.927,126.184
"78","      Software",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.017,0.033,0.052,0.095,0.139,0.189,0.274,0.357,0.432,0.548,0.693,0.806,0.937,1.077,1.245,1.445,1.629,1.775,1.993,2.326,2.711,3.136,3.606,4.168,4.971,5.864,6.715,7.644,8.729,10.378,12.037,13.390,14.954,16.627,18.254,19.895,22.216,26.464,31.455,38.079,44.491,48.430,50.767,53.259,56.980,61.235,65.520,71.017,76.888,81.408,85.541,92.009,100.000,106.910,113.628,119.666,126.687,134.415,144.274
"79","        Prepackaged 7",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.005,0.007,0.010,0.012,0.016,0.020,0.024,0.029,0.042,0.063,0.096,0.145,0.194,0.281,0.456,0.651,0.844,1.031,1.416,2.208,3.290,4.065,5.589,6.892,8.248,9.794,12.069,16.478,22.318,27.963,32.503,35.446,39.903,44.581,51.231,57.510,61.629,66.277,72.181,77.611,78.839,87.098,100.000,112.197,123.981,137.388,151.347,165.629,186.920
"80","        Custom",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.011,0.019,0.026,0.034,0.040,0.048,0.073,0.117,0.188,0.304,0.495,0.692,0.878,1.105,1.373,1.636,1.832,2.008,2.244,2.560,2.966,3.488,3.895,4.403,5.043,5.768,6.570,7.376,8.454,9.682,10.879,12.076,13.419,14.800,16.678,18.868,22.321,26.992,32.631,38.783,45.629,49.852,50.995,52.029,53.776,57.226,61.947,67.991,74.391,78.740,85.115,92.363,100.000,105.790,111.384,114.710,119.379,125.335,132.883
"81","        Own account",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.095,0.186,0.293,0.567,0.844,1.161,1.672,2.116,2.438,2.912,3.343,3.563,3.944,4.290,4.688,5.321,5.988,6.433,7.092,8.212,9.346,10.347,11.908,13.510,15.691,18.178,20.316,22.980,25.050,28.504,31.283,33.581,34.745,37.197,38.295,38.451,37.832,40.131,41.586,50.313,58.370,63.027,64.535,66.876,70.740,73.961,77.429,82.733,87.328,91.103,93.551,96.331,100.000,104.113,108.394,113.468,119.300,125.061,130.090
"82","      Research and development 8,9",0.359,0.381,0.403,0.437,0.481,0.531,0.599,0.656,0.704,0.768,0.835,0.894,0.945,1.014,1.084,1.178,1.385,1.527,1.506,1.486,1.475,1.606,1.770,1.909,1.962,2.077,2.200,2.480,2.884,3.265,3.613,4.158,4.618,5.054,5.500,5.998,6.488,7.012,7.559,8.143,8.856,9.687,10.621,11.601,12.584,13.379,14.012,14.671,15.422,16.033,16.474,17.077,17.779,18.665,19.707,20.870,22.149,23.497,24.938,26.742,28.782,30.732,32.507,34.365,36.453,38.733,41.314,43.663,45.594,47.256,49.179,51.741,54.609,57.781,61.428,65.571,69.302,71.953,74.265,76.297,78.818,82.023,85.739,89.432,92.098,94.500,97.380,100.000,103.536,107.327,111.044,116.018,120.167,124.885
"83","        Business",0.325,0.346,0.367,0.403,0.447,0.496,0.565,0.621,0.670,0.735,0.803,0.861,0.910,0.977,1.046,1.140,1.358,1.504,1.474,1.446,1.430,1.568,1.745,1.895,1.950,2.069,2.198,2.494,2.919,3.317,3.681,4.252,4.726,5.169,5.621,6.128,6.616,7.130,7.660,8.225,8.921,9.737,10.660,11.634,12.626,13.421,14.045,14.697,15.456,16.059,16.470,17.044,17.715,18.558,19.563,20.711,21.978,23.329,24.789,26.644,28.741,30.690,32.423,34.207,36.254,38.530,41.125,43.482,45.406,47.068,49.034,51.659,54.609,57.836,61.584,65.891,69.759,72.428,74.698,76.696,79.241,82.526,86.362,90.077,92.598,94.815,97.563,100.000,103.421,107.230,110.968,115.910,120.069,124.854
"84","          Manufacturing",0.399,0.425,0.451,0.495,0.548,0.609,0.696,0.764,0.825,0.906,0.991,1.065,1.125,1.210,1.304,1.433,1.721,1.914,1.877,1.842,1.824,2.004,2.234,2.429,2.502,2.660,2.829,3.214,3.766,4.276,4.762,5.544,6.210,6.863,7.528,8.259,8.942,9.670,10.420,11.216,12.181,13.311,14.571,15.907,17.255,18.328,19.160,20.031,21.055,21.882,22.408,23.099,23.865,24.808,25.910,27.140,28.468,29.847,31.306,33.184,35.284,37.143,38.771,40.187,41.721,43.199,44.705,46.139,47.032,48.239,50.108,52.897,55.903,59.063,62.127,65.665,69.258,71.350,73.348,75.702,78.565,82.168,86.443,90.211,92.912,95.304,97.607,100.000,103.206,106.580,109.343,113.167,116.067,118.926
"85","            Pharmaceutical and medicine manufacturing",0.041,0.044,0.046,0.049,0.054,0.061,0.068,0.073,0.080,0.086,0.095,0.102,0.106,0.114,0.119,0.124,0.141,0.156,0.160,0.161,0.164,0.179,0.197,0.214,0.224,0.241,0.258,0.289,0.332,0.377,0.434,0.503,0.587,0.689,0.809,0.925,1.052,1.185,1.324,1.439,1.596,1.796,2.018,2.278,2.547,2.820,3.112,3.421,3.751,4.073,4.450,4.835,5.159,5.538,5.943,6.356,6.806,7.338,7.958,8.650,9.318,9.975,11.055,12.249,13.585,15.037,16.748,18.588,20.600,22.618,24.983,27.670,30.610,34.145,37.947,42.178,46.385,50.997,55.281,59.928,64.665,69.917,77.047,83.656,88.376,93.462,96.762,100.000,103.658,107.415,111.003,115.183,118.933,122.337
"86","            Chemical manufacturing, excluding pharmaceutical and medicine",0.578,0.624,0.670,0.751,0.842,0.969,1.132,1.299,1.446,1.633,1.803,1.968,2.121,2.329,2.501,2.757,3.464,4.035,4.108,4.184,4.300,4.865,5.588,6.223,6.557,7.085,7.665,8.778,10.364,11.943,13.477,15.874,18.113,20.273,22.468,24.818,27.286,29.803,32.402,35.425,38.556,41.466,44.335,47.093,49.585,52.015,53.695,55.278,56.949,58.752,59.887,61.084,62.214,63.510,64.933,66.411,67.847,69.107,70.236,71.780,73.414,74.438,75.344,76.833,78.556,81.428,84.167,85.756,87.457,87.590,87.303,88.277,87.586,89.798,91.472,92.817,93.660,91.896,91.408,90.957,91.024,91.396,92.411,96.431,97.657,99.096,100.248,100.000,100.159,101.207,102.005,100.953,99.607,97.287
"87","            Semiconductor and other electronic component manufacturing",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.020,0.036,0.054,0.060,0.065,0.065,0.079,0.099,0.117,0.126,0.133,0.143,0.169,0.205,0.245,0.339,0.513,0.520,0.534,0.575,0.647,0.751,0.855,0.961,1.088,1.256,1.440,1.645,1.829,2.001,2.184,2.323,2.672,3.116,3.504,3.613,3.820,4.020,4.448,5.326,6.902,7.949,8.825,10.300,12.328,14.663,17.342,20.914,23.522,25.305,26.804,27.965,29.243,30.121,31.663,33.961,37.643,42.708,47.641,51.931,56.408,62.641,65.548,68.180,72.145,75.972,78.365,79.899,84.275,86.306,89.446,93.875,100.000,107.635,113.872,116.510,120.141,121.023,123.387
"88","            Other computer and electronic product manufacturing",0.772,0.823,0.875,0.947,1.021,1.076,1.173,1.199,1.203,1.221,1.252,1.252,1.244,1.250,1.175,1.119,1.157,1.155,1.027,0.920,0.851,0.891,0.967,1.028,1.019,1.065,1.120,1.292,1.528,1.442,1.566,1.932,3.226,4.645,5.872,7.168,8.645,10.068,11.529,12.926,14.540,16.441,18.277,20.258,22.553,24.501,26.067,27.502,29.132,30.225,30.348,30.738,31.226,32.018,33.033,34.179,35.359,36.452,37.533,39.188,41.022,42.300,43.336,43.995,44.239,44.618,44.895,45.731,46.221,47.999,51.102,56.571,64.148,71.361,76.364,86.946,100.135,98.680,95.032,91.911,89.787,93.159,96.056,99.970,100.141,99.994,100.712,100.000,98.966,102.356,104.726,110.086,113.178,117.011
"89","            Motor vehicles, bodies and trailers, and parts manufacturing",0.477,0.508,0.539,0.593,0.682,0.766,0.893,0.987,1.077,1.221,1.337,1.423,1.481,1.592,2.014,2.562,3.757,4.596,4.468,4.376,4.426,5.343,6.341,7.121,7.257,7.835,8.428,9.964,12.159,14.404,15.743,17.491,18.168,19.053,20.483,21.741,23.016,24.024,25.647,27.410,29.218,31.572,33.108,35.411,38.090,39.441,41.710,45.088,49.666,51.512,50.946,52.525,55.868,60.090,63.554,66.389,66.276,65.078,65.317,67.223,71.022,77.224,80.852,84.119,88.635,90.358,92.369,93.732,98.609,105.114,112.386,120.260,123.207,124.286,127.860,128.783,127.863,127.268,128.015,128.171,128.269,128.396,126.141,116.784,106.970,99.196,97.105,100.000,103.888,108.843,112.217,120.994,129.278,136.012
"90","            Aerospace products and parts manufacturing",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.706,1.695,2.676,3.176,3.076,2.922,2.771,2.908,3.093,3.219,3.174,3.221,3.288,3.594,4.075,3.662,4.168,6.657,8.376,10.029,11.279,12.524,13.785,15.402,16.655,17.662,20.456,24.172,30.444,36.017,41.105,43.260,42.778,41.768,41.923,41.955,41.290,41.668,42.833,44.924,47.853,51.520,55.806,60.538,65.797,72.527,80.307,87.912,93.937,97.150,98.106,97.176,95.848,96.024,94.306,91.622,88.612,87.192,86.011,84.875,84.351,82.440,81.814,83.497,84.515,88.788,95.161,101.337,108.526,112.810,117.920,113.964,106.853,100.000,100.327,100.257,101.866,107.679,109.407,111.377
"91","            Other manufacturing",1.072,1.136,1.204,1.323,1.474,1.651,1.901,2.113,2.304,2.556,2.826,3.069,3.271,3.541,3.692,3.884,4.456,4.839,4.753,4.671,4.608,4.984,5.485,5.921,6.112,6.483,6.870,7.744,8.994,10.375,11.510,13.042,14.133,15.070,16.069,17.314,18.203,19.263,20.328,21.568,22.940,24.577,26.383,28.426,30.474,32.351,33.910,35.510,37.120,38.644,40.061,41.391,42.641,43.937,45.530,47.281,50.003,53.047,55.712,58.859,62.213,64.413,65.443,66.382,68.239,70.307,72.262,73.500,72.123,71.587,72.439,74.347,76.598,78.211,79.658,80.805,80.659,80.926,81.970,82.569,84.254,86.372,88.545,89.108,91.656,93.373,96.768,100.000,103.718,106.310,108.423,110.968,113.370,115.834
"92","          Nonmanufacturing",0.135,0.144,0.154,0.169,0.187,0.205,0.233,0.256,0.273,0.298,0.321,0.343,0.361,0.385,0.388,0.394,0.432,0.460,0.447,0.436,0.427,0.458,0.499,0.535,0.542,0.563,0.590,0.659,0.761,0.873,0.926,0.962,0.943,0.852,0.760,0.696,0.689,0.658,0.628,0.603,0.611,0.630,0.692,0.744,0.829,0.917,1.010,1.103,1.186,1.219,1.335,1.614,2.042,2.629,3.386,4.326,5.438,6.718,8.181,9.977,12.065,14.243,16.244,18.968,22.323,26.633,32.002,36.711,41.262,44.084,46.298,48.503,51.313,54.711,60.201,66.466,71.035,75.173,78.137,79.228,80.964,83.439,86.157,89.737,91.798,93.567,97.453,100.000,103.968,108.885,115.106,122.896,130.262,139.953
"93","            Scientific research and development services",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.599,2.956,4.935,8.378,13.174,17.617,21.199,24.543,27.668,32.118,37.580,44.661,52.470,62.242,72.215,72.380,71.362,72.552,74.260,76.469,80.132,87.095,93.209,95.371,98.148,100.000,98.216,95.573,96.669,95.949,97.765,101.214
"94","            All other nonmanufacturing",0.154,0.165,0.176,0.193,0.214,0.235,0.266,0.293,0.313,0.341,0.367,0.393,0.413,0.440,0.444,0.450,0.494,0.526,0.512,0.499,0.488,0.523,0.571,0.612,0.620,0.644,0.675,0.753,0.870,0.999,1.059,1.100,1.079,0.975,0.870,0.796,0.788,0.752,0.718,0.690,0.699,0.721,0.792,0.850,0.948,1.049,1.155,1.261,1.357,1.395,1.527,1.846,2.336,3.007,3.873,4.948,6.220,7.684,9.358,11.412,13.801,16.291,18.350,21.271,24.823,29.258,34.708,39.456,44.146,46.894,48.976,50.858,53.286,56.155,61.312,67.073,70.865,75.574,79.111,80.187,81.928,84.441,87.023,90.117,91.595,93.308,97.353,100.000,104.795,110.798,117.755,126.767,134.931,145.519
"95","        Nonprofit institutions serving households (NPISHs)",0.782,0.812,0.840,0.865,0.909,0.965,1.028,1.096,1.154,1.204,1.269,1.336,1.416,1.517,1.608,1.696,1.770,1.846,1.954,2.066,2.131,2.157,2.133,2.122,2.158,2.210,2.250,2.310,2.414,2.544,2.677,2.849,3.115,3.452,3.826,4.197,4.701,5.374,6.164,7.016,7.969,9.003,10.100,11.160,12.013,12.801,13.554,14.309,14.959,15.674,16.535,17.527,18.657,20.128,21.685,23.055,24.496,25.795,26.972,28.075,29.350,31.319,33.653,36.530,39.184,41.513,43.894,46.139,48.171,49.837,51.172,52.869,54.591,56.999,59.248,61.120,62.942,65.349,68.241,70.737,72.921,75.018,77.068,80.445,85.139,90.119,94.829,100.000,105.140,108.686,112.106,117.542,121.538,125.307
"96","          Universities and colleges 10",4.274,4.440,4.594,4.751,4.892,5.049,5.279,5.486,5.604,5.746,6.056,6.438,6.812,7.168,7.460,7.686,7.871,8.088,8.470,8.735,8.629,8.237,7.669,7.153,6.671,6.198,5.726,5.302,4.955,4.705,4.523,4.396,4.356,4.368,4.403,4.470,4.578,4.719,4.883,5.223,5.894,6.746,7.664,8.515,9.186,9.767,10.325,10.714,10.897,10.992,11.141,11.370,11.824,12.559,13.407,14.176,14.991,15.879,16.625,17.436,18.450,19.671,21.095,22.612,24.177,25.978,28.068,29.895,31.318,32.648,34.054,35.877,37.530,38.953,40.664,42.731,45.116,48.193,51.526,54.805,58.826,63.747,69.029,74.028,79.766,85.850,92.682,100.000,110.774,121.408,134.451,148.479,160.190,171.972
"97","          Other nonprofit institutions",0.205,0.213,0.219,0.223,0.252,0.295,0.335,0.388,0.447,0.488,0.514,0.529,0.563,0.629,0.694,0.765,0.825,0.880,0.945,1.033,1.122,1.214,1.276,1.344,1.461,1.595,1.714,1.847,2.019,2.205,2.386,2.604,2.917,3.303,3.729,4.147,4.714,5.470,6.360,7.294,8.292,9.353,10.475,11.567,12.448,13.269,14.052,14.867,15.597,16.417,17.398,18.518,19.760,21.352,23.024,24.493,26.036,27.401,28.646,29.795,31.110,33.200,35.682,38.782,41.612,44.023,46.444,48.752,50.882,52.599,53.918,55.589,57.319,59.886,62.221,64.061,65.790,68.084,70.901,73.268,75.156,76.806,78.343,81.462,85.988,90.791,95.166,100.000,104.261,106.714,108.660,112.784,115.608,118.162
"98","    Entertainment, literary, and artistic originals",3.591,3.764,4.001,4.303,4.753,5.114,5.264,5.358,5.512,5.803,6.193,6.740,7.335,7.929,8.453,8.886,9.501,9.996,10.606,11.154,11.968,12.755,13.209,13.493,13.936,14.317,14.442,14.684,15.090,15.502,16.181,16.695,17.282,17.822,18.542,18.930,19.793,20.379,21.095,21.525,22.249,23.161,23.883,24.665,25.105,25.003,24.859,24.974,24.908,24.878,24.737,25.517,26.656,27.528,28.937,29.638,31.232,32.644,34.190,36.215,37.901,40.039,41.743,43.276,44.928,46.610,48.135,49.826,51.724,53.816,56.372,59.313,62.178,65.239,68.136,71.337,73.725,76.414,79.711,82.760,86.553,89.996,92.824,94.390,95.180,97.009,98.505,100.000,101.454,103.019,104.902,106.932,109.041,111.556
