"Table 2.2. Chain-Type Quantity Indexes for Net Stock of Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type"
"[Index numbers, 2012=100]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"30","        Mining and oilfield machinery",15.171,15.860,16.104,16.569,17.627,17.169,15.654,14.142,12.912,12.334,12.534,13.816,14.693,14.343,14.361,14.964,17.341,17.112,16.765,17.396,20.231,20.748,21.249,22.582,22.585,23.120,24.420,25.558,26.144,26.188,27.471,28.746,29.558,28.509,28.222,27.596,26.745,25.939,26.138,26.783,27.873,29.040,28.663,28.452,28.491,29.955,31.902,32.326,33.822,37.188,41.907,46.014,50.070,52.809,54.792,56.274,61.935,62.168,58.504,54.738,50.870,45.554,40.894,37.344,34.758,32.279,29.605,26.829,26.122,25.548,25.163,25.065,25.632,26.019,28.251,29.967,32.171,31.457,31.923,33.253,36.462,43.021,52.631,61.245,66.418,73.331,83.923,100.000,112.483,124.811,126.138,121.788,121.909,121.358
"31","        Service industry machinery",3.323,3.493,3.641,3.749,3.958,3.979,3.886,3.634,3.425,3.315,3.330,3.620,3.980,4.040,4.189,4.397,4.575,4.514,4.544,4.846,5.485,6.486,8.351,11.006,12.036,13.062,13.515,14.073,15.028,15.708,16.706,17.984,19.199,19.740,20.252,20.699,21.045,21.540,21.909,22.598,23.939,25.733,27.197,28.690,30.589,32.184,33.656,34.963,36.547,37.596,37.348,37.702,38.457,39.953,41.988,43.577,44.863,45.964,46.994,49.206,51.654,53.748,56.326,58.658,59.775,60.760,60.930,58.311,57.944,59.158,60.948,62.892,64.335,66.949,70.054,73.228,75.837,78.149,80.619,83.348,86.664,89.893,92.758,94.051,93.972,95.452,97.502,100.000,101.489,104.300,107.403,110.685,115.040,119.511
"32","        Electrical equipment, n.e.c.",1.793,1.826,1.831,1.896,2.517,2.870,2.971,2.771,2.551,2.433,2.499,2.636,3.167,3.282,3.539,4.177,4.775,4.798,4.727,5.108,6.066,6.643,7.684,8.495,9.148,10.300,10.817,11.103,11.410,11.416,11.753,12.282,12.695,12.553,12.565,12.765,13.039,13.513,14.892,16.352,18.242,19.914,20.052,20.686,21.690,23.000,24.092,25.927,28.563,30.802,31.836,33.696,34.953,39.133,44.460,50.119,55.497,57.070,58.743,61.091,63.597,66.099,68.165,70.982,72.932,73.015,70.836,69.248,67.904,67.398,67.860,67.794,69.313,73.095,75.561,78.293,81.791,85.929,90.124,97.077,101.267,104.448,103.840,103.558,99.387,98.136,97.330,100.000,105.561,109.388,113.346,116.219,120.133,125.276
"33","        Other nonresidential equipment",1.186,1.499,1.763,2.004,2.095,2.119,2.068,1.965,1.880,1.829,1.815,1.854,1.850,1.810,1.807,1.866,1.991,1.998,1.969,1.967,2.019,2.290,2.680,3.085,3.336,3.592,3.734,3.890,4.059,4.188,4.418,4.632,4.827,5.113,5.568,6.056,6.586,7.194,7.855,8.618,9.407,10.366,10.911,11.593,12.356,13.146,14.029,15.076,16.596,18.137,18.905,19.836,21.239,23.007,25.140,26.477,27.520,28.671,29.501,30.564,31.733,33.049,34.549,36.148,37.845,39.111,40.039,40.897,42.667,44.862,47.209,49.665,52.356,55.427,58.652,62.160,65.502,69.238,74.071,79.075,84.642,90.233,94.985,98.141,98.271,98.764,100.137,100.000,100.990,102.644,104.373,105.559,106.494,108.184
"34","  Residential equipment",1.227,1.311,1.390,1.438,1.516,1.544,1.556,1.504,1.475,1.497,1.571,1.684,1.804,1.858,1.945,2.076,2.279,2.270,2.075,1.857,1.729,2.010,2.535,3.013,3.365,3.876,4.232,4.529,4.830,5.115,5.497,5.945,6.331,6.736,7.284,7.653,7.971,8.329,8.813,9.348,10.021,10.641,11.221,12.134,13.274,14.506,15.946,17.886,20.077,22.031,23.348,24.709,26.324,28.165,30.283,32.089,33.618,34.670,36.272,38.372,40.750,43.439,46.085,48.643,50.869,52.474,53.477,54.604,55.745,56.776,57.773,58.576,59.178,60.350,62.405,64.875,67.209,69.582,72.412,76.387,80.479,84.362,87.328,89.529,90.452,92.791,96.136,100.000,104.736,110.482,117.191,124.879,133.221,140.526
"35","Structures",15.329,15.951,16.530,17.061,17.517,17.766,17.820,17.706,17.537,17.420,17.365,17.403,17.515,17.568,17.696,17.884,18.116,18.083,17.947,17.864,17.843,18.277,18.801,19.452,20.035,20.852,21.553,22.223,22.939,23.711,24.611,25.476,26.271,27.011,27.935,28.818,29.696,30.666,31.724,32.893,34.115,35.259,36.332,37.513,38.746,39.889,41.259,42.826,44.417,45.632,46.571,47.719,49.147,50.778,52.432,53.778,55.101,56.152,57.414,59.053,60.812,62.565,64.304,65.957,67.479,68.903,69.942,70.976,72.236,73.554,74.958,76.598,78.326,80.265,82.271,84.365,86.343,88.166,90.126,92.201,94.171,96.259,97.912,99.000,99.378,99.473,99.623,100.000,100.701,101.627,102.642,103.676,104.561,105.612
"36","  Nonresidential structures",19.781,20.392,20.991,21.567,22.212,22.691,22.793,22.629,22.375,22.167,22.006,21.968,22.053,22.015,22.003,22.056,22.182,22.045,21.788,21.639,21.647,22.121,22.508,22.996,23.443,23.958,24.552,25.122,25.778,26.451,27.185,28.062,28.906,29.618,30.357,31.194,32.036,32.942,33.830,34.883,36.211,37.623,38.953,40.275,41.699,43.080,44.387,45.727,47.206,48.558,49.615,50.652,51.756,53.195,54.942,56.847,59.001,61.004,62.508,64.493,66.796,68.578,70.306,71.946,73.543,75.279,76.460,77.310,78.236,79.073,80.233,81.622,83.209,84.944,86.628,88.595,90.334,91.337,92.180,92.914,93.595,94.690,96.258,97.990,98.817,99.041,99.363,100.000,100.764,101.940,102.920,103.678,104.488,105.564
"37","    Commercial and health care",7.848,8.316,8.817,9.321,9.831,10.202,10.322,10.289,10.168,10.072,10.011,10.009,10.056,10.029,10.007,10.022,10.068,9.923,9.702,9.505,9.389,9.679,9.782,9.977,10.135,10.401,10.641,10.766,11.031,11.417,11.997,12.668,13.277,13.910,14.605,15.348,16.227,17.227,18.155,19.178,20.434,21.621,22.719,23.944,25.413,26.874,28.483,30.273,32.105,33.756,34.832,35.856,36.949,38.299,40.019,41.968,44.132,46.503,48.712,51.623,55.089,58.138,60.952,63.824,66.470,68.977,70.502,71.671,72.997,74.259,75.854,77.706,79.919,82.314,84.782,87.521,89.842,91.521,92.912,94.234,95.408,96.996,98.917,100.582,100.978,100.652,100.322,100.000,99.948,100.209,100.747,101.792,102.790,103.818
"38","      Office 1",6.524,6.831,7.166,7.566,8.196,8.645,8.813,8.824,8.751,8.706,8.701,8.760,8.868,8.885,8.910,8.976,9.067,8.948,8.747,8.565,8.474,8.851,9.003,9.266,9.458,9.733,9.966,10.067,10.364,10.805,11.488,12.289,12.964,13.657,14.435,15.264,16.215,17.258,18.207,19.213,20.496,21.704,22.840,24.096,25.554,26.943,28.493,29.945,31.501,32.869,33.698,34.424,35.213,36.274,37.900,40.132,42.938,46.561,49.600,53.445,58.133,62.021,65.265,68.505,71.544,74.140,75.731,76.716,77.690,78.525,79.858,81.384,83.490,86.225,89.193,92.682,95.503,96.762,97.406,97.976,98.602,99.715,101.167,102.526,102.517,101.665,100.759,100.000,99.499,99.523,100.027,101.221,102.148,103.190
"39","      Health care",3.372,3.593,3.871,4.153,4.490,4.817,5.006,5.068,5.029,4.991,4.965,4.973,5.022,5.061,5.090,5.131,5.202,5.177,5.095,5.046,5.036,5.190,5.293,5.420,5.627,6.024,6.436,6.777,7.067,7.409,7.778,8.147,8.646,9.228,9.793,10.393,11.171,12.151,13.126,14.317,15.592,16.814,17.889,19.113,20.709,22.493,24.410,26.370,28.201,29.844,31.249,32.676,33.971,35.221,36.514,37.983,39.748,42.206,44.746,47.239,49.562,51.606,53.604,55.858,57.971,60.160,61.951,63.707,65.558,67.186,68.604,70.083,71.919,73.666,75.360,77.060,78.467,80.367,82.402,84.333,86.082,88.219,90.550,92.988,95.278,97.009,98.598,100.000,101.504,102.780,104.192,105.665,106.966,108.331
"40","        Hospitals and special care",2.643,2.862,3.151,3.423,3.706,4.030,4.248,4.337,4.307,4.268,4.234,4.229,4.266,4.317,4.352,4.391,4.465,4.471,4.418,4.405,4.419,4.526,4.623,4.725,4.946,5.385,5.854,6.268,6.569,6.903,7.219,7.508,7.988,8.568,9.106,9.678,10.447,11.450,12.467,13.745,15.068,16.340,17.445,18.712,20.403,22.348,24.424,26.584,28.558,30.336,31.931,33.577,35.045,36.396,37.673,39.027,40.616,42.881,45.389,47.658,49.523,51.221,53.015,55.131,57.117,59.300,61.201,63.196,65.317,67.221,68.717,70.252,72.082,73.823,75.364,76.942,78.457,80.398,82.331,83.956,85.422,87.598,89.963,92.328,94.715,96.706,98.506,100.000,101.498,102.726,104.170,105.583,106.727,108.001
"41","          Hospitals",2.608,2.824,3.109,3.378,3.656,3.977,4.192,4.279,4.249,4.211,4.178,4.173,4.209,4.259,4.294,4.332,4.406,4.411,4.359,4.346,4.360,4.465,4.562,4.662,4.880,5.313,5.776,6.183,6.480,6.810,7.122,7.407,7.880,8.452,8.983,9.547,10.304,11.294,12.296,13.556,14.860,16.115,17.204,18.453,20.120,22.038,24.085,26.215,28.161,29.914,31.487,33.109,34.557,35.888,37.148,38.483,40.049,42.283,44.755,46.992,48.831,50.505,52.274,54.361,56.318,58.470,60.344,62.311,64.403,66.336,67.745,68.940,70.514,71.813,72.987,74.208,75.570,77.482,79.563,81.439,83.262,85.775,88.524,91.213,93.987,96.312,98.364,100.000,101.619,102.833,104.294,105.774,106.995,108.414
"42","          Special care",2.799,3.031,3.337,3.625,3.925,4.270,4.501,4.595,4.563,4.522,4.487,4.481,4.520,4.574,4.612,4.653,4.732,4.738,4.682,4.669,4.683,4.796,4.900,5.008,5.243,5.708,6.207,6.645,6.965,7.319,7.655,7.961,8.470,9.086,9.659,10.268,11.085,12.151,13.232,14.591,15.997,17.349,18.524,19.871,21.668,23.735,25.942,28.238,30.336,32.226,33.921,35.671,37.231,38.666,40.024,41.464,43.152,45.560,48.225,50.636,52.619,54.424,56.330,58.580,60.693,63.012,65.033,67.153,69.408,71.178,73.067,76.127,79.101,82.820,86.006,89.180,91.380,93.449,94.721,95.226,95.093,95.755,96.402,97.318,97.973,98.467,99.141,100.000,100.957,102.250,103.615,104.728,105.528,106.150
"43","        Medical buildings",5.802,6.057,6.331,6.666,7.194,7.569,7.705,7.709,7.641,7.597,7.588,7.632,7.719,7.729,7.744,7.796,7.869,7.763,7.588,7.430,7.348,7.664,7.788,8.007,8.167,8.395,8.591,8.677,8.929,9.301,9.873,10.552,11.123,11.710,12.373,13.081,13.894,14.787,15.603,16.468,17.563,18.592,19.554,20.618,21.852,23.029,24.344,25.546,26.835,27.968,28.656,29.254,29.898,30.764,32.117,34.019,36.449,39.638,42.302,45.642,49.703,53.056,55.830,58.600,61.195,63.408,64.782,65.634,66.461,67.050,68.168,69.436,71.299,73.066,75.344,77.515,78.507,80.252,82.676,85.780,88.619,90.604,92.806,95.523,97.441,98.173,98.952,100.000,101.529,102.985,104.276,105.983,107.887,109.601
"44","      Multimerchandise shopping",11.165,12.059,12.977,13.780,14.307,14.639,14.670,14.534,14.311,14.122,13.980,13.911,13.899,13.791,13.695,13.647,13.630,13.386,13.057,12.752,12.549,12.857,12.922,13.111,13.225,13.430,13.594,13.621,13.862,14.257,14.910,15.702,16.358,17.005,17.747,18.551,19.493,20.534,21.470,22.469,23.767,24.981,26.112,27.379,28.871,30.292,31.867,33.985,36.263,38.276,39.435,40.533,41.860,43.602,45.815,47.935,49.827,51.143,52.535,54.964,58.154,61.181,64.222,67.258,69.880,72.608,73.967,74.901,76.297,77.533,78.688,80.254,81.376,82.637,84.166,85.576,87.049,88.363,89.508,91.002,92.754,95.550,98.917,101.426,101.676,101.045,100.520,100.000,99.866,100.094,100.277,100.756,101.361,101.520
"45","      Food and beverage establishments",12.347,13.348,14.375,15.273,15.868,16.246,16.285,16.137,15.890,15.683,15.528,15.454,15.445,15.328,15.223,15.174,15.157,14.887,14.522,14.183,13.958,14.307,14.383,14.597,14.728,14.961,15.147,15.179,15.452,15.898,16.633,17.524,18.261,18.990,19.825,20.729,21.788,22.957,24.009,25.133,26.590,27.955,29.226,30.649,32.324,33.921,35.696,38.073,40.630,42.892,44.193,45.428,46.919,48.873,51.358,53.738,55.861,57.339,58.901,61.628,65.214,68.610,72.023,75.430,78.475,81.534,83.057,84.285,85.867,87.039,88.764,90.666,93.009,95.418,97.121,99.000,100.576,101.732,102.970,103.785,103.990,104.037,104.142,104.082,102.954,101.811,100.878,100.000,99.419,98.996,98.540,98.335,97.962,97.571
"46","      Warehouses",15.084,15.527,15.999,16.561,16.835,16.973,16.895,16.700,16.443,16.212,16.018,15.877,15.779,15.614,15.459,15.341,15.246,14.990,14.673,14.374,14.150,14.296,14.269,14.334,14.346,14.427,14.480,14.435,14.547,14.772,15.187,15.705,16.127,16.548,17.040,17.579,18.222,18.939,19.585,20.280,21.194,22.052,22.855,23.758,24.829,25.853,27.013,28.549,29.904,31.388,32.255,33.084,34.001,35.299,36.629,37.963,39.397,40.142,40.932,42.776,45.191,47.480,49.785,52.093,54.355,56.447,57.553,58.581,59.758,60.687,63.425,67.015,70.873,74.515,78.338,82.365,86.476,88.964,91.439,93.315,94.906,97.017,99.513,101.645,101.892,101.131,100.578,100.000,99.907,100.932,102.541,105.427,109.584,114.352
"47","      Other commercial 2",9.590,10.359,11.148,11.839,12.293,12.580,12.607,12.491,12.299,12.137,12.016,11.957,11.948,11.855,11.773,11.733,11.718,11.508,11.226,10.964,10.789,11.081,11.174,11.373,11.489,11.700,11.871,11.924,12.160,12.537,13.181,13.922,14.562,15.186,15.897,16.638,17.484,18.434,19.310,20.236,21.431,22.567,23.646,24.826,26.186,27.461,28.863,30.745,32.774,34.592,35.647,36.663,37.857,39.487,41.586,43.615,45.474,46.791,48.147,50.473,53.519,56.383,59.250,62.110,64.669,67.213,68.463,69.302,70.467,72.611,74.950,77.539,80.840,83.899,86.907,90.522,93.230,95.907,97.862,99.951,101.220,102.199,103.617,104.343,103.654,102.402,101.219,100.000,99.057,98.111,97.403,97.234,96.805,96.234
"48","    Manufacturing",22.309,23.025,23.687,24.513,25.677,26.077,25.838,25.241,24.952,24.636,24.241,24.083,24.320,24.031,23.816,23.944,24.630,24.394,23.851,23.412,23.584,24.812,25.708,26.136,26.198,26.346,27.222,28.180,29.029,29.744,30.606,31.979,33.457,34.116,34.562,35.532,36.422,37.302,38.155,39.398,41.554,44.480,46.813,48.935,51.176,53.213,54.547,55.224,56.708,58.633,60.347,61.721,63.124,65.646,69.048,71.507,74.516,77.250,78.481,79.807,81.543,82.543,83.420,84.463,86.199,88.460,90.256,91.598,91.997,92.995,94.664,96.523,98.131,99.816,100.650,101.585,102.377,101.467,100.408,99.406,98.619,98.207,98.276,99.100,100.159,100.038,99.810,100.000,100.374,101.198,103.351,105.157,106.011,106.640
"49","    Power and communication",13.120,13.714,14.345,14.906,15.613,16.391,16.791,16.839,16.667,16.519,16.428,16.470,16.579,16.716,16.878,17.126,17.332,17.474,17.385,17.402,17.485,17.827,18.615,19.611,20.656,21.672,22.668,23.653,24.767,25.717,26.580,27.652,28.759,29.777,30.700,31.613,32.399,33.173,33.971,34.905,35.978,37.146,38.580,40.212,41.814,43.533,45.222,47.050,49.016,50.606,52.123,53.658,55.108,56.559,58.007,59.466,60.858,61.982,62.718,63.770,65.268,66.751,68.206,69.121,69.973,71.021,72.004,72.851,73.904,74.388,75.289,76.110,76.718,77.637,78.947,80.643,82.327,83.869,85.142,85.859,86.646,87.702,89.933,92.456,94.923,96.644,98.040,100.000,101.849,104.345,106.586,108.841,110.773,112.787
"50","      Power",17.755,18.458,19.251,19.862,20.519,21.294,21.751,21.767,21.520,21.312,21.187,21.250,21.360,21.527,21.732,22.033,22.190,22.308,22.208,22.245,22.346,22.641,23.516,24.571,25.890,27.251,28.579,29.842,31.285,32.459,33.449,34.580,35.814,37.018,38.073,39.055,39.926,40.757,41.573,42.506,43.600,44.809,46.468,48.434,50.162,51.858,53.535,55.383,57.310,58.799,60.406,62.065,63.550,64.872,66.079,67.306,68.426,69.179,69.524,70.250,71.609,72.845,74.038,74.465,74.922,75.678,76.481,77.105,77.978,78.067,78.674,79.151,79.305,79.913,80.453,81.556,82.724,83.802,84.949,85.364,85.679,86.300,88.252,90.740,93.581,95.652,97.383,100.000,102.334,105.569,108.221,110.865,112.978,115.238
"51","        Electric",15.922,16.425,16.917,17.329,17.761,18.283,18.438,18.321,18.060,17.807,17.611,17.539,17.512,17.705,17.893,18.172,18.221,18.293,18.135,18.016,18.048,18.311,19.096,20.127,21.458,22.578,23.598,24.815,26.195,27.406,28.323,29.361,30.598,31.869,32.821,33.745,34.544,35.313,36.044,36.851,37.809,38.742,40.247,41.866,43.499,45.220,46.979,48.977,51.085,52.541,54.003,55.328,57.010,58.639,59.995,61.258,62.373,63.234,63.809,64.892,66.690,68.331,69.921,70.435,70.902,71.709,72.413,72.660,73.473,73.446,73.909,74.439,74.672,74.996,75.586,77.052,78.596,79.873,81.261,81.901,82.630,83.659,85.961,88.823,92.218,94.474,96.687,100.000,102.126,105.461,108.289,111.368,113.872,116.403
"52","        Other power",22.086,23.268,24.809,25.932,27.178,28.621,29.893,30.281,30.085,30.011,30.093,30.527,31.012,31.096,31.336,31.687,32.137,32.377,32.445,32.924,33.204,33.586,34.719,35.924,37.350,39.327,41.416,42.876,44.563,45.734,46.945,48.352,49.661,50.783,52.133,53.299,54.383,55.401,56.453,57.724,59.185,61.124,63.200,66.101,68.087,69.719,71.177,72.613,74.018,75.575,77.562,80.157,81.044,81.491,82.248,83.345,84.459,84.906,84.606,84.337,84.439,84.481,84.507,84.673,85.095,85.695,86.763,88.451,89.477,89.888,90.893,91.208,91.136,92.545,92.934,93.006,93.083,93.578,94.031,93.861,93.211,92.855,93.902,95.434,96.872,98.469,99.025,100.000,102.832,105.823,108.032,109.555,110.668,112.244
"53","      Communication",4.486,4.800,5.083,5.436,6.014,6.604,6.842,6.918,6.879,6.840,6.812,6.818,6.906,6.979,7.052,7.183,7.424,7.576,7.519,7.506,7.549,7.890,8.411,9.154,9.625,9.965,10.305,10.720,11.164,11.634,12.185,13.041,13.827,14.431,15.043,15.751,16.316,16.916,17.601,18.436,19.358,20.320,21.216,22.113,23.319,24.865,26.394,28.010,29.851,31.477,32.719,33.917,35.212,36.833,38.651,40.459,42.322,44.188,45.786,47.597,49.410,51.465,53.552,55.686,57.510,59.268,60.691,62.090,63.604,65.108,66.749,68.416,70.135,71.830,75.115,78.362,81.401,84.171,85.778,87.324,89.413,91.619,94.594,97.212,98.614,99.380,99.868,100.000,100.473,100.848,101.905,103.024,104.418,105.693
"54","    Mining exploration, shafts, and wells",16.063,17.016,17.667,18.333,19.221,19.619,19.363,19.304,19.087,19.232,19.628,20.296,21.426,22.164,22.778,23.603,24.477,24.661,24.700,25.177,25.792,26.454,27.316,28.657,29.958,31.725,33.565,35.701,38.087,40.810,43.764,46.357,48.527,50.268,52.022,53.389,54.755,56.255,57.383,58.759,60.015,60.972,61.700,62.415,63.270,63.824,64.050,64.546,64.151,64.570,65.767,67.326,69.571,72.636,76.005,82.635,90.764,97.225,100.937,105.829,109.024,107.497,105.944,105.104,103.674,103.296,102.787,101.112,100.495,99.746,98.076,96.888,96.845,95.910,94.107,93.709,94.519,93.210,92.780,92.771,93.113,94.236,95.129,96.452,95.359,95.380,97.236,100.000,102.727,106.064,105.989,102.640,101.140,101.457
"55","      Petroleum and natural gas",16.953,17.978,18.674,19.381,20.335,20.763,20.477,20.432,20.198,20.359,20.792,21.502,22.729,23.561,24.219,25.088,25.988,26.099,26.064,26.555,27.221,27.971,28.925,30.440,31.929,33.924,35.994,38.424,41.129,44.254,47.651,50.638,53.150,55.099,57.042,58.519,59.978,61.582,62.739,64.191,65.509,66.489,67.209,67.854,68.620,68.992,68.954,69.228,68.398,68.371,69.218,70.337,72.166,75.111,78.486,85.425,93.833,100.619,104.587,109.876,113.294,111.589,109.995,109.217,107.689,107.330,106.744,104.807,104.094,103.035,101.158,99.782,99.786,98.883,97.017,96.673,97.725,96.144,95.623,95.362,95.427,96.137,96.730,97.852,96.475,96.195,97.576,100.000,102.407,105.595,105.236,101.654,100.004,100.316
"56","      Mining",8.023,8.403,8.681,9.002,9.355,9.506,9.485,9.317,9.246,9.261,9.368,9.673,10.035,10.090,10.340,10.756,11.304,11.836,12.304,12.621,12.826,12.888,13.108,13.322,13.449,13.737,14.074,14.339,14.685,14.898,15.110,15.262,15.336,15.697,16.152,16.677,17.283,17.935,18.629,19.299,19.938,20.537,21.100,21.920,22.909,24.053,25.261,26.474,27.895,30.111,32.747,36.297,40.489,43.763,46.497,49.963,54.846,57.919,59.319,60.961,62.266,61.959,60.983,60.110,59.473,59.106,59.065,58.920,58.859,59.540,59.169,59.104,58.854,57.984,56.931,56.367,55.652,56.363,56.676,58.735,61.828,67.860,72.537,76.492,79.180,83.277,92.029,100.000,107.680,113.406,117.894,117.971,118.613,119.008
"57","    Other structures",45.816,46.596,47.336,47.956,48.552,49.043,49.100,48.682,48.130,47.642,47.221,46.940,46.730,46.442,46.233,45.946,45.664,45.262,44.880,44.654,44.553,44.959,45.088,45.481,45.916,46.330,46.737,47.155,47.595,48.061,48.441,48.890,49.301,49.701,50.315,51.102,51.858,52.679,53.593,54.685,55.985,57.327,58.562,59.471,60.354,61.108,61.742,62.376,63.141,63.677,63.947,64.294,64.712,65.377,66.254,67.047,67.773,68.335,69.007,70.023,71.267,72.333,73.544,74.510,75.498,76.675,77.451,77.977,78.680,79.305,80.203,81.544,83.228,85.134,86.988,88.931,90.464,91.579,92.565,93.488,94.144,95.184,96.737,98.656,99.786,99.974,99.897,100.000,100.243,100.659,101.343,102.247,103.128,104.167
"58","      Religious",15.183,16.336,17.488,18.563,19.498,20.409,20.969,21.157,21.056,20.920,20.868,20.864,20.904,21.011,21.086,21.255,21.410,21.256,20.901,20.585,20.377,20.438,20.603,21.199,22.250,23.488,24.661,25.586,26.741,28.348,30.252,32.282,34.365,36.472,38.833,41.367,43.830,46.305,48.572,50.706,53.324,55.603,57.512,59.287,60.617,61.653,62.253,62.784,63.125,63.491,63.636,63.869,64.142,64.625,65.359,66.050,66.667,67.093,67.733,68.652,69.779,71.087,72.454,73.864,75.376,76.642,77.648,78.372,79.257,80.027,80.953,81.923,83.458,85.294,87.360,89.566,91.754,93.826,95.845,97.441,98.583,99.478,100.158,100.664,100.912,100.916,100.534,100.000,99.332,98.550,97.805,97.072,96.203,95.212
"59","      Educational and vocational",5.432,6.014,6.575,7.150,7.805,8.497,9.153,9.495,9.468,9.420,9.398,9.564,9.695,9.807,9.910,10.084,10.284,10.235,10.076,9.945,9.916,10.269,10.646,11.190,11.793,12.465,13.155,13.825,14.673,15.811,16.738,17.784,18.671,19.694,20.592,21.574,22.646,23.850,24.997,26.259,27.522,29.128,30.767,32.468,33.859,34.831,35.792,36.694,37.352,37.560,37.588,37.660,37.706,37.813,38.012,38.489,38.942,39.464,40.059,40.672,41.477,42.528,44.296,45.454,46.776,48.265,49.758,51.304,52.828,54.313,55.999,58.185,61.125,64.266,66.998,70.347,73.884,77.333,80.657,83.435,85.942,88.341,90.971,93.623,95.774,97.156,98.425,100.000,101.322,102.521,103.781,105.356,106.989,108.552
"60","      Lodging",7.357,8.372,9.126,9.663,10.134,10.537,10.734,10.702,10.609,10.501,10.404,10.361,10.365,10.433,10.519,10.527,10.545,10.387,10.144,9.943,9.822,9.967,9.936,10.053,10.243,10.406,10.582,10.708,10.892,11.181,11.345,11.595,11.861,12.298,12.955,13.796,14.834,15.746,16.968,19.040,21.022,22.753,24.116,25.297,26.515,27.563,28.492,29.967,31.606,32.319,32.366,32.234,32.095,32.168,32.902,34.011,35.437,36.720,38.490,40.911,43.481,45.977,48.320,50.253,52.437,55.158,56.463,56.609,57.104,57.549,58.946,61.812,65.257,69.185,73.191,76.957,79.697,80.974,81.936,83.219,84.232,86.471,90.897,96.847,100.595,100.764,100.161,100.000,100.449,101.487,103.513,106.408,109.123,112.184
"61","      Amusement and recreation",18.402,20.404,22.325,23.963,25.099,26.049,26.524,26.467,26.304,26.055,25.798,25.634,25.584,25.666,25.779,25.743,25.719,25.289,24.649,24.115,23.770,24.039,23.944,24.143,24.515,24.883,25.193,25.427,25.824,26.443,26.838,27.363,28.000,28.983,30.249,31.940,33.462,35.024,36.773,38.397,40.804,43.213,45.420,45.849,46.595,47.391,48.062,48.682,49.394,49.843,50.067,50.480,50.961,51.725,52.683,53.680,54.629,55.862,57.363,59.576,62.475,64.928,67.528,70.296,72.398,74.579,76.395,78.111,80.079,82.014,84.022,86.258,88.756,91.044,93.593,95.428,96.533,97.359,98.196,98.995,99.154,99.796,100.577,101.367,101.504,101.027,100.647,100.000,99.561,99.281,99.640,100.720,101.886,103.110
"62","      Transportion",150.406,151.387,152.270,153.050,154.101,155.109,154.910,153.422,151.684,150.337,149.088,148.189,147.414,146.169,145.229,144.025,142.747,141.692,141.077,141.105,141.483,141.416,140.369,140.114,139.663,138.917,138.372,138.079,137.675,136.782,135.814,134.860,133.806,132.099,130.562,129.088,127.468,125.906,124.471,123.136,121.996,121.074,120.064,119.134,118.278,117.217,116.213,115.295,114.458,113.623,112.577,111.870,111.284,111.027,110.764,110.358,109.888,109.283,108.594,108.170,108.018,107.365,106.530,105.665,104.848,104.001,103.049,102.272,101.534,100.872,100.257,99.946,99.848,100.028,99.923,99.881,99.838,99.645,99.340,99.063,98.825,98.950,99.084,99.365,99.403,99.627,99.718,100.000,100.345,100.890,101.686,102.288,103.020,104.287
"63","        Air",2.728,2.828,2.911,3.000,4.549,5.936,6.884,7.344,7.681,7.948,8.208,8.551,8.984,9.530,10.099,10.511,10.929,10.970,10.815,10.740,10.823,11.449,11.723,12.273,12.970,13.636,14.276,14.827,15.508,16.392,17.044,17.835,18.694,19.880,21.325,23.137,24.809,26.511,28.380,30.125,32.585,35.034,37.322,37.895,38.718,39.536,40.248,40.954,41.764,42.321,42.665,43.182,43.725,44.507,45.421,46.409,47.344,48.536,49.938,51.904,54.314,56.479,58.729,61.316,63.221,65.113,66.692,68.046,69.746,71.546,73.337,75.854,78.397,81.384,84.835,90.319,96.118,99.043,100.555,101.591,101.830,101.913,102.181,102.169,101.327,100.067,99.423,100.000,100.439,100.906,101.215,103.921,109.869,120.527
"64","        Land 3",162.570,163.625,164.575,165.413,166.452,167.457,167.187,165.553,163.656,162.183,160.816,159.822,158.955,157.570,156.515,155.184,153.773,152.628,151.973,152.009,152.412,152.285,151.124,150.797,150.246,149.381,148.734,148.368,147.874,146.836,145.737,144.642,143.434,141.496,139.722,137.991,136.110,134.287,132.586,131.001,129.565,128.362,127.073,126.016,125.016,123.794,122.639,121.578,120.595,119.642,118.481,117.675,116.998,116.656,116.298,115.777,115.190,114.438,113.581,112.969,112.612,111.724,110.627,109.470,108.419,107.336,106.166,105.206,104.263,103.396,102.580,102.034,101.715,101.657,101.244,100.716,100.155,99.687,99.222,98.825,98.539,98.668,98.789,99.100,99.225,99.587,99.745,100.000,100.336,100.888,101.733,102.121,102.306,102.562
