"Table 4.2. Chain-Type Quantity Indexes for Net Stock of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Index numbers, 2012=100]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"28","        Intellectual property products",0.348,0.371,0.394,0.432,0.480,0.534,0.609,0.668,0.721,0.792,0.866,0.930,0.983,1.057,1.140,1.255,1.509,1.679,1.647,1.616,1.600,1.760,1.961,2.132,2.195,2.333,2.483,2.824,3.312,3.764,4.193,4.888,5.476,6.050,6.637,7.304,7.934,8.605,9.320,10.087,11.009,12.143,13.366,14.644,15.952,17.031,17.838,18.751,19.741,20.649,21.306,22.046,22.853,23.769,24.842,26.097,27.498,28.771,30.154,32.122,34.395,36.253,37.937,39.025,40.427,41.959,43.442,44.924,45.962,47.418,49.618,52.880,56.606,60.208,63.485,67.014,70.401,71.810,73.139,75.050,77.901,81.417,85.874,90.281,92.737,95.016,97.544,100.000,103.182,106.260,108.917,112.419,115.046,117.861
"29","      Nonfarm nonmanufacturing",10.920,11.210,11.432,11.644,11.917,12.106,12.067,11.877,11.647,11.491,11.383,11.386,11.460,11.423,11.411,11.482,11.584,11.507,11.385,11.351,11.479,11.749,12.092,12.501,12.831,13.209,13.578,13.953,14.416,14.797,15.275,15.797,16.325,16.687,17.142,17.638,18.105,18.643,19.200,19.869,20.754,21.768,22.713,23.771,24.899,25.862,26.782,27.860,29.214,30.371,31.120,31.989,33.134,34.653,36.430,38.036,39.662,41.090,42.484,44.430,46.424,48.165,49.682,51.279,52.849,54.520,55.713,56.904,58.554,60.299,62.359,64.695,67.435,70.551,74.179,78.052,80.747,82.340,84.000,85.800,87.793,90.335,92.902,95.002,95.404,96.355,97.900,100.000,102.151,104.903,107.449,109.622,111.941,114.834
"30","        Equipment",3.764,3.890,3.914,3.954,4.023,4.004,3.861,3.641,3.435,3.297,3.198,3.199,3.253,3.185,3.149,3.218,3.333,3.252,3.146,3.095,3.229,3.463,3.839,4.211,4.459,4.752,5.015,5.275,5.596,5.804,6.130,6.472,6.844,7.008,7.319,7.685,7.987,8.403,8.860,9.395,10.145,11.066,11.877,12.820,13.865,14.677,15.447,16.399,17.827,18.974,19.558,20.290,21.493,23.163,25.020,26.370,27.553,28.408,29.518,31.192,32.703,34.159,35.322,36.698,37.908,38.827,39.295,40.107,41.816,44.012,46.621,49.551,52.982,56.945,61.880,67.028,70.247,72.024,74.142,77.059,80.741,85.478,89.623,91.839,90.581,92.381,95.565,100.000,104.444,109.730,115.126,119.612,124.342,129.939
"31","        Structures",21.305,21.826,22.324,22.766,23.305,23.772,23.878,23.735,23.463,23.264,23.119,23.079,23.132,23.102,23.091,23.120,23.143,23.038,22.845,22.785,22.824,23.067,23.325,23.770,24.191,24.663,25.171,25.689,26.326,26.920,27.571,28.320,29.035,29.657,30.277,30.924,31.561,32.219,32.832,33.628,34.611,35.637,36.660,37.780,38.961,40.128,41.268,42.534,43.888,45.154,46.138,47.126,48.167,49.539,51.233,53.154,55.228,57.159,58.698,60.783,63.165,64.980,66.686,68.269,69.840,71.916,73.390,74.511,75.652,76.668,78.001,79.549,81.312,83.301,85.209,87.444,89.373,90.401,91.345,92.155,92.924,94.159,95.795,97.687,98.526,98.799,99.233,100.000,100.897,102.337,103.444,104.199,105.035,106.257
"32","        Intellectual property products",0.683,0.717,0.764,0.825,0.917,0.990,1.025,1.049,1.093,1.160,1.245,1.360,1.484,1.601,1.699,1.797,1.930,2.044,2.186,2.323,2.492,2.659,2.751,2.804,2.879,2.953,2.993,3.071,3.192,3.321,3.489,3.624,3.763,3.857,3.994,4.098,4.309,4.461,4.707,4.892,5.185,5.565,5.934,6.291,6.596,6.761,6.894,7.104,7.297,7.472,7.648,8.121,8.722,9.311,10.170,10.868,11.872,13.122,14.497,16.127,17.683,19.457,20.950,22.707,24.936,27.284,29.693,32.031,34.581,36.624,38.582,40.920,44.133,47.980,53.358,59.018,62.830,66.149,69.540,72.669,76.095,79.660,83.240,86.341,88.969,91.754,95.789,100.000,104.084,108.800,113.564,119.517,126.002,133.904
"","    By corporate financial and nonfinancial:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","      Financial",2.289,2.376,2.477,2.583,2.743,2.844,2.868,2.841,2.790,2.758,2.743,2.751,2.782,2.762,2.753,2.784,2.855,2.786,2.694,2.600,2.543,2.635,2.707,2.783,2.850,2.932,3.041,3.121,3.275,3.426,3.676,3.922,4.130,4.291,4.492,4.747,4.997,5.303,5.579,6.020,6.532,7.036,7.576,8.328,9.042,9.660,10.392,11.087,12.089,13.309,14.385,15.460,16.529,18.032,19.807,21.811,23.954,26.094,28.387,31.425,34.878,38.467,41.804,45.256,49.055,52.193,54.241,56.144,58.299,60.739,62.921,65.832,68.983,73.611,78.463,82.533,85.387,87.569,89.246,91.812,93.974,96.087,99.015,100.281,99.309,98.781,98.889,100.000,101.274,102.950,105.385,108.164,110.508,113.155
"34","        Equipment",0.446,0.442,0.437,0.435,0.441,0.440,0.429,0.412,0.405,0.402,0.407,0.423,0.446,0.445,0.453,0.474,0.502,0.455,0.417,0.377,0.356,0.398,0.446,0.493,0.538,0.594,0.637,0.663,0.724,0.759,0.832,0.878,0.922,0.927,0.965,1.010,1.032,1.099,1.143,1.304,1.549,1.820,2.136,2.563,3.005,3.371,3.868,4.379,5.182,6.122,6.920,7.809,8.723,10.194,11.851,13.656,15.332,16.769,18.801,21.582,24.360,27.585,30.675,33.963,37.323,39.460,40.375,41.197,43.420,46.231,49.089,52.789,56.421,63.002,70.030,75.384,78.593,82.144,84.934,88.877,92.723,96.982,101.574,101.743,96.325,95.873,96.825,100.000,104.474,109.885,116.190,121.975,126.096,130.822
"35","        Structures",6.382,6.695,7.059,7.437,7.975,8.331,8.456,8.431,8.277,8.174,8.100,8.071,8.099,8.031,7.968,8.006,8.159,8.083,7.899,7.722,7.599,7.776,7.876,7.992,8.073,8.167,8.397,8.591,8.918,9.320,9.940,10.639,11.212,11.763,12.334,13.045,13.824,14.630,15.403,16.306,17.187,17.977,18.749,19.926,20.941,21.824,22.794,23.709,24.871,26.354,27.622,28.709,29.916,31.351,33.223,35.545,38.518,41.677,44.250,47.652,52.149,56.344,60.016,63.489,67.441,71.376,74.038,76.443,78.077,79.975,81.705,84.059,87.049,89.641,91.947,94.127,96.067,96.666,97.066,98.330,99.406,100.312,101.992,103.250,103.349,102.345,101.103,100.000,98.891,98.257,98.089,98.387,98.724,99.100
"36","        Intellectual property products",0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.005,0.006,0.006,0.007,0.007,0.007,0.008,0.008,0.010,0.011,0.012,0.012,0.012,0.011,0.011,0.027,0.041,0.060,0.088,0.143,0.210,0.281,0.378,0.483,0.611,0.779,0.952,1.083,1.346,1.733,2.204,2.666,2.911,3.196,3.607,4.008,4.358,5.075,5.943,6.961,8.056,9.265,10.685,12.701,15.532,18.361,21.649,25.066,27.465,29.144,29.413,30.198,31.195,35.193,41.219,47.517,52.329,56.373,59.799,63.701,65.770,67.493,72.234,77.022,83.795,85.914,91.622,100.000,106.190,110.939,118.405,128.662,139.595,152.294
"37","      Nonfinancial",11.405,11.699,11.929,12.173,12.502,12.704,12.649,12.423,12.195,12.051,11.965,12.013,12.163,12.142,12.163,12.304,12.538,12.532,12.421,12.443,12.679,13.144,13.701,14.241,14.592,14.991,15.482,16.006,16.593,17.086,17.642,18.362,19.075,19.482,19.950,20.530,21.065,21.687,22.355,23.186,24.344,25.769,27.055,28.376,29.774,30.963,31.983,33.188,34.669,36.079,36.977,37.969,39.252,40.893,42.740,44.404,46.100,47.390,48.488,50.200,51.972,53.304,54.390,55.491,56.709,58.123,59.197,60.273,61.658,63.242,65.342,67.754,70.469,73.314,76.421,79.873,82.341,83.581,84.842,86.179,87.881,90.172,92.641,94.856,95.368,96.326,97.927,100.000,102.189,104.841,107.153,109.052,111.077,113.634
"38","        Equipment",5.323,5.465,5.501,5.567,5.697,5.707,5.535,5.244,4.998,4.854,4.783,4.860,5.027,4.986,5.003,5.170,5.409,5.413,5.348,5.430,5.770,6.253,6.986,7.644,7.994,8.380,8.841,9.304,9.799,10.160,10.615,11.192,11.797,11.989,12.308,12.759,13.126,13.651,14.249,15.028,16.167,17.624,18.840,20.119,21.502,22.587,23.497,24.709,26.414,28.037,28.903,29.882,31.400,33.333,35.408,36.943,38.391,39.165,39.889,41.375,42.796,43.830,44.523,45.374,46.339,47.248,47.843,48.722,50.206,52.260,54.905,57.797,61.075,64.544,68.521,72.884,75.567,76.742,78.170,80.125,82.917,86.664,90.185,92.654,91.951,93.339,96.213,100.000,103.697,107.939,112.057,115.210,118.819,123.262
"39","        Structures",23.371,23.955,24.512,25.053,25.717,26.213,26.283,26.068,25.779,25.557,25.367,25.316,25.414,25.350,25.319,25.374,25.527,25.405,25.154,25.048,25.134,25.593,26.007,26.507,26.932,27.413,28.048,28.705,29.434,30.100,30.806,31.723,32.611,33.264,33.882,34.607,35.304,36.018,36.707,37.595,38.793,40.189,41.536,42.889,44.338,45.756,47.043,48.381,49.852,51.299,52.394,53.477,54.585,56.099,57.879,59.838,61.871,63.656,64.974,66.762,68.732,70.075,71.321,72.489,73.663,75.321,76.504,77.380,78.338,79.185,80.482,82.000,83.579,85.317,86.994,89.047,90.842,91.709,92.422,92.915,93.413,94.416,95.873,97.570,98.312,98.591,99.087,100.000,101.074,102.627,103.768,104.450,105.202,106.322
"40","        Intellectual property products",0.592,0.624,0.664,0.721,0.801,0.873,0.930,0.973,1.025,1.100,1.189,1.291,1.393,1.501,1.601,1.718,1.927,2.084,2.146,2.206,2.294,2.476,2.639,2.761,2.839,2.956,3.062,3.295,3.631,3.949,4.278,4.730,5.127,5.488,5.879,6.285,6.736,7.168,7.678,8.164,8.791,9.577,10.388,11.211,12.001,12.572,12.994,13.534,14.068,14.530,14.861,15.448,16.198,16.983,18.004,19.000,20.274,21.583,23.002,24.850,26.792,28.663,30.246,31.635,33.374,35.264,37.127,38.937,40.766,42.558,44.794,47.727,51.392,55.101,59.377,63.921,67.431,69.745,72.111,74.569,77.814,81.498,85.434,89.072,91.298,93.871,97.002,100.000,103.463,107.309,110.776,115.145,119.287,124.159
"41","  Noncorporate",11.348,11.999,12.618,13.195,13.772,14.075,14.015,13.665,13.260,12.999,12.974,13.156,13.438,13.516,13.655,13.890,14.216,13.963,13.688,13.576,13.773,14.425,15.280,16.214,17.006,17.964,18.683,19.148,19.755,20.328,21.158,21.800,22.390,22.955,23.679,24.361,25.071,25.978,26.961,28.088,29.478,30.905,32.098,33.176,34.436,35.639,36.804,38.079,39.682,40.826,41.651,42.524,43.587,45.013,46.751,48.073,49.787,51.119,52.120,53.656,55.431,56.946,58.619,60.508,62.220,63.287,63.946,64.352,65.059,65.842,66.766,67.849,69.414,71.490,73.740,76.298,78.529,80.699,82.729,84.780,86.798,89.151,91.824,94.439,95.902,97.067,98.363,100.000,101.837,103.828,105.659,107.519,109.368,111.531
"42","    Equipment",6.010,6.489,6.881,7.242,7.668,7.728,7.435,6.891,6.365,6.054,6.073,6.356,6.758,6.796,6.941,7.289,7.796,7.447,7.149,7.144,7.634,8.324,9.834,11.339,12.389,13.693,14.603,15.043,15.662,15.970,16.771,17.128,17.367,17.459,17.687,17.770,17.793,18.053,18.506,19.192,20.144,21.344,22.242,23.047,24.054,25.004,25.864,27.016,28.882,30.245,31.003,31.818,32.931,34.591,36.449,37.127,37.963,37.859,37.754,38.385,38.972,39.383,39.872,40.776,41.615,41.590,41.330,41.016,41.263,42.062,43.003,44.111,45.840,48.410,51.406,54.992,58.173,61.585,65.054,69.116,73.593,78.619,83.735,88.010,89.469,92.143,95.566,100.000,104.984,110.270,114.358,117.783,121.797,126.808
"43","    Structures",15.385,16.147,16.920,17.637,18.273,18.753,18.930,18.852,18.648,18.443,18.320,18.313,18.385,18.419,18.470,18.524,18.575,18.379,18.093,17.861,17.740,18.313,18.711,19.259,19.840,20.527,21.119,21.597,22.177,22.932,23.758,24.593,25.415,26.305,27.370,28.509,29.709,31.083,32.449,33.912,35.642,37.253,38.695,39.988,41.468,42.900,44.333,45.783,47.359,48.470,49.395,50.324,51.399,52.683,54.336,56.023,58.252,60.464,62.112,64.166,66.620,68.695,70.914,73.051,74.914,76.234,77.019,77.405,78.077,78.614,79.336,80.200,81.430,82.932,84.463,86.196,87.765,89.160,90.392,91.500,92.471,93.820,95.600,97.535,98.750,99.185,99.532,100.000,100.550,101.334,102.247,103.306,104.375,105.540
"44","    Intellectual property products",1.857,1.945,2.056,2.192,2.386,2.554,2.649,2.713,2.762,2.887,3.056,3.289,3.537,3.828,4.083,4.241,4.515,4.715,4.875,4.990,5.262,5.570,5.797,5.974,6.208,6.410,6.458,6.574,6.779,6.971,7.244,7.460,7.706,8.002,8.359,8.586,9.019,9.395,9.740,9.967,10.215,10.450,10.584,10.772,10.923,11.030,11.098,11.105,11.116,11.099,11.132,11.381,11.565,12.133,12.968,13.735,14.642,15.237,15.910,16.813,17.875,19.234,21.043,24.018,27.035,29.913,32.753,35.611,37.794,39.634,41.317,43.196,45.691,49.122,53.038,57.236,60.615,64.114,67.314,70.320,73.518,76.776,80.499,84.686,88.490,91.866,95.627,100.000,104.991,109.340,113.884,119.359,123.154,127.897
"","    By noncorporate industry group:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","      Farms",55.521,56.162,56.903,57.447,58.055,57.877,56.166,53.636,51.253,49.701,49.545,50.245,51.516,51.743,51.905,52.341,53.964,53.618,52.665,53.222,53.939,56.417,60.831,65.726,70.137,74.054,76.919,78.833,80.370,81.049,81.921,81.658,81.278,81.379,82.493,82.985,83.461,84.657,86.900,89.047,91.945,95.123,98.209,99.940,101.674,103.717,105.340,107.001,111.397,115.548,119.950,123.852,127.852,132.160,136.804,137.509,137.324,134.037,130.551,127.874,123.688,119.321,115.271,112.975,111.343,110.028,107.908,104.933,103.457,102.818,102.402,102.200,102.988,103.102,101.401,100.151,98.995,98.148,97.542,97.380,97.116,96.370,95.805,96.007,96.042,96.160,97.203,100.000,103.332,107.770,108.260,107.163,107.010,107.620
"46","        Equipment",26.855,28.369,29.708,30.862,32.216,32.765,31.177,28.676,26.309,24.936,25.389,27.046,29.460,30.302,30.878,31.994,34.848,34.751,33.330,34.792,36.755,38.570,45.342,53.607,60.671,67.033,71.525,73.750,75.774,76.143,77.371,76.113,75.283,75.570,76.190,75.128,74.456,74.691,76.683,78.844,82.916,87.863,92.261,94.402,96.619,99.377,101.869,105.480,113.721,119.679,125.132,129.422,133.843,138.493,143.895,142.608,140.672,133.730,126.854,121.924,114.995,108.037,101.370,98.223,96.802,95.748,92.942,88.921,87.232,87.169,87.803,88.565,91.676,93.491,91.317,89.486,87.792,86.866,86.644,87.512,88.102,87.780,87.818,88.990,89.640,90.692,93.426,100.000,107.943,117.974,119.571,117.410,117.955,120.589
"47","        Structures",80.597,80.197,80.163,79.937,79.588,78.532,77.077,75.397,73.858,72.448,71.512,70.808,70.311,69.664,69.184,68.472,67.994,67.404,67.050,66.690,66.235,69.175,71.807,74.097,76.220,78.006,79.486,81.107,82.205,83.127,83.683,84.225,84.215,84.157,85.677,87.573,89.097,91.142,93.546,95.613,97.367,98.870,100.706,102.034,103.316,104.717,105.612,105.770,107.278,110.008,113.505,117.021,120.604,124.552,128.497,130.802,132.074,131.982,131.500,130.799,128.987,126.849,125.027,123.452,121.649,120.108,118.575,116.509,115.197,114.058,112.754,111.746,110.609,109.370,108.087,107.305,106.566,105.794,104.934,104.074,103.260,102.252,101.320,100.927,100.556,100.027,99.873,100.000,100.174,100.921,100.704,100.272,99.704,99.137
"48","        Intellectual property products",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.821,3.295,4.898,5.459,3.571,2.358,1.566,1.043,0.697,0.466,17.606,52.464,99.694,156.968,254.633,345.662,387.035,410.460,412.496,442.064,437.417,348.291,281.432,216.837,171.458,131.968,110.109,95.453,82.121,74.609,75.024,78.271,77.778,84.037,100.000,109.588,123.943,111.287,101.821,106.955,117.044
"49","      Manufacturing",8.828,9.081,9.264,9.536,9.929,10.006,9.842,9.515,9.319,9.223,9.224,9.362,9.646,9.622,9.678,10.039,10.634,10.724,10.633,10.765,11.210,12.078,13.335,13.980,14.001,14.175,14.445,14.583,14.807,14.922,15.317,15.854,16.235,16.453,16.638,16.854,16.859,16.976,17.091,17.177,17.372,17.588,17.504,17.495,17.582,17.585,17.582,17.701,17.931,18.273,18.535,18.647,18.874,20.098,21.121,21.864,22.506,22.723,22.848,23.289,23.823,24.095,24.409,26.627,28.700,30.405,31.848,33.165,34.367,35.983,38.169,40.863,43.705,47.483,51.732,56.868,62.309,66.784,69.971,72.846,76.218,79.568,83.514,87.632,89.650,91.871,95.181,100.000,105.329,109.828,113.707,117.400,120.594,123.959
"50","        Equipment",6.614,6.768,6.835,6.955,7.164,7.157,6.941,6.581,6.355,6.274,6.379,6.654,7.061,7.101,7.263,7.775,8.381,8.583,8.650,9.098,9.933,10.979,12.830,13.840,13.891,14.130,14.389,14.414,14.523,14.505,14.864,15.282,15.538,15.545,15.541,15.545,15.330,15.282,15.185,15.174,15.349,15.526,15.347,15.254,15.268,15.152,15.067,15.152,15.284,15.663,15.785,15.843,15.977,16.867,17.708,18.328,18.834,19.122,19.221,19.794,20.485,20.825,21.287,21.584,22.015,22.263,22.437,22.726,23.431,24.815,26.777,29.057,31.370,35.142,39.796,45.670,51.687,57.867,62.632,66.512,70.851,74.899,78.775,83.659,85.662,88.572,93.380,100.000,106.948,112.549,117.417,121.632,125.327,129.574
"51","        Structures",33.551,34.628,35.582,36.913,38.722,39.189,38.761,37.809,37.290,36.774,36.123,35.796,36.008,35.504,35.088,35.301,36.552,36.140,35.326,34.631,34.651,36.459,38.109,38.657,38.485,38.520,39.195,39.556,39.944,40.188,40.890,42.183,42.966,43.494,43.911,44.662,45.103,45.577,46.248,46.494,46.856,47.352,47.334,47.332,47.536,47.673,47.684,47.728,48.250,48.843,49.737,49.918,50.930,54.197,56.400,57.740,58.975,59.176,59.086,59.150,59.241,59.172,59.284,59.391,59.614,59.748,59.785,59.810,59.702,59.805,60.570,61.894,63.443,65.433,68.164,71.786,76.920,80.605,82.114,83.633,85.267,86.644,89.733,91.867,93.265,94.216,95.799,100.000,104.399,108.364,111.984,114.777,117.467,119.831
"52","        Intellectual property products",0.240,0.254,0.265,0.285,0.306,0.332,0.381,0.435,0.469,0.522,0.579,0.619,0.646,0.697,0.732,0.779,0.905,0.985,0.976,0.954,0.934,1.006,1.139,1.249,1.296,1.390,1.447,1.590,1.818,2.007,2.214,2.466,2.751,3.065,3.358,3.603,3.751,3.926,4.100,4.233,4.338,4.442,4.491,4.603,4.732,4.850,4.964,5.150,5.352,5.488,5.627,5.772,5.744,6.372,7.002,7.582,8.093,8.188,8.448,8.840,9.319,9.645,9.812,15.884,21.121,25.645,29.563,32.920,35.394,37.971,41.025,44.816,48.901,53.424,57.760,62.577,67.312,69.871,71.873,74.180,77.322,81.009,85.610,90.074,92.541,94.688,97.155,100.000,103.843,107.296,110.094,113.744,116.656,119.634
"53","      Nonfarm nonmanufacturing",7.741,8.402,9.022,9.609,10.185,10.534,10.616,10.449,10.202,10.044,10.029,10.168,10.367,10.437,10.574,10.777,10.982,10.725,10.498,10.319,10.457,10.942,11.480,12.098,12.626,13.372,13.930,14.287,14.829,15.407,16.243,16.952,17.617,18.228,18.936,19.646,20.403,21.314,22.227,23.310,24.621,25.951,27.040,28.107,29.371,30.550,31.720,33.002,34.425,35.351,35.903,36.557,37.409,38.591,40.106,41.499,43.414,45.189,46.622,48.578,50.932,53.023,55.266,57.502,59.484,60.725,61.589,62.249,63.124,63.991,64.969,66.082,67.649,69.812,72.313,75.079,77.454,79.780,81.990,84.201,86.362,88.945,91.850,94.611,96.175,97.384,98.609,100.000,101.548,103.209,105.068,107.114,109.087,111.339
"54","        Equipment",3.580,3.936,4.224,4.493,4.807,4.822,4.667,4.339,4.011,3.810,3.782,3.917,4.102,4.066,4.158,4.395,4.643,4.278,4.086,3.937,4.228,4.719,5.600,6.408,6.905,7.701,8.249,8.514,8.973,9.255,9.946,10.378,10.666,10.735,10.918,11.087,11.178,11.429,11.736,12.265,12.898,13.714,14.284,14.949,15.812,16.577,17.271,18.163,19.392,20.276,20.567,21.037,21.814,23.117,24.571,25.421,26.539,27.169,27.819,29.069,30.486,31.730,33.027,34.415,35.523,35.598,35.613,35.708,36.151,36.996,37.875,38.913,40.389,42.926,46.459,50.572,54.173,57.950,61.840,66.400,71.497,77.475,83.551,88.298,89.846,92.788,96.195,100.000,104.214,108.550,113.044,117.501,122.258,127.847
"55","        Structures",10.203,11.044,11.872,12.649,13.342,13.932,14.234,14.284,14.184,14.077,14.026,14.075,14.184,14.272,14.361,14.455,14.518,14.357,14.085,13.867,13.770,14.139,14.346,14.760,15.232,15.845,16.368,16.759,17.303,18.052,18.904,19.756,20.645,21.614,22.652,23.737,24.921,26.255,27.550,28.983,30.728,32.363,33.794,35.101,36.614,38.065,39.560,41.128,42.723,43.717,44.445,45.187,46.071,47.124,48.593,50.236,52.544,54.951,56.782,59.076,61.892,64.325,66.892,69.349,71.523,73.084,74.060,74.643,75.481,76.157,77.037,78.040,79.452,81.160,82.894,84.797,86.498,88.029,89.420,90.675,91.773,93.301,95.269,97.373,98.700,99.196,99.561,100.000,100.523,101.267,102.224,103.369,104.540,105.820
"56","        Intellectual property products",2.178,2.281,2.412,2.570,2.799,2.994,3.099,3.165,3.218,3.358,3.550,3.820,4.113,4.451,4.750,4.930,5.234,5.455,5.651,5.795,6.129,6.484,6.725,6.913,7.184,7.406,7.450,7.554,7.746,7.933,8.214,8.414,8.645,8.929,9.293,9.511,9.998,10.411,10.788,11.032,11.305,11.565,11.714,11.917,12.074,12.180,12.241,12.219,12.198,12.154,12.169,12.437,12.661,13.220,14.096,14.898,15.880,16.570,17.322,18.321,19.494,21.047,23.162,25.556,28.139,30.692,33.312,36.048,38.149,39.837,41.249,42.757,44.935,48.151,52.002,56.090,59.214,62.904,66.346,69.495,72.706,75.878,79.422,83.552,87.631,91.266,95.300,100.000,105.240,109.784,114.716,120.594,124.585,129.725
"","    By noncorporate legal form of organization:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","      Sole proprietorships",28.671,30.052,31.325,32.480,33.635,33.904,33.231,31.921,30.632,29.810,29.636,30.031,30.693,30.705,30.890,31.318,32.064,31.336,30.581,30.409,30.890,32.595,35.073,37.618,39.621,41.863,43.342,44.165,45.236,46.020,47.514,48.364,49.062,49.715,50.637,51.335,51.959,53.052,54.466,56.092,58.203,60.383,62.074,63.523,65.228,66.860,68.338,69.882,72.697,74.807,76.287,77.878,79.855,83.103,86.613,88.791,91.657,92.915,93.466,94.964,96.225,97.059,98.139,99.537,100.601,100.520,99.808,98.875,99.049,99.786,100.710,101.789,103.272,104.619,105.519,106.234,106.020,105.489,105.006,104.642,104.324,104.133,103.957,103.701,102.470,101.229,100.293,100.000,100.282,101.172,101.244,101.019,100.977,101.398
"58","        Equipment",21.824,23.569,24.972,26.254,27.766,27.872,26.694,24.639,22.605,21.361,21.210,21.966,23.138,23.113,23.356,24.274,25.818,24.678,23.452,23.509,24.807,26.867,31.897,36.963,40.570,44.749,47.484,48.770,50.373,51.006,53.187,53.768,54.149,54.346,54.586,54.355,53.925,54.321,55.396,57.054,59.623,62.776,65.002,66.937,69.255,71.430,73.530,76.153,81.465,84.705,86.298,88.136,90.907,95.861,101.067,102.223,103.524,101.735,100.217,100.606,99.980,99.029,98.327,98.741,99.036,97.473,95.272,93.389,93.527,95.399,97.401,99.544,102.707,104.810,105.767,106.207,105.076,104.051,103.391,103.665,104.389,104.883,105.062,104.119,101.071,99.448,98.767,100.000,102.404,106.029,106.649,105.909,106.831,109.128
"59","        Structures",35.556,36.650,37.819,38.846,39.625,39.971,39.746,39.237,38.762,38.286,37.982,37.904,37.971,37.864,37.859,37.713,37.557,37.044,36.532,36.096,35.825,37.297,38.304,39.403,40.401,41.423,42.168,42.723,43.467,44.379,45.445,46.499,47.422,48.397,49.836,51.280,52.669,54.338,56.114,57.908,59.918,61.642,63.207,64.516,66.015,67.493,68.764,69.887,71.591,73.347,74.988,76.595,78.312,80.756,83.404,86.246,90.141,93.266,94.994,97.084,99.371,101.065,102.883,104.653,105.908,106.381,106.184,105.375,105.239,105.051,105.144,105.412,105.632,106.081,106.426,106.822,106.789,106.278,105.693,104.903,103.970,103.343,102.997,103.026,102.530,101.544,100.672,100.000,99.421,99.239,98.898,98.554,98.265,98.099
"60","        Intellectual property products",6.597,6.925,7.322,7.810,8.472,8.987,9.232,9.353,9.468,9.857,10.376,11.140,11.952,12.842,13.613,14.119,15.085,15.799,16.452,16.861,17.942,19.032,19.799,20.403,21.143,21.755,21.846,22.129,22.648,23.162,23.928,24.488,25.044,25.692,26.478,26.900,27.881,28.551,29.036,29.052,29.126,29.152,28.754,28.548,28.443,28.306,28.128,27.593,27.111,26.397,25.773,25.773,25.518,26.251,27.897,29.496,31.488,32.782,34.525,36.968,39.530,42.686,47.222,50.774,54.486,57.753,60.946,64.490,67.837,70.832,73.572,76.441,80.985,87.370,93.861,99.495,102.215,104.094,105.782,107.298,109.717,112.177,112.681,111.714,109.222,106.286,102.983,100.000,101.972,104.949,108.730,113.229,112.179,112.653
"61","      Partnerships",8.804,9.304,9.760,10.191,10.645,10.858,10.761,10.458,10.151,9.966,9.940,10.080,10.309,10.350,10.451,10.644,10.922,10.728,10.520,10.440,10.626,11.153,11.840,12.538,13.065,13.724,14.191,14.428,14.839,15.175,15.781,16.213,16.548,16.778,17.224,17.587,17.979,18.495,19.095,19.869,20.875,21.947,22.766,23.464,24.383,25.244,26.078,26.899,28.074,28.751,29.209,29.696,30.311,31.434,33.212,34.862,37.209,39.248,40.658,42.933,45.802,48.188,50.670,53.511,55.931,57.007,57.408,57.281,57.726,58.223,58.999,59.959,61.167,63.159,65.839,69.156,72.139,74.856,77.223,79.810,82.714,86.234,90.357,94.032,95.479,96.742,98.084,100.000,102.414,105.252,107.737,110.207,112.871,115.968
