"Table 4.2. Chain-Type Quantity Indexes for Net Stock of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Index numbers, 2012=100]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"62","        Equipment",4.440,4.784,5.070,5.333,5.647,5.707,5.516,5.143,4.795,4.593,4.593,4.790,5.082,5.101,5.219,5.503,5.891,5.662,5.472,5.479,5.837,6.306,7.358,8.370,9.050,9.936,10.569,10.797,11.249,11.470,12.073,12.379,12.566,12.538,12.744,12.797,12.787,12.948,13.251,13.805,14.531,15.526,16.227,16.877,17.730,18.529,19.167,19.686,20.558,21.028,21.206,21.330,21.765,22.717,23.964,24.609,25.553,25.899,25.960,26.740,27.686,28.429,29.208,30.294,31.171,30.816,30.218,29.543,29.496,29.937,30.615,31.556,32.834,35.184,38.766,43.542,48.086,52.478,56.912,62.255,68.530,75.710,83.033,88.166,89.245,92.213,95.482,100.000,105.234,111.007,115.176,118.620,122.711,127.714
"63","        Structures",13.521,14.172,14.786,15.361,15.889,16.219,16.231,16.071,15.876,15.686,15.545,15.480,15.491,15.429,15.375,15.354,15.345,15.139,14.881,14.669,14.558,15.050,15.326,15.681,15.979,16.340,16.630,16.851,17.169,17.586,18.127,18.648,19.091,19.535,20.164,20.848,21.604,22.468,23.381,24.438,25.813,27.053,28.114,28.939,30.028,31.073,32.231,33.480,35.108,36.100,36.906,37.763,38.630,39.957,42.254,44.827,48.464,52.089,54.718,58.340,62.927,66.710,70.546,74.242,77.320,78.853,79.311,78.888,79.163,79.256,79.705,80.288,81.060,82.251,83.658,85.281,86.690,87.873,88.626,89.440,90.369,92.053,94.531,97.458,98.780,99.061,99.351,100.000,100.882,102.295,103.824,105.470,107.383,109.469
"64","        Intellectual property products",1.685,1.766,1.877,2.018,2.226,2.408,2.505,2.565,2.603,2.732,2.908,3.152,3.410,3.722,3.998,4.143,4.418,4.601,4.698,4.762,5.010,5.354,5.644,5.862,6.136,6.364,6.405,6.524,6.742,6.923,7.209,7.408,7.619,7.876,8.204,8.351,8.704,8.937,9.086,9.094,9.084,9.028,8.866,8.798,8.723,8.605,8.449,8.245,8.065,7.860,7.674,7.685,7.581,7.780,8.200,8.581,9.103,9.305,9.617,10.239,11.035,11.951,13.268,16.745,20.084,23.273,26.323,29.045,31.368,33.265,35.159,37.120,39.257,42.614,47.026,52.396,57.180,61.717,65.684,69.363,73.700,78.125,83.779,88.319,91.423,94.144,96.908,100.000,104.886,109.597,114.150,119.592,123.799,129.169
"65","      Nonprofit institutions",5.797,6.280,6.778,7.251,7.700,8.145,8.462,8.571,8.519,8.467,8.444,8.488,8.560,8.644,8.727,8.828,8.932,8.833,8.712,8.578,8.592,8.768,8.919,9.209,9.602,10.158,10.683,11.133,11.633,12.270,12.939,13.635,14.382,15.213,16.094,17.037,18.073,19.247,20.377,21.607,23.014,24.398,25.667,26.879,28.202,29.463,30.734,32.252,33.646,34.723,35.472,36.256,37.164,38.047,38.833,39.502,40.151,40.999,41.977,43.015,43.991,45.070,46.420,47.840,49.360,50.928,52.453,53.959,55.154,56.236,57.309,58.506,60.442,62.971,65.510,68.249,70.911,73.810,76.724,79.490,81.917,84.495,87.227,90.269,92.949,95.162,97.556,100.000,102.271,104.229,106.456,108.861,110.930,113.162
"66","        Equipment",0.073,0.084,0.098,0.114,0.131,0.156,0.170,0.169,0.174,0.186,0.205,0.241,0.283,0.310,0.354,0.402,0.452,0.403,0.440,0.405,0.528,0.610,0.721,0.848,0.955,1.140,1.313,1.470,1.648,1.783,1.957,2.141,2.302,2.466,2.638,2.792,2.969,3.168,3.366,3.618,3.897,4.171,4.466,4.718,5.053,5.361,5.689,6.549,7.526,8.646,9.403,10.241,10.995,11.692,12.245,12.676,13.081,13.411,13.951,14.587,15.058,15.640,16.425,17.324,18.387,19.442,20.569,21.473,22.042,22.602,23.220,23.893,25.261,28.348,31.765,35.647,39.546,44.130,48.807,53.654,58.275,63.516,68.975,75.677,80.653,86.022,92.897,100.000,107.079,113.522,120.557,127.417,134.140,141.780
"67","        Structures",9.132,9.893,10.675,11.415,12.113,12.791,13.272,13.435,13.331,13.218,13.142,13.155,13.206,13.292,13.359,13.450,13.550,13.431,13.182,12.984,12.875,13.072,13.221,13.577,14.103,14.819,15.499,16.076,16.710,17.588,18.485,19.414,20.430,21.568,22.771,24.089,25.515,27.122,28.646,30.277,32.156,33.993,35.628,37.215,38.937,40.592,42.259,43.975,45.460,46.385,47.004,47.609,48.448,49.254,49.986,50.630,51.249,52.233,53.310,54.431,55.534,56.674,58.086,59.450,60.849,62.337,63.710,65.116,66.391,67.540,68.696,69.963,71.914,74.023,76.085,78.331,80.553,82.817,85.104,87.206,89.050,91.004,93.135,95.164,96.987,98.127,99.084,100.000,100.893,101.715,102.754,103.995,105.011,106.060
"68","        Intellectual property products",0.497,0.516,0.533,0.549,0.577,0.613,0.653,0.696,0.733,0.765,0.806,0.848,0.899,0.963,1.021,1.077,1.124,1.172,1.241,1.312,1.353,1.370,1.355,1.347,1.370,1.403,1.429,1.467,1.533,1.615,1.700,1.809,1.978,2.192,2.430,2.668,2.990,3.420,3.930,4.481,5.102,5.782,6.511,7.208,7.783,8.313,8.808,9.329,9.789,10.276,10.841,11.498,12.233,13.256,14.382,15.391,16.450,17.323,18.118,18.901,19.791,21.137,22.743,25.030,27.530,29.958,32.486,35.348,37.014,38.447,39.545,41.023,43.331,45.954,48.485,50.829,52.737,55.519,58.372,61.118,63.220,65.356,67.753,73.047,79.489,85.386,92.246,100.000,106.153,110.585,115.469,121.366,125.648,130.465
"69","      Households",4.706,4.904,5.095,5.358,5.685,5.977,6.114,6.106,6.033,6.006,5.986,5.979,6.044,6.024,6.066,6.148,6.180,6.000,6.014,5.801,5.984,6.612,6.608,6.842,7.055,7.567,8.011,8.088,8.557,9.027,9.926,10.542,10.903,10.904,11.618,12.067,12.572,12.963,13.280,13.887,14.978,16.276,17.373,18.337,19.865,21.158,22.452,23.405,24.527,24.495,24.286,24.120,23.847,23.689,25.668,27.140,29.317,32.182,34.577,38.384,43.838,48.086,51.817,55.824,59.299,62.903,64.453,64.051,64.092,64.499,65.161,66.295,67.842,70.342,73.277,75.857,77.384,80.734,81.429,82.942,83.901,86.302,89.910,94.129,95.858,97.193,97.932,100.000,102.703,105.853,110.071,115.534,122.303,128.998
"70","        Equipment",0.743,0.781,0.877,0.974,1.057,1.215,1.320,1.334,1.396,1.505,1.642,1.899,2.350,2.520,2.985,3.324,3.679,3.270,3.842,3.393,4.388,6.848,7.257,8.266,9.336,11.263,12.914,13.009,14.968,16.243,18.693,20.294,21.013,20.242,22.057,22.822,23.197,22.751,22.582,23.740,24.779,27.200,29.270,31.671,35.133,38.194,40.084,40.881,40.612,39.082,37.008,34.429,32.370,30.456,31.488,30.908,31.020,32.189,32.639,34.896,39.520,41.946,42.774,45.327,47.555,48.571,48.039,44.680,42.895,42.626,41.303,40.822,41.970,41.526,43.319,44.574,46.594,55.294,57.226,61.715,67.354,71.659,77.439,83.630,84.658,91.137,92.128,100.000,113.384,123.069,133.443,147.017,158.747,170.513
"71","        Structures",6.304,6.567,6.800,7.129,7.556,7.905,8.056,8.039,7.910,7.829,7.747,7.640,7.565,7.478,7.368,7.361,7.287,7.175,7.000,6.855,6.780,6.834,6.709,6.730,6.694,6.783,6.880,6.955,7.010,7.257,7.722,8.071,8.339,8.576,8.986,9.360,9.936,10.608,11.090,11.560,12.710,13.732,14.590,15.183,16.226,17.081,18.237,19.222,20.638,20.930,21.132,21.505,21.626,21.844,23.980,25.834,28.380,31.524,34.255,38.288,43.795,48.307,52.516,56.721,60.362,64.384,66.299,66.468,66.852,67.375,68.385,69.790,71.384,74.239,77.251,80.038,81.526,83.895,84.399,85.472,85.825,88.009,91.368,95.352,97.130,97.882,98.615,100.000,101.521,103.996,107.603,112.247,118.539,124.728
"72","        Intellectual property products",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.989,14.348,12.669,9.505,29.645,31.986,38.824,46.044,49.069,55.960,66.054,70.923,81.818,79.360,100.000,130.393,145.397,159.071,183.213,197.198,217.008
"73","      Tax-exempt cooperatives",0.013,0.014,0.014,0.016,0.017,0.018,0.017,0.015,0.014,0.013,0.939,1.993,3.185,4.158,5.239,6.459,7.563,7.791,7.765,7.993,8.797,10.348,12.594,14.926,16.497,18.101,19.510,20.646,22.007,23.155,24.359,25.322,26.072,26.627,27.291,28.372,29.346,30.418,31.507,32.373,33.468,34.810,36.180,37.578,38.972,40.531,41.944,43.414,44.990,46.526,48.753,51.018,53.901,54.773,57.284,58.053,59.104,58.694,57.731,56.934,59.296,60.361,60.247,60.086,59.802,60.312,60.555,60.900,61.578,61.868,62.476,63.367,64.306,65.516,67.307,70.788,74.908,77.860,80.722,82.678,84.829,87.730,91.971,95.099,97.738,99.252,99.958,100.000,99.244,98.824,98.549,98.494,98.728,99.187
"74","        Equipment",0.021,0.023,0.024,0.026,0.029,0.030,0.029,0.026,0.023,0.021,1.124,2.237,3.273,3.864,4.578,5.402,6.144,5.807,5.494,5.542,6.285,7.527,9.355,10.951,11.687,12.795,13.642,14.266,14.959,15.488,16.413,16.824,16.935,16.727,16.771,17.418,17.966,18.665,19.444,19.765,20.371,21.443,22.210,23.083,23.904,24.917,25.724,26.720,27.937,29.453,31.045,32.754,35.098,35.489,37.707,37.918,38.440,37.557,36.278,35.234,38.341,39.724,39.394,39.373,38.918,39.403,39.306,39.774,40.673,41.381,42.132,43.010,44.135,45.561,48.101,52.210,56.969,61.940,66.589,70.368,74.956,80.875,87.912,92.739,95.431,97.650,99.230,100.000,100.144,100.750,101.089,101.660,101.993,102.841
"75","        Structures",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.560,1.366,2.534,3.779,5.106,6.579,7.916,8.784,9.125,9.544,10.272,11.915,14.267,17.089,19.413,21.323,23.135,24.646,26.531,28.183,29.506,30.942,32.304,33.663,34.947,36.356,37.649,38.980,40.244,41.574,43.033,44.473,46.298,48.059,49.870,51.799,53.665,55.454,57.249,58.756,61.422,64.036,67.257,68.475,71.143,72.321,73.741,73.690,72.973,72.354,73.949,74.653,74.699,74.413,74.206,74.593,74.980,75.093,75.459,75.337,75.722,76.501,77.143,78.098,79.289,82.275,86.033,87.924,89.935,91.035,91.998,93.480,96.485,98.648,100.872,101.556,101.172,100.000,98.847,97.969,97.448,97.100,96.371,95.797
"76","        Intellectual property products",0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.115,0.214,0.291,0.375,0.418,0.451,0.523,0.561,0.552,0.540,0.542,0.592,0.667,0.745,0.803,0.962,1.239,1.588,1.921,2.178,2.345,2.433,2.465,2.354,2.272,2.331,2.517,2.573,2.732,2.851,3.034,3.333,3.495,3.731,3.919,4.174,4.289,4.513,4.798,5.092,5.391,5.951,6.297,6.550,6.928,7.160,7.556,7.867,8.117,8.446,10.315,11.468,11.598,11.828,12.544,14.192,15.665,17.254,18.919,20.166,21.686,23.350,25.693,27.374,29.208,31.649,32.799,31.825,30.407,29.024,28.861,28.984,29.960,36.414,47.944,60.876,78.123,100.000,98.962,98.562,97.784,98.502,123.606,148.152
