Table 4.4. Current-Cost Depreciation of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Billions of dollars] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last Revised on: August 8, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line,,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
27,        Structures,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.7,0.8,0.7,0.7,0.9,0.9,1,1,1,1.1,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.6,1.8,1.9,2.2,2.4,2.7,3,3.4,3.7,4.3,4.9,5.2,5.6,6.3,7.2,8.3,9.3,10.1,10.6,11.1,11.6,12.1,12.6,13.2,13.7,14.3,14.6,14.8,15.4,16,16.9,17.5,18.4,19.4,20.3,21.2,22.1,22.8,23,23.9,25.6,27,28.4,29.8,30.3,29.3,29.7,30.3,31,32.1,32.8,33,33.7,35.2
28,        Intellectual property products,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.9,1,1.2,1.4,1.6,1.9,2.2,2.5,2.8,3.1,3.5,3.8,4.1,4.5,4.9,5.4,6,6.8,7.7,8.7,9.6,10.4,11.7,13.7,15.4,16.7,18.2,20,22.5,25.9,29.7,33.2,36,39.4,43,46.4,49.7,53.7,56.8,60.2,64.2,67.3,70.1,73.6,80.5,86.9,96.2,104.8,113.9,124.3,130.2,132.1,132.9,135.4,141.2,148.9,159.1,171.2,174.7,179.3,187.3,195.6,202.6,212.1,222.2,225.4,239.8,254.8
29,      Nonfarm nonmanufacturing,3.5,3.7,3.8,3.8,3.9,3.8,3.6,3.2,3,3,3,3,3.3,3.4,3.4,3.5,3.8,4.2,4.3,4.4,4.5,5.2,6.3,7.3,7.9,8.5,9.7,10.3,11,11.6,12.3,13.8,15.2,16.3,17.1,17.5,18.2,18.9,19.9,21,22.7,24.8,27.2,30.1,33.6,37.4,41.1,44.9,50.6,59.6,70.5,77.8,87.8,100.4,116.5,134.8,157.1,176.3,185.1,197.4,214.1,229.4,243.5,263.4,283.8,303.1,319.9,328.6,345.7,368.5,397.7,421.7,451.2,482.9,523.9,578.1,618.8,641.7,658.3,693.1,750.6,814.5,867.1,914,915.4,919.6,960.8,1014.7,1060.6,1122.8,1174.3,1207.4,1263,1333.6
30,        Equipment,1.8,2,2,2.1,2.1,2,1.9,1.7,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.9,2.1,2,2.1,2.1,2.4,3.1,3.7,4.1,4.6,5.2,5.6,6,6.4,6.8,7.6,8.5,9.4,9.9,10.1,10.5,11,11.7,12.5,13.5,14.9,16.5,18.4,20.7,23,25.3,27.7,30.9,36.3,43.4,48.3,54.5,62.7,72.9,85.4,97.6,108.2,115.1,122.7,132.6,142.8,152.9,163.9,175.1,184.2,190.5,194.9,202.3,215.8,233.7,248.1,263.5,277.6,297.2,323,337.5,341.6,341.8,352.9,372.3,394.1,417.7,432,429.4,426.5,443.1,465.1,487.9,510.4,532.3,549.6,570.1,598.3
31,        Structures,1.6,1.6,1.6,1.6,1.7,1.6,1.6,1.4,1.4,1.4,1.4,1.4,1.6,1.5,1.5,1.6,1.7,1.8,2,2,2.1,2.3,2.7,3.1,3.2,3.4,3.8,4,4.3,4.4,4.6,5.2,5.6,5.7,6,6.1,6.2,6.4,6.5,6.7,7,7.5,7.9,8.6,9.3,10.2,11.2,12.3,14.3,17.3,20.3,22,24.9,28.2,32.6,36.7,44.6,50.8,49.7,51.1,54,55.5,55.3,59.6,63.3,66.9,70.1,70.4,73.2,76.6,81.3,84.9,90.8,97.8,101.4,107.4,117.9,127.3,134.4,147.6,172.7,200.3,215.9,234.2,230,230.4,241.5,257.8,264.4,285.8,296,293,301.9,313.2
32,        Intellectual property products,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1,1.1,1.2,1.2,1.3,1.5,1.6,1.7,1.9,2.1,2.4,2.7,3.2,3.6,4.1,4.6,4.9,5.4,6,6.8,7.5,8.4,9.6,11,12.7,14.8,17.3,20.3,23.7,27.4,31.1,35.3,39.9,45.5,52,59.3,63.4,70.1,76,82.8,88.7,96.9,107.4,125.3,147.7,163.3,172.8,182,192.6,205.6,220.1,233.5,247.8,256,262.7,276.2,291.9,308.3,326.6,346,364.9,391,422.1
,    By corporate financial and nonfinancial:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,      Financial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.3,1.5,1.7,1.9,2.3,2.6,2.9,3.3,3.8,4.7,5.9,6.8,8,9.2,11,13.3,15.9,18.7,21.3,24.3,27.9,32,36.6,41.7,47,52.1,56.1,58.1,61.3,65.2,69.6,72.2,75.4,80.9,90.6,101.2,107.1,111.7,116.4,123.3,131,137.7,144.9,151.6,153.1,151.4,155.3,161.9,170.5,178.3,186.8,197.3,208.4,221.1
34,        Equipment,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.9,1,1.2,1.4,1.6,1.7,1.9,2.3,2.8,3.4,4,4.8,5.7,6.9,8.5,10.2,12.2,13.8,15.7,18.1,20.9,23.9,27.3,30.6,33.3,34.8,35.5,36.6,39.4,42.7,44.9,47.3,50.6,55.8,61.1,63.1,64.3,65.8,68.9,72.4,75.3,78.5,79.7,76.8,74.4,75.6,77.7,81.5,85.5,89.9,94.5,98.5,102.7
35,        Structures,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.9,1.1,1.3,1.4,1.5,1.8,2.1,2.5,2.9,3.3,3.7,4.1,4.6,5.1,5.7,6.3,6.9,7.6,8.1,8.4,8.9,9.5,10.1,10.6,11.3,12.2,13.1,13.9,14.7,15.3,15.8,16.9,18.7,20.6,22,23.3,23.8,23.1,23.3,23.7,23.8,24.3,24.7,25.2,25.8,27
36,        Intellectual property products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.8,1.1,1.4,1.7,1.8,2.1,2.4,2.8,3.3,3.8,4.5,5.3,6,6.9,8.1,9.5,11.2,13.2,14.2,15.8,16.4,16.8,16.7,16.8,18.1,21.7,26.2,29.3,32.1,34.8,37.5,39.9,41.9,44.4,48.6,52.4,54,56.4,60.5,65.1,68.5,72.1,77.6,84,91.4
37,      Nonfinancial,4.5,4.7,4.8,4.9,5,4.9,4.5,4.1,3.8,3.9,4,4.1,4.5,4.6,4.6,4.8,5.3,6.1,6.3,6.5,6.7,7.7,9.4,11.1,12,12.8,14.6,15.5,16.7,17.7,18.8,21.3,23.7,25.4,26.6,27.5,28.5,29.7,31.2,33.1,35.7,39.2,43.2,47.9,53.2,59,64.5,69.9,77.9,91.1,107.4,117.9,132.2,149.8,172.1,198.4,228.7,253.5,264.2,278.6,298.6,317.4,334.1,356.7,378.7,401.1,422,434.6,454.1,480.5,518.9,552.1,592.4,631.7,676.5,734.7,778.4,799.7,812.6,845.8,906.6,976.7,1038.9,1099.9,1105.8,1114.8,1164.4,1225.7,1274.5,1343.8,1400.1,1427.2,1489.2,1568.2
38,        Equipment,2.5,2.7,2.8,2.8,2.8,2.7,2.5,2.3,2.1,2.1,2.1,2.2,2.4,2.5,2.5,2.6,2.9,3.3,3.2,3.4,3.4,4.1,5.1,6.1,6.8,7.4,8.5,9.1,9.7,10.3,10.9,12.3,13.8,15,15.6,15.8,16.3,16.9,17.8,18.9,20.5,22.6,25.2,27.9,30.9,34.2,37.2,40.2,44.3,51.7,62.3,69.3,78.2,89.2,102.7,119.6,135.7,148.5,155,161.8,172.2,183.3,193.5,204.5,215.5,226.2,234.7,241.1,249.7,263.9,284.1,301.1,317.9,332.2,350,373.8,388.4,391.7,390.4,400.1,419.6,442.1,467.6,487.9,490.3,489.3,508.5,533.2,556.1,578.6,598.7,612.4,631.1,659.8
39,        Structures,1.8,1.8,1.8,1.9,1.9,1.9,1.8,1.6,1.6,1.6,1.6,1.6,1.8,1.8,1.8,1.8,1.9,2.2,2.3,2.3,2.4,2.7,3.3,3.8,3.8,4,4.5,4.8,5,5.2,5.5,6.1,6.6,6.7,7,7.1,7.2,7.4,7.6,7.8,8.3,8.9,9.4,10.2,11.2,12.3,13.5,14.8,17.2,20.6,24,25.9,29.1,32.8,37.9,42.6,51.2,57.7,56.8,58.3,61.2,62.7,62.5,66.7,70.3,73.8,76.9,77,79.9,83.4,88.3,92.2,98.2,105.4,108.9,115,125.8,135.3,142.2,155.2,180.2,207.5,223,241.6,237.2,237.4,248.8,265.4,272.6,294.8,305.3,302.2,311.2,322.9
40,        Intellectual property products,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.2,2.4,2.8,3.3,3.7,4.1,4.5,4.9,5.3,5.8,6.3,6.9,7.7,8.6,9.8,11.1,12.5,13.7,14.8,16.4,18.8,21.1,22.7,24.9,27.7,31.5,36.3,41.8,47.2,52.4,58.5,65.1,71.5,78.1,85.6,92.8,101,110.4,116.5,124.5,133.2,146.5,158.9,176.3,194.2,217.6,245.8,264.2,272.7,280.1,290.5,306.9,327.1,348.2,370.4,378.3,388.1,407.1,427,445.8,470.3,496.1,512.7,546.9,585.5
41,  Noncorporate,1.8,2,2.1,2.2,2.3,2.3,2.1,1.9,1.7,1.7,1.7,1.7,1.9,2,2,2.1,2.3,2.6,2.6,2.7,2.8,3.2,4.1,4.9,5.5,6,7,7.4,7.7,8,8.3,9.1,9.7,10.2,10.5,10.5,10.7,10.9,11.3,11.8,12.6,13.5,14.5,15.6,16.9,18.3,19.9,21.4,23.5,27,31.3,33.9,37.3,41.8,47.9,55,62.6,69,71.1,73.6,77.2,81.2,85.3,91.4,98.1,103.7,107.9,110.4,114.1,118.7,124.9,129.2,135.1,143.1,153.6,166.5,177.6,186.9,196.1,208.7,226.6,245.4,263.4,281.1,288.6,292.3,304.6,319.2,333.8,351.5,366.1,376.1,390,409.6
42,    Equipment,1.2,1.4,1.5,1.6,1.6,1.6,1.5,1.3,1.2,1.2,1.1,1.2,1.3,1.4,1.3,1.4,1.6,1.8,1.7,1.7,1.8,2,2.6,3.3,3.9,4.3,5,5.3,5.6,5.8,6,6.5,6.9,7.4,7.5,7.4,7.4,7.5,7.7,7.9,8.4,9,9.7,10.3,11,11.9,12.8,13.7,14.9,17.2,20.2,22.2,24.5,27.4,31.2,35.8,39.9,43.2,44.3,45.3,46.9,48.9,51,53.7,56.7,58.8,59.9,60.6,61.4,63.3,66,67.8,69.8,72.6,76.7,81.9,86.5,90.7,94.7,100.2,107.7,115.1,123.7,131.7,135.7,138,143.9,150.6,157.4,164.9,171.4,175.2,179.2,187.3
43,    Structures,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.9,1.1,1.3,1.3,1.3,1.5,1.6,1.6,1.7,1.7,2,2.1,2.1,2.2,2.3,2.3,2.5,2.6,2.8,3,3.3,3.5,3.8,4.2,4.6,5.2,5.8,6.5,7.5,8.5,9,9.9,11.3,13,14.9,17.7,20.2,20.7,21.6,22.9,24.1,25.2,27,28.7,30.1,31,31.1,32.1,33.4,35,36.1,37.8,40.1,42.3,44.8,47.9,50.3,52.7,57,63.8,71.4,76.8,81.6,81.5,79.9,82,85,87.4,92.1,94.9,96.5,100.1,105.1
44,    Intellectual property products,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1,1,1.1,1.2,1.3,1.4,1.5,1.6,1.8,1.9,2,2.2,2.4,2.6,2.7,2.9,3.2,3.6,4.3,5,5.6,6.2,6.7,7.4,8.1,9.1,10.8,12.8,14.8,17,18.7,20.6,22,23.9,25.3,27.4,30.3,34.7,39.7,43.2,45.8,48.7,51.5,55.1,58.8,62.9,67.9,71.4,74.4,78.7,83.6,88.9,94.5,99.7,104.4,110.6,117.3
,    By noncorporate industry group:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,      Farms,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.9,1,1.2,1.5,1.8,2,2.3,2.5,2.5,2.6,2.6,2.7,2.8,3,3,3,3,3,3.1,3.2,3.4,3.7,4,4.2,4.5,4.8,5.1,5.5,6,7,8.3,9.3,10.4,11.6,13.2,15.1,16.6,17.5,17.4,17.1,16.6,16.3,15.9,15.8,16,16.3,16.5,16.5,16.4,16.7,17.3,17.7,18.2,18.8,19.1,19,18.9,18.8,19,19.6,20.6,21.4,21.9,22.8,23.2,23.2,24.2,25.7,27.7,30.4,32.2,32.5,33,34.1
46,        Equipment,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.6,0.7,0.7,0.7,0.9,1.2,1.4,1.6,1.9,2,2.1,2.2,2.2,2.3,2.3,2.5,2.6,2.5,2.5,2.5,2.6,2.7,2.8,3.1,3.3,3.5,3.7,4,4.2,4.5,4.9,5.8,7,7.8,8.8,9.8,11.1,12.7,14,14.8,14.5,14.1,13.6,13.3,12.8,12.6,12.7,13,13.2,13.1,13,13.2,13.6,14,14.4,14.9,15.1,14.9,14.7,14.6,14.6,15,15.7,16.1,16.5,17.3,17.9,18.2,19.1,20.5,22.3,24.7,26.2,26.4,26.5,27.3
47,        Structures,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.9,1,1,1.2,1.3,1.4,1.6,1.8,2,2.3,2.6,2.8,2.8,2.9,3,3,3.1,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.5,4.9,5.2,5.4,5.5,5.3,5,5,5.1,5.4,5.7,5.9,6.1,6.4,6.7
48,        Intellectual property products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,      Manufacturing,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1,1.1,1.2,1.4,1.6,1.8,2,2,2.1,2.2,2.4,2.5,2.9,3.5,4,4.5,4.9,5.3,5.7,6.4,7,7.7,8.6,9.7,11,12.1,13,13.7,14.4,15.3,16.4,17.5,18.9,19.5,19.9,20.8,22,23.3,24.7,25.9,26.6,27.9,29.4
50,        Equipment,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1,1.1,1.2,1.2,1.2,1.3,1.4,1.5,1.5,1.6,1.7,1.8,1.8,1.9,2,2.2,2.4,2.7,2.9,3.3,3.7,4.2,4.7,5.1,5.6,6,6.5,7,7.6,7.9,8.1,8.6,9.3,10,10.6,11.1,11.4,11.8,12.4
51,        Structures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1,1,1.1,1.2,1.2,1.2,1.3,1.4,1.5,1.6,1.6,1.7,1.8
52,        Intellectual property products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,1,1.5,2,2.4,2.7,3,3.3,3.7,4.1,4.6,5.2,5.8,6.6,7.2,7.6,7.8,8,8.4,8.9,9.5,10.2,10.4,10.6,11,11.5,12,12.7,13.3,13.5,14.4,15.2
53,      Nonfarm nonmanufacturing,1.2,1.3,1.4,1.4,1.5,1.5,1.4,1.2,1.1,1.1,1.1,1.1,1.3,1.3,1.3,1.4,1.5,1.7,1.7,1.7,1.7,2,2.7,3.2,3.5,3.8,4.4,4.6,4.8,5,5.3,5.9,6.4,6.8,7,7.1,7.2,7.4,7.7,8.1,8.6,9.3,10,10.8,11.8,12.9,14.1,15.3,16.8,19.2,22,23.6,25.9,29,33.3,38.3,44.2,49.5,51.7,54.4,58.3,62.5,66.9,72.8,78.6,83.4,86.8,89,92.4,96.3,101.2,104.5,109.1,115.6,124.9,136.5,146.6,155,163.4,174.7,190.7,207.6,223.9,239.4,245.9,249.2,259.6,271.5,282.8,296.4,308,317,329.1,346.1
54,        Equipment,0.8,0.9,0.9,1,1,1,0.9,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,1.1,1,1,1,1.2,1.5,1.9,2.2,2.5,2.9,3.1,3.2,3.4,3.6,3.9,4.3,4.6,4.6,4.6,4.6,4.7,4.8,5,5.2,5.6,6,6.4,6.9,7.5,8.1,8.7,9.5,10.9,12.7,13.7,15.1,16.8,19.2,22,24.9,27.3,28.5,29.9,31.9,34.3,36.8,39.6,42.3,44.1,45,45.7,46.6,48.1,50.2,51.4,52.7,54.7,58.3,63.3,67.6,71.4,74.9,79.6,86,92.6,100.2,106.8,109.9,111.7,116.1,120.8,125.2,129.7,134.2,137.4,140.8,147.5
55,        Structures,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.8,0.9,0.9,0.9,1.1,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.6,1.7,1.8,1.9,2,2.2,2.3,2.6,2.8,3,3.4,3.7,4.2,4.7,5.3,6.2,7,7.4,8.2,9.3,10.8,12.4,14.8,17.1,17.5,18.4,19.6,20.8,21.7,23.5,25.1,26.4,27.3,27.4,28.4,29.5,31,32.1,33.7,35.9,37.8,40.2,43.1,45.4,47.7,51.6,58.1,65.2,70.4,74.9,75,73.7,75.8,78.6,80.7,85,87.4,88.8,92,96.6
56,        Intellectual property products,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1,1.1,1.2,1.3,1.4,1.5,1.7,1.8,1.9,2,2.2,2.3,2.5,2.6,2.9,3.3,3.9,4.6,5.1,5.6,6.1,6.8,7.4,8.4,9.8,11.2,12.8,14.6,16,17.5,18.6,20,21.1,22.7,25,28.8,33,35.9,38.2,40.8,43.5,46.6,49.9,53.4,57.6,61,63.8,67.7,72.1,76.9,81.8,86.4,90.8,96.2,102
,    By noncorporate legal form of organization:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,      Sole proprietorships,1.1,1.2,1.3,1.4,1.4,1.4,1.3,1.1,1,1,1,1,1.1,1.1,1.1,1.2,1.3,1.5,1.4,1.5,1.5,1.7,2.2,2.7,3.1,3.4,3.9,4.1,4.3,4.4,4.6,4.9,5.2,5.5,5.6,5.6,5.6,5.7,5.8,6,6.3,6.7,7.2,7.7,8.2,8.8,9.5,10.1,11,12.7,14.7,15.9,17.6,19.8,22.8,26.1,29.6,32.3,32.8,33.3,34.3,35.4,36.4,38.2,39.9,41.1,41.7,41.7,42.4,43.9,46,47.5,49.3,51.3,53.3,55.3,56.3,56.5,56.8,58.2,61.1,63.9,65.8,67.2,65.7,63.6,63.6,64.1,64.9,67.3,68.9,69.1,70.1,72.1
58,        Equipment,0.8,1,1,1.1,1.1,1.1,1,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1.1,1.1,1.1,1.1,1.2,1.6,2,2.4,2.7,3.1,3.3,3.4,3.5,3.6,3.9,4.1,4.4,4.5,4.4,4.4,4.4,4.5,4.6,4.8,5.1,5.5,5.8,6.2,6.6,7.1,7.5,8.2,9.5,11.1,12.1,13.5,15.1,17.3,19.8,22,23.6,23.9,24.1,24.5,25.1,25.7,26.5,27.6,28.1,28.2,28.2,28.3,29.2,30.6,31.6,32.5,33.2,33.8,34.3,34.2,33.7,33.3,33.6,34.4,35,35.5,35.9,35.4,34.3,34.3,34.6,35.1,36.2,36.9,36.7,36.7,37.7
59,        Structures,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.2,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.4,2.8,3,3.3,3.8,4.4,5,6.1,7.1,7.1,7.3,7.6,7.8,7.9,8.4,8.8,9.1,9.3,9.2,9.4,9.7,10.1,10.3,10.7,11.3,11.7,12.2,12.9,13.4,13.9,14.8,16.5,18.3,19.3,20.1,19.6,18.9,19.2,19.7,20,21,21.4,21.5,22,22.7
60,        Intellectual property products,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1.1,1.2,1.5,1.6,1.8,2,2.2,2.5,2.8,3.2,3.6,3.9,4.2,4.4,4.7,5,5.4,5.7,6.1,6.8,7.8,8.8,9.2,9.4,9.6,9.8,10.2,10.6,11,11.1,10.8,10.4,10.1,9.8,9.8,10.1,10.5,10.9,11.3,11.6
61,      Partnerships,0.5,0.6,0.6,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.9,1,1.3,1.5,1.7,1.8,2.1,2.2,2.3,2.4,2.5,2.7,2.9,3.1,3.1,3.2,3.2,3.3,3.4,3.5,3.8,4,4.3,4.7,5.1,5.5,5.9,6.3,6.8,7.7,8.8,9.4,10.2,11.4,13.1,15.1,17.6,19.9,20.5,21.4,22.9,24.5,26.1,28.6,31.3,33.4,34.8,35.3,36.3,37.8,39.9,41.5,43.7,46.7,51.3,57.6,63.5,68.5,73.1,79.2,87.9,97.6,107.1,115.9,118.7,120,124.7,130.3,136.4,144.5,150.9,155.1,161.9,170.6
