"Table 4.7. Investment in Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: October 11, 2018"
"Line","","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"18","    Equipment",0.6,0.6,0.7,0.6,0.8,1.0,1.2,0.6,0.8,1.0,0.9,1.3,1.5,1.1,1.2,1.9,2.9,3.7,3.8,4.2,3.1,3.2,4.4,3.1,3.9,3.4,3.0,3.2,3.6,2.9,2.0,1.3,1.3,1.7,2.0,2.6,3.3,2.4,2.7,3.5,4.2,3.3,3.0,3.8,5.3,7.2,10.2,11.1,9.8,10.8,12.9,13.4,14.6,14.1,15.7,18.6,20.8,17.7,19.9,21.6,21.1,23.6,25.3,28.9,34.9,40.9,41.5,45.9,51.1,51.2,52.9,60.8,73.7,83.0,84.5,96.1,119.0,144.7,168.0,177.5,196.8,192.2,202.0,239.2,250.8,255.2,256.7,278.9,300.5,305.3,297.6,317.9,358.2,402.8,450.6,484.1,518.3,555.4,598.5,634.7,577.6,518.7,523.6,566.9,628.1,685.8,709.7,671.0,512.6,618.0,707.9,787.1,813.2,864.9,887.8,860.1,902.0
"19","    Structures",1.0,1.3,1.5,1.3,1.3,1.5,1.7,1.5,1.7,2.0,1.8,1.8,1.9,1.5,1.2,1.6,1.8,1.8,2.1,3.3,2.3,2.5,3.2,3.3,3.2,3.8,3.7,3.7,4.1,3.4,2.0,1.1,0.9,1.0,1.2,1.5,2.1,1.6,1.7,2.0,2.5,1.8,1.5,2.0,2.8,4.7,5.4,6.6,6.3,6.8,8.7,9.2,10.2,10.0,10.8,13.5,14.0,12.4,12.4,13.5,13.4,13.8,13.8,15.7,18.8,21.2,21.8,23.6,26.2,27.8,29.0,32.4,37.7,44.2,44.7,47.3,53.0,67.1,83.4,97.6,116.5,121.8,106.1,124.8,138.9,122.4,119.2,122.6,132.6,153.0,136.0,126.8,129.8,136.4,156.0,173.0,187.8,203.3,207.3,232.6,242.9,195.8,196.0,212.7,250.9,301.1,360.2,405.2,315.7,272.1,298.2,356.7,370.6,441.3,424.7,388.0,419.6
"20","    Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.9,0.9,0.9,0.9,1.1,1.4,1.6,1.6,1.5,1.7,1.9,2.5,3.1,3.3,3.6,4.5,4.8,5.1,5.6,6.1,6.8,7.1,7.9,8.5,9.7,11.3,12.5,13.9,15.3,16.0,16.6,18.5,20.4,23.1,25.1,29.0,32.5,36.2,42.9,48.5,57.8,65.6,73.5,86.1,95.3,102.0,106.9,114.9,130.0,142.4,154.8,161.5,170.6,178.8,198.3,222.7,253.3,277.7,318.6,358.5,361.2,349.5,360.0,376.6,407.6,436.8,469.7,492.3,480.2,492.4,530.6,556.8,586.3,617.5,644.9,685.5,730.1
"","    By corporate industry group:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","      Farms",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.7,0.9,1.2,1.3,1.4,1.6,1.9,1.7,1.7,1.3,1.2,1.2,1.2,1.1,1.2,1.3,1.5,1.9,1.7,1.5,2.3,3.2,4.0,4.4,4.9,5.7,5.4,6.7,8.0,9.8,10.3,11.4,11.7,11.2,11.8,13.8,13.4,13.3,15.4,19.3,21.6,24.6,17.5,14.5,15.1
"22","        Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.6,0.7,0.9,1.0,1.1,1.2,1.4,1.3,1.4,1.1,1.0,1.0,1.0,1.0,1.0,1.1,1.3,1.6,1.5,1.3,2.0,2.7,3.3,3.7,4.4,5.0,4.6,5.5,6.5,8.0,8.5,9.6,9.8,9.3,9.8,11.1,10.8,11.1,12.8,16.4,18.5,20.5,14.6,11.8,12.4
"23","        Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.5,0.4,0.4,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.7,0.4,0.6,0.8,1.2,1.5,1.8,1.7,1.8,2.0,1.9,2.0,2.7,2.6,2.2,2.6,2.9,3.1,4.0,2.9,2.7,2.7
"24","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"25","      Manufacturing",0.4,0.4,0.5,0.4,0.4,0.6,0.6,0.4,0.5,0.6,0.6,0.7,0.7,0.6,0.6,0.9,1.3,1.4,1.6,2.0,1.4,1.3,1.8,1.3,1.6,1.6,1.6,1.8,2.2,1.6,1.0,0.6,0.8,1.0,1.2,1.5,2.0,1.5,1.7,2.2,3.1,2.5,2.0,2.6,3.5,5.5,6.8,6.7,5.4,5.8,8.3,9.2,9.6,9.7,10.1,13.7,14.7,12.1,12.2,14.3,14.3,15.5,16.7,19.4,23.7,28.7,29.3,30.9,33.9,34.8,34.4,38.4,43.4,54.1,56.3,60.8,69.0,80.1,91.0,103.9,119.0,114.0,109.6,130.3,143.3,137.7,139.8,144.8,166.2,176.6,180.6,185.7,186.3,206.6,239.7,266.3,279.3,290.8,291.1,309.3,305.6,271.2,261.7,272.4,302.3,324.4,373.3,391.8,334.7,341.2,378.6,404.2,424.9,432.6,442.9,444.1,456.6
"26","        Equipment",0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.2,0.3,0.4,0.3,0.4,0.4,0.4,0.4,0.7,0.9,1.1,1.1,1.0,0.8,0.8,1.1,0.7,1.1,0.9,0.9,1.0,1.2,1.0,0.7,0.4,0.5,0.7,0.9,1.1,1.4,1.1,1.2,1.5,1.8,1.7,1.5,2.1,2.6,3.3,4.4,4.6,3.7,3.8,5.3,5.5,5.6,5.7,5.8,7.5,8.2,6.4,6.4,7.3,7.1,7.9,8.4,10.2,12.7,15.3,15.2,15.8,17.1,17.2,16.8,19.5,21.8,28.2,29.9,32.8,38.7,44.4,50.0,56.5,64.9,57.6,52.7,64.7,70.5,65.7,66.1,69.2,82.2,87.8,89.1,90.5,91.8,103.5,118.3,126.2,126.7,133.8,126.7,129.2,119.6,109.7,104.6,106.0,118.4,126.1,144.0,152.4,114.8,120.8,144.9,153.6,157.1,155.4,159.6,151.9,163.2
"27","        Structures",0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.5,1.0,0.5,0.5,0.6,0.5,0.4,0.6,0.6,0.7,0.9,0.5,0.2,0.1,0.1,0.2,0.1,0.2,0.4,0.2,0.2,0.4,0.8,0.3,0.1,0.2,0.5,1.5,1.5,1.2,0.9,0.9,1.9,2.0,1.9,1.8,1.9,3.0,3.1,2.0,1.8,2.5,2.4,2.5,2.7,3.1,4.2,5.6,5.5,5.5,6.2,6.4,6.1,6.3,7.3,9.5,9.0,8.8,9.4,12.3,14.1,16.0,17.7,16.7,13.5,15.3,16.9,14.9,14.1,15.3,18.3,18.6,17.3,17.8,17.1,19.3,24.6,28.9,27.8,24.4,24.6,27.2,28.4,18.6,13.8,15.4,18.4,19.0,30.3,27.4,23.2,19.9,22.1,31.0,33.8,34.4,33.8,29.3,25.8
"28","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.4,0.4,0.4,0.7,0.9,1.0,0.8,1.0,1.2,1.6,2.1,2.2,2.4,3.2,3.4,3.7,4.0,4.5,4.8,5.2,5.6,6.1,6.8,7.8,8.6,9.5,10.6,11.2,11.5,12.7,14.2,16.3,17.5,19.1,21.0,23.3,26.8,31.5,36.4,39.7,43.4,50.4,55.9,57.0,59.6,60.4,65.8,70.2,74.1,77.3,77.4,83.9,96.8,111.2,124.8,132.6,139.8,152.9,157.5,143.0,143.3,151.0,165.6,179.4,198.9,212.1,196.8,200.4,211.6,219.6,234.0,242.9,249.5,262.9,267.6
"29","      Nonfarm nonmanufacturing",1.3,1.6,1.8,1.7,1.8,2.1,2.4,1.8,2.0,2.5,2.2,2.5,2.8,2.1,1.9,2.7,3.5,4.3,4.5,5.7,4.2,4.5,6.0,5.3,5.8,5.9,5.5,5.4,5.9,5.1,3.3,2.0,1.7,2.0,2.4,3.0,3.8,3.1,3.3,3.9,4.5,3.6,3.3,4.1,5.6,7.8,10.3,12.5,12.2,13.6,15.0,15.8,18.1,17.5,19.9,22.8,24.7,22.9,25.5,26.7,26.8,28.8,30.1,33.5,39.4,44.4,46.0,52.1,58.3,59.7,63.7,72.8,87.8,95.3,96.7,110.3,134.0,166.4,201.4,218.0,250.4,264.3,270.8,318.6,340.4,340.7,341.7,370.3,395.4,422.2,406.2,419.0,469.9,508.1,561.2,609.1,675.2,739.9,827.9,909.8,868.0,783.0,807.7,872.5,972.6,1088.2,1154.5,1162.8,960.3,1027.9,1142.7,1277.1,1323.6,1466.5,1497.0,1475.0,1580.0
"30","        Equipment",0.3,0.3,0.4,0.4,0.5,0.6,0.8,0.4,0.5,0.6,0.5,0.9,1.1,0.7,0.7,1.3,1.9,2.6,2.7,3.2,2.3,2.4,3.3,2.4,2.9,2.6,2.1,2.2,2.4,1.9,1.3,0.8,0.7,1.0,1.1,1.5,1.8,1.3,1.5,2.0,2.4,1.6,1.4,1.7,2.8,3.9,5.8,6.5,6.1,6.9,7.5,7.9,8.9,8.3,9.8,11.1,12.5,11.2,13.3,14.2,13.9,15.6,16.8,18.5,22.0,25.3,26.0,29.8,33.7,33.6,35.7,40.9,51.4,54.1,53.7,62.3,79.2,99.1,116.5,119.7,130.6,133.6,148.3,173.6,179.3,188.5,189.6,208.7,217.0,215.9,207.0,226.1,264.4,296.7,329.0,354.3,387.1,416.6,467.3,500.1,451.5,401.0,410.5,451.3,500.0,550.5,555.9,507.6,387.0,486.0,550.2,617.1,637.6,689.0,713.7,696.4,726.4
"31","        Structures",0.9,1.2,1.3,1.2,1.2,1.4,1.5,1.3,1.5,1.8,1.6,1.6,1.6,1.3,1.0,1.4,1.5,1.5,1.6,2.3,1.8,2.0,2.6,2.8,2.8,3.2,3.1,3.0,3.3,2.9,1.8,1.0,0.8,0.9,1.0,1.3,1.7,1.5,1.5,1.6,1.7,1.5,1.3,1.8,2.2,3.2,3.9,5.4,5.4,5.9,6.8,7.2,8.2,8.1,8.8,10.5,10.9,10.3,10.6,11.0,10.9,11.3,11.0,12.6,14.5,15.6,16.2,18.0,19.9,21.4,22.9,26.1,30.2,34.4,35.5,38.1,43.3,54.4,68.9,81.2,98.4,104.8,92.4,109.2,121.8,107.3,104.9,107.2,114.2,134.2,118.5,108.8,112.4,116.6,130.8,143.4,159.7,178.3,181.8,204.1,212.9,175.5,180.5,195.5,230.5,280.2,327.9,375.0,289.9,249.9,273.5,322.7,333.6,402.9,388.0,355.9,391.1
"32","        Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.6,0.7,0.7,0.7,0.8,1.0,1.0,1.2,1.3,1.4,1.4,1.6,1.6,2.0,2.0,2.3,2.4,2.9,3.5,3.9,4.4,4.7,4.8,5.1,5.8,6.2,6.8,7.6,9.9,11.6,12.8,16.1,17.1,21.4,25.9,30.1,35.7,39.3,44.9,47.3,54.5,64.3,72.2,80.7,84.1,93.2,94.8,101.4,111.4,128.4,145.0,178.8,205.6,203.6,206.5,216.7,225.6,242.0,257.5,270.7,280.2,283.5,291.9,319.0,337.2,352.3,374.6,395.3,422.6,462.5
"","    By corporate financial and nonfinancial:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","      Financial",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.4,0.5,0.6,0.6,0.6,0.8,0.8,1.0,1.0,1.3,1.5,1.5,1.4,1.6,1.7,1.7,2.0,1.9,2.6,3.0,3.1,3.5,4.5,4.9,5.0,5.9,6.3,8.4,10.8,11.8,13.0,14.5,18.8,23.5,28.6,33.6,37.4,41.6,51.6,59.5,65.6,68.5,75.7,85.5,84.5,77.5,78.1,84.4,92.1,94.1,104.8,111.2,133.8,147.0,149.6,144.7,138.5,137.0,157.4,161.7,167.6,187.7,171.3,138.5,143.6,156.9,180.5,190.1,204.6,225.8,243.7,248.2
"34","        Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.5,0.4,0.6,0.5,0.7,0.6,0.7,0.7,0.8,0.8,0.7,0.9,0.9,1.2,1.6,1.7,2.0,2.4,2.7,2.7,3.2,3.5,4.8,5.8,6.4,7.4,8.5,11.7,14.1,16.7,18.5,19.6,24.2,29.7,32.0,37.2,39.6,44.4,48.6,44.9,39.9,40.2,48.9,55.0,58.6,65.0,66.6,84.1,90.5,87.4,80.5,81.1,78.6,87.8,91.2,95.3,100.1,80.8,51.4,72.3,80.2,93.5,102.7,111.3,120.4,123.4,119.8
"35","        Structures",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.8,0.8,0.7,0.8,0.9,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.7,1.7,1.7,2.0,2.2,2.7,3.6,3.6,3.5,4.0,5.0,6.7,8.9,11.8,13.4,12.1,15.7,20.4,20.4,19.6,19.9,23.0,24.0,19.3,18.7,16.1,18.3,18.3,22.0,26.4,25.9,25.9,26.5,26.5,18.9,18.3,26.2,27.4,27.8,36.2,34.6,24.7,14.3,12.3,14.8,13.6,18.3,23.1,28.9,29.3
"36","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.6,0.7,0.7,1.0,1.4,1.8,2.1,2.0,2.2,2.7,3.0,3.4,4.5,5.3,6.2,7.1,8.0,9.2,11.4,14.0,15.6,18.3,19.2,19.3,18.8,17.1,17.8,18.2,23.9,30.7,35.7,37.6,38.4,40.1,43.5,43.1,44.5,51.4,55.8,62.4,57.0,64.5,72.3,73.8,75.0,82.4,91.4,99.1
"37","      Nonfinancial",1.6,2.0,2.2,2.0,2.2,2.6,2.9,2.2,2.5,3.0,2.8,3.1,3.4,2.6,2.5,3.6,4.7,5.5,5.8,7.3,5.3,5.6,7.5,6.3,7.0,7.1,6.7,6.9,7.7,6.4,4.1,2.5,2.4,2.9,3.4,4.4,5.7,4.4,4.8,5.9,7.3,6.0,5.2,6.6,9.0,12.9,16.7,18.8,17.1,18.8,22.7,24.3,26.8,26.2,28.8,35.2,38.1,33.7,36.3,39.5,39.6,42.6,45.1,50.5,60.4,70.3,72.2,78.9,87.7,90.1,92.7,105.4,123.4,139.5,142.5,159.4,190.0,229.2,270.7,295.0,337.4,342.2,340.0,398.5,425.4,413.9,414.2,440.7,477.6,516.2,511.0,528.1,574.2,625.9,710.8,775.0,848.1,902.6,977.4,1076.2,1037.0,925.5,942.6,998.7,1125.0,1256.2,1351.9,1397.2,1170.0,1238.8,1379.8,1520.1,1580.1,1719.1,1731.5,1689.9,1803.5
"38","        Equipment",0.6,0.6,0.7,0.6,0.8,1.0,1.1,0.6,0.8,1.0,0.9,1.2,1.5,1.1,1.1,1.9,2.8,3.6,3.6,4.0,2.9,3.0,4.2,3.0,3.7,3.3,2.9,3.1,3.4,2.8,1.8,1.2,1.2,1.6,1.9,2.5,3.1,2.3,2.5,3.4,4.0,3.2,2.9,3.7,5.2,7.0,10.0,10.8,9.4,10.4,12.4,13.0,14.0,13.5,15.1,18.0,20.1,17.1,19.1,20.8,20.4,22.7,24.5,27.6,33.3,39.2,39.5,43.5,48.4,48.5,49.7,57.4,69.0,77.2,78.1,88.7,110.5,133.1,153.8,160.7,178.3,172.7,177.8,209.6,218.8,217.9,217.0,234.5,252.0,260.4,257.7,277.8,309.2,347.8,392.0,419.1,451.7,471.3,508.1,547.3,497.1,437.6,445.0,479.1,536.9,590.6,609.6,590.2,461.2,545.7,627.7,693.6,710.5,753.6,767.4,736.7,782.1
"39","        Structures",1.0,1.3,1.4,1.3,1.3,1.5,1.6,1.4,1.6,1.9,1.8,1.8,1.8,1.4,1.2,1.5,1.7,1.8,2.0,3.2,2.1,2.3,3.0,3.1,3.1,3.6,3.5,3.5,3.9,3.2,1.9,1.1,0.9,1.0,1.1,1.5,2.1,1.6,1.7,2.0,2.4,1.8,1.5,2.0,2.7,4.5,5.2,6.4,6.1,6.6,8.3,8.9,9.7,9.5,10.1,12.7,13.3,11.6,11.7,12.6,12.5,12.8,12.8,14.6,17.6,20.0,20.5,21.9,24.5,26.1,27.0,30.2,35.0,40.6,41.1,43.8,48.9,62.2,76.7,88.8,104.7,108.4,93.9,109.1,118.5,102.0,99.6,102.7,109.6,129.0,116.7,108.0,113.7,118.1,137.7,151.0,161.4,177.4,181.4,206.1,216.4,176.9,177.7,186.5,223.5,273.3,324.0,370.5,290.9,257.7,285.9,341.9,357.0,423.0,401.6,359.1,390.3
"40","        Intellectual property products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.9,0.9,0.9,0.9,1.1,1.4,1.6,1.6,1.5,1.7,1.9,2.5,3.1,3.3,3.6,4.5,4.8,5.1,5.6,6.1,6.7,7.1,7.9,8.4,9.5,11.1,12.2,13.5,14.9,15.4,15.9,17.8,19.5,21.7,23.3,26.9,30.5,34.0,40.2,45.5,54.5,61.1,68.2,79.8,88.1,94.0,97.6,103.5,116.0,126.8,136.5,142.3,151.3,159.9,181.1,204.9,235.1,253.8,287.9,322.8,323.6,311.1,319.9,333.2,364.6,392.3,418.3,436.5,417.8,435.4,466.1,484.5,512.5,542.5,562.5,594.1,631.0
"41","  Noncorporate",0.4,0.5,0.5,0.4,0.5,0.6,0.7,0.6,0.7,0.7,0.8,1.0,1.0,0.9,0.9,1.3,1.6,2.2,2.6,3.0,2.1,2.3,2.9,2.6,3.6,3.6,3.7,3.6,3.7,3.0,2.0,1.2,1.0,1.2,1.6,2.1,2.5,2.2,2.3,2.6,3.1,1.9,1.8,2.3,3.3,5.4,7.8,9.3,9.2,10.6,10.7,9.9,11.0,11.0,12.8,12.8,13.2,13.6,14.8,14.7,15.0,16.5,17.4,18.9,21.6,23.0,22.7,23.3,26.5,28.0,29.9,33.2,39.3,39.4,41.2,44.9,51.8,62.8,76.3,78.7,96.5,97.5,92.7,107.4,117.4,116.3,125.4,138.0,142.7,131.6,125.2,122.3,134.0,142.4,152.3,161.8,183.5,208.8,227.6,253.0,255.8,263.9,269.5,287.8,311.5,347.0,384.2,403.9,355.8,344.8,364.2,400.6,421.3,446.8,455.6,466.6,486.5
"42","    Equipment",0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.6,0.7,1.0,1.6,1.8,2.0,1.4,1.4,1.9,1.4,2.2,2.0,2.0,2.0,2.1,1.7,1.2,0.7,0.6,0.8,1.1,1.5,1.7,1.4,1.5,1.8,2.2,1.3,1.3,1.7,2.4,3.1,5.2,6.2,5.9,7.0,7.0,6.3,7.0,6.5,7.9,7.4,7.5,7.6,8.1,7.7,7.5,8.2,8.9,9.8,11.0,12.3,12.2,12.7,14.1,14.9,15.6,17.6,21.4,22.4,23.5,26.0,30.2,36.4,42.2,40.1,45.8,42.4,43.4,50.3,51.7,52.3,55.2,61.6,64.6,58.6,57.4,58.1,64.2,71.6,75.6,79.2,87.5,98.5,106.8,118.1,118.7,124.7,128.8,140.7,153.5,165.6,175.7,175.7,150.6,165.3,179.3,197.0,208.8,217.2,211.6,209.9,221.8
"43","    Structures",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.4,0.3,0.5,0.5,0.5,0.6,0.8,0.6,0.8,0.9,1.0,1.3,1.5,1.6,1.5,1.4,1.1,0.7,0.3,0.2,0.2,0.3,0.4,0.6,0.5,0.6,0.6,0.6,0.4,0.3,0.3,0.5,1.9,2.1,2.7,2.8,3.1,3.3,3.0,3.4,3.9,4.2,4.7,4.9,5.1,5.7,6.0,6.3,7.0,7.2,7.8,9.1,9.2,9.0,9.0,10.6,11.2,12.3,13.6,15.8,14.7,15.1,15.9,18.5,22.4,29.1,33.0,44.0,48.3,41.7,48.5,56.0,52.8,56.9,58.6,58.0,51.1,43.5,38.0,43.5,43.8,48.1,52.1,61.3,69.9,74.2,82.1,83.3,82.5,82.0,85.9,92.5,111.9,133.4,146.2,121.0,93.8,93.3,104.8,106.1,120.0,128.0,135.4,141.4
"44","    Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.2,1.2,1.3,1.3,1.4,1.5,1.5,1.7,1.8,1.9,2.0,2.0,2.2,2.3,2.6,3.0,3.1,4.0,5.0,5.6,6.7,6.8,7.5,8.6,9.7,11.1,13.3,17.8,20.1,22.0,24.3,26.2,26.3,27.0,28.6,30.6,34.7,40.4,46.6,52.8,53.9,56.7,58.7,61.2,65.5,69.5,75.1,82.0,84.2,85.8,91.6,98.9,106.4,109.6,116.0,121.3,123.3
"","    By noncorporate industry group:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
