"Table 4.1. Current-Cost Net Stock of Private Nonresidential Fixed Assets by Industry Group and Legal Form of Organization"
"[Billions of dollars; yearend estimates]" 
"Bureau of Economic Analysis" 
"Last Revised on: October 11, 2018"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"27","        Structures",8.8,9.1,9.3,9.8,9.7,8.7,7.5,6.9,7.9,8.2,8.3,9.3,9.8,9.2,9.4,10.3,12.5,13.8,13.3,13.0,15.1,19.4,23.5,24.3,23.2,26.0,28.8,30.5,30.6,31.0,34.2,38.1,40.8,39.9,40.2,40.9,42.6,44.3,46.2,49.5,53.5,59.8,65.3,73.3,81.9,91.3,103.3,113.3,126.4,150.3,159.8,171.8,189.9,214.7,248.7,283.0,312.1,333.7,346.3,364.2,380.5,398.2,413.9,430.4,450.2,465.9,470.2,484.0,502.9,529.1,550.0,576.8,608.2,641.1,668.7,698.7,730.8,746.5,748.4,800.0,853.4,895.4,941.0,1010.5,951.8,946.0,972.5,986.0,1026.7,1049.8,1067.6,1070.1,1098.1
"28","        Intellectual property products",0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.8,0.8,0.8,0.9,1.1,1.5,2.0,2.2,2.2,2.2,2.6,3.1,3.5,3.6,4.1,4.6,5.2,6.2,7.0,8.1,9.7,11.1,12.4,13.8,15.2,16.5,17.9,19.4,21.0,22.8,25.3,28.1,31.8,36.0,40.0,43.2,47.2,54.3,63.1,68.8,75.1,82.0,91.2,104.2,119.9,137.2,151.6,165.7,180.8,196.7,209.8,227.8,261.6,277.8,293.7,311.8,329.9,341.6,364.8,391.5,422.2,462.5,503.0,546.0,589.9,609.6,618.6,649.8,676.3,725.3,767.5,837.4,888.3,918.5,964.4,1012.2,1054.6,1123.1,1169.8,1198.6,1257.2,1328.9
"29","      Nonfarm nonmanufacturing",82.3,84.8,85.9,87.4,86.6,83.0,74.9,70.3,69.4,70.0,69.4,75.9,78.0,77.3,77.3,81.3,90.1,95.0,95.8,96.8,104.2,125.4,148.5,161.9,166.4,185.5,200.5,212.3,223.1,229.6,252.5,278.3,297.7,305.2,318.7,325.0,333.4,343.3,354.0,372.2,396.4,426.7,461.4,506.5,558.8,615.0,674.5,733.4,831.9,1020.4,1128.2,1240.6,1377.2,1567.7,1808.9,2077.6,2371.9,2531.0,2616.6,2794.9,2954.8,3093.5,3269.6,3509.9,3738.7,3963.1,4063.6,4212.6,4443.7,4705.2,4987.8,5250.0,5569.6,5887.1,6277.1,6774.3,7145.5,7412.0,7663.5,8383.4,9206.8,10031.8,10576.2,11262.8,10883.9,11215.9,11788.4,12223.8,12723.0,13374.3,13655.8,13992.7,14555.3
"30","        Equipment",16.5,17.4,17.5,17.6,17.4,16.4,15.0,13.4,13.0,13.2,12.7,13.3,13.9,13.8,13.7,14.5,16.5,17.0,17.0,16.4,18.8,23.2,27.5,33.4,35.1,40.2,44.5,47.1,51.4,53.1,58.9,66.9,73.9,77.1,82.1,86.3,89.3,93.9,99.1,105.5,114.0,127.0,140.4,156.9,175.9,194.5,210.5,230.4,259.0,318.1,362.6,401.0,452.6,520.8,607.3,709.5,795.3,850.1,892.0,954.6,1014.1,1080.9,1135.9,1214.7,1288.8,1356.5,1387.9,1426.7,1497.3,1591.0,1700.9,1797.0,1886.9,1980.9,2123.4,2288.9,2357.4,2369.9,2379.2,2524.4,2645.1,2849.1,2968.7,3093.2,3015.6,3079.3,3223.8,3381.0,3506.0,3665.9,3790.2,3900.0,4058.8
"31","        Structures",65.0,66.5,67.5,68.8,68.0,65.4,58.8,55.8,55.4,55.6,55.4,61.2,62.5,61.8,61.7,64.8,71.3,75.6,75.9,77.1,81.8,98.2,116.4,123.7,126.3,139.9,150.4,159.4,165.4,169.9,186.4,203.6,215.3,219.3,227.1,228.6,233.4,238.1,242.6,253.3,267.5,283.0,301.9,328.2,358.9,394.2,436.3,473.6,541.5,667.5,727.7,797.6,877.6,993.7,1140.6,1298.8,1496.9,1589.1,1619.5,1718.8,1804.2,1859.3,1961.9,2101.2,2230.3,2358.5,2401.1,2487.8,2620.7,2762.6,2907.4,3047.2,3241.6,3425.3,3603.3,3862.9,4131.6,4354.1,4558.7,5099.4,5756.5,6328.0,6702.6,7227.2,6903.9,7137.9,7514.6,7744.7,8060.8,8498.5,8601.3,8763.0,9072.9
"32","        Intellectual property products",0.9,0.9,1.0,1.0,1.1,1.2,1.1,1.1,1.1,1.2,1.3,1.4,1.6,1.7,1.8,1.9,2.2,2.4,2.8,3.3,3.6,4.1,4.6,4.9,5.0,5.4,5.6,5.8,6.3,6.7,7.2,7.8,8.4,8.8,9.5,10.0,10.8,11.3,12.3,13.4,14.9,16.7,19.1,21.4,24.1,26.4,27.7,29.5,31.4,34.9,37.9,42.0,47.0,53.1,61.1,69.3,79.7,91.8,105.0,121.4,136.5,153.3,171.8,194.0,219.6,248.1,274.7,298.0,325.7,351.6,379.5,405.8,441.1,480.9,550.4,622.5,656.5,688.0,725.6,759.6,805.2,854.7,904.9,942.4,964.4,998.6,1050.0,1098.0,1156.1,1209.9,1264.3,1329.7,1423.6
"","    By corporate financial and nonfinancial:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","      Financial",3.1,3.3,3.3,3.4,3.5,3.5,3.0,2.7,2.9,2.9,3.0,3.1,3.4,3.4,3.2,3.7,4.4,4.3,4.4,4.4,4.4,5.6,6.7,7.2,6.7,7.4,8.6,9.0,9.2,9.2,10.3,11.9,12.7,13.1,13.7,14.3,15.2,16.3,17.3,19.1,21.0,23.3,25.8,29.7,34.0,38.2,43.6,49.1,57.1,71.4,80.7,90.7,103.3,120.6,145.3,173.9,203.2,229.8,252.9,285.3,322.1,365.3,406.3,452.8,502.9,548.0,570.8,597.3,631.9,675.7,709.5,745.9,789.8,854.0,925.9,992.1,1034.7,1069.1,1097.8,1194.2,1290.4,1383.2,1456.1,1532.3,1467.8,1460.3,1500.6,1533.1,1579.6,1627.9,1679.6,1736.9,1798.0
"34","        Equipment",0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.7,0.7,0.7,0.6,0.8,1.0,1.2,1.3,1.5,1.7,1.8,2.0,2.0,2.3,2.6,2.8,2.9,3.0,3.1,3.2,3.4,3.5,3.9,4.6,5.3,6.3,7.6,9.1,10.3,11.7,13.4,16.2,21.6,26.1,30.7,35.6,43.0,53.0,64.8,76.7,86.3,95.3,108.4,122.4,141.0,157.9,179.2,200.1,216.9,223.1,227.6,239.1,255.5,271.0,284.7,293.2,315.7,343.9,367.2,373.3,382.9,390.5,416.4,433.5,455.8,473.0,477.3,449.1,447.3,458.3,475.9,496.0,522.4,548.9,573.6,591.4
"35","        Structures",2.5,2.7,2.7,2.8,2.9,2.9,2.4,2.2,2.5,2.5,2.5,2.6,2.9,2.8,2.6,3.1,3.7,3.5,3.6,3.7,3.7,4.8,5.7,6.0,5.4,5.9,6.9,7.2,7.2,7.2,8.0,9.3,9.9,10.2,10.7,11.1,11.9,12.8,13.6,15.0,16.2,17.7,19.0,21.6,24.1,26.8,30.7,34.3,39.1,47.4,51.4,56.2,63.5,72.9,86.8,102.8,119.3,134.9,147.6,165.2,186.3,209.2,230.8,252.7,278.0,301.5,313.8,331.5,350.9,375.9,393.5,415.6,449.9,485.5,518.9,550.7,580.9,601.4,619.4,685.3,760.9,828.5,877.1,941.3,898.1,890.5,911.6,915.9,933.8,950.1,966.3,986.5,1014.9
"36","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.8,1.0,1.2,1.4,1.8,2.4,3.1,3.8,4.2,4.7,5.5,6.4,7.3,8.6,10.0,11.7,13.4,15.2,17.6,20.9,24.8,29.6,33.9,38.2,41.9,44.3,45.1,45.6,46.7,52.8,63.0,74.3,80.5,84.7,87.9,92.6,95.9,98.8,106.0,113.7,120.6,122.5,130.8,141.2,149.8,155.4,164.4,176.9,191.7
"37","      Nonfinancial",95.8,98.5,99.9,102.0,101.0,96.0,86.6,81.0,81.4,82.7,82.2,90.5,93.6,92.5,93.3,98.8,110.8,118.2,118.9,120.3,131.6,158.9,189.5,207.6,212.2,238.1,258.1,273.7,288.4,297.7,327.8,364.2,391.7,400.1,416.8,425.9,436.9,450.8,465.8,491.0,525.2,571.7,621.0,683.1,753.2,828.7,904.8,979.4,1102.9,1346.9,1492.3,1637.6,1818.2,2061.7,2372.9,2720.5,3075.9,3268.0,3361.3,3556.4,3741.7,3894.9,4087.2,4356.1,4601.6,4856.2,4979.1,5153.3,5400.5,5703.0,6048.0,6369.3,6744.5,7105.4,7518.8,8051.0,8444.3,8706.6,8969.3,9703.3,10566.4,11427.2,12067.1,12863.7,12509.5,12901.5,13555.7,14055.1,14647.4,15352.2,15640.9,15995.1,16629.9
"38","        Equipment",23.2,24.2,24.4,24.6,24.4,23.1,21.0,18.9,18.9,19.4,18.9,20.3,21.7,21.6,22.0,23.6,26.8,27.8,28.2,28.2,32.4,39.2,47.2,57.1,59.2,68.4,75.3,79.6,86.7,90.0,99.6,113.9,125.5,129.5,136.3,141.8,145.0,151.4,158.3,168.3,182.1,204.0,225.0,249.5,276.0,303.2,324.5,349.8,388.1,478.5,549.7,607.9,685.6,782.1,905.2,1052.4,1169.7,1238.1,1274.7,1340.2,1415.3,1490.2,1551.7,1633.6,1717.4,1811.8,1859.7,1913.8,1992.5,2104.4,2246.9,2366.4,2475.1,2580.1,2718.1,2886.0,2959.5,2966.1,2973.1,3121.6,3254.9,3477.9,3631.3,3815.1,3755.0,3831.7,4010.6,4187.9,4318.9,4479.3,4586.8,4681.5,4852.9
"39","        Structures",71.4,73.0,74.2,75.9,74.9,71.3,63.9,60.5,60.9,61.5,61.3,68.0,69.5,68.3,68.5,72.2,80.2,85.9,85.7,86.6,93.4,113.0,134.5,142.2,144.4,160.3,172.7,183.1,189.2,194.1,213.0,232.9,246.7,249.4,257.2,259.0,264.6,270.3,275.9,288.6,305.7,326.1,349.2,381.1,417.9,460.1,510.5,554.3,630.8,772.8,839.0,916.5,1007.8,1139.9,1307.8,1485.3,1696.6,1795.1,1825.8,1925.7,2006.6,2056.7,2153.5,2287.8,2411.6,2532.2,2566.9,2649.8,2782.6,2926.5,3075.2,3220.4,3412.4,3594.1,3767.4,4026.8,4299.0,4518.5,4708.8,5238.4,5876.9,6425.8,6799.6,7331.7,6992.1,7229.2,7613.7,7855.8,8199.0,8648.6,8755.5,8903.6,9216.1
"40","        Intellectual property products",1.2,1.3,1.4,1.5,1.6,1.7,1.6,1.6,1.6,1.8,1.9,2.2,2.4,2.5,2.7,3.0,3.7,4.4,5.0,5.5,5.8,6.7,7.8,8.4,8.6,9.5,10.1,11.0,12.4,13.6,15.2,17.5,19.5,21.2,23.3,25.2,27.2,29.1,31.6,34.2,37.5,41.6,46.8,52.5,59.3,65.3,69.7,75.3,84.0,95.6,103.6,113.3,124.8,139.7,159.8,182.8,209.6,234.8,260.7,290.4,319.8,348.0,382.0,434.8,472.5,512.2,552.5,589.7,625.4,672.1,726.0,782.5,857.0,931.2,1033.4,1138.2,1185.7,1221.9,1287.4,1343.3,1434.6,1523.5,1636.3,1717.0,1762.4,1840.6,1931.4,2011.4,2129.4,2224.3,2298.5,2410.0,2560.8
"41","  Noncorporate",28.1,29.7,31.0,32.3,32.6,30.7,26.7,24.0,24.9,25.1,25.2,27.7,29.5,29.4,29.0,31.1,35.8,38.1,40.0,40.6,44.2,56.6,69.6,76.7,77.8,90.3,99.5,103.6,106.2,108.0,118.9,129.4,136.3,138.2,143.5,146.7,152.3,159.7,167.5,179.2,192.6,209.3,224.5,245.0,268.6,294.9,326.7,357.3,400.6,475.5,510.9,551.8,611.0,688.1,795.8,906.0,1020.9,1091.1,1130.5,1199.3,1268.6,1343.4,1425.6,1527.0,1622.2,1696.3,1724.7,1771.1,1841.8,1933.8,2008.0,2082.3,2189.4,2320.2,2462.9,2629.2,2776.6,2908.7,3042.4,3329.5,3655.0,3983.3,4224.1,4489.6,4365.9,4437.5,4608.8,4752.5,4978.3,5186.4,5316.8,5478.5,5691.7
"42","    Equipment",7.3,8.1,8.5,9.0,9.3,9.0,8.2,7.4,7.0,6.6,6.5,7.1,7.7,7.8,8.0,8.6,10.0,10.0,10.0,9.9,11.2,13.3,17.4,22.1,24.2,29.0,32.1,33.5,35.7,36.1,39.4,42.1,44.7,45.7,47.2,47.8,47.9,48.9,50.4,52.7,55.8,60.7,64.9,69.4,75.0,81.2,86.3,92.0,102.8,125.5,140.3,153.9,170.4,192.9,223.7,252.8,282.1,295.6,300.4,310.2,320.2,333.6,345.8,365.3,383.1,395.0,399.5,402.9,410.9,425.1,441.3,453.0,467.0,488.9,516.8,552.0,580.6,610.3,636.8,687.9,734.6,795.5,847.9,907.9,916.0,944.9,990.8,1035.8,1082.2,1131.6,1162.7,1192.0,1234.7
"43","    Structures",20.1,21.0,21.7,22.6,22.4,20.9,17.7,15.8,17.1,17.6,17.8,19.7,20.7,20.4,19.8,21.2,24.3,26.5,28.3,28.7,30.8,40.8,49.4,51.7,50.6,58.0,63.9,66.5,66.7,67.8,75.3,82.7,86.7,87.3,90.6,93.0,98.0,104.1,110.0,119.0,128.7,140.0,150.5,165.9,183.1,202.4,228.8,253.3,285.1,336.1,355.8,382.1,423.8,476.3,550.5,628.6,710.8,764.9,796.8,852.8,909.0,966.6,1030.7,1101.3,1169.0,1221.7,1236.1,1269.7,1325.0,1394.5,1444.5,1500.1,1583.4,1679.6,1777.5,1891.0,2000.8,2092.6,2186.1,2410.3,2673.6,2926.5,3095.4,3284.2,3139.6,3166.7,3274.4,3354.9,3508.8,3649.3,3731.6,3842.5,3991.1
"44","    Intellectual property products",0.7,0.7,0.7,0.8,0.8,0.9,0.8,0.8,0.8,0.8,0.9,1.0,1.1,1.2,1.2,1.3,1.5,1.6,1.8,2.0,2.2,2.5,2.8,3.0,3.1,3.4,3.5,3.6,3.8,4.0,4.3,4.6,4.9,5.2,5.7,5.9,6.4,6.7,7.2,7.6,8.0,8.5,9.1,9.7,10.5,11.2,11.6,12.0,12.7,13.9,14.8,15.8,16.8,18.8,21.5,24.6,28.1,30.7,33.3,36.3,39.5,43.3,49.1,60.5,70.1,79.6,89.1,98.5,106.0,114.3,122.2,129.2,139.0,151.7,168.6,186.3,195.2,205.9,219.6,231.3,246.8,261.3,280.9,297.5,310.2,325.9,343.6,361.8,387.3,405.4,422.5,444.0,465.9
"","    By noncorporate industry group:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45","      Farms",9.9,10.0,10.1,10.2,10.0,9.1,7.9,7.0,7.4,7.4,7.3,7.6,8.0,7.8,7.3,7.5,9.1,10.3,11.2,11.7,12.9,15.8,19.5,22.1,23.1,26.8,29.3,30.7,31.1,30.9,33.1,34.4,35.4,35.0,35.7,36.0,36.6,37.7,39.2,41.2,43.7,46.9,49.9,53.4,57.2,61.8,67.1,71.5,80.1,97.1,106.9,117.7,131.5,148.4,173.0,193.2,211.0,217.8,218.4,220.1,217.6,217.8,217.1,220.3,224.7,228.8,228.1,227.3,231.3,238.3,243.3,248.0,255.9,263.5,266.7,271.2,275.4,277.9,283.8,301.8,321.2,336.3,344.3,352.4,337.6,337.9,348.1,365.1,392.0,420.7,427.6,436.5,442.2
"46","        Equipment",2.6,2.8,3.0,3.1,3.3,3.2,3.0,2.8,2.6,2.3,2.3,2.5,2.8,2.9,3.0,3.1,3.6,3.7,3.7,3.9,4.2,4.7,6.0,8.1,9.3,11.1,12.2,13.0,13.6,13.5,14.2,14.3,14.9,15.4,15.9,16.0,15.9,16.3,16.9,17.6,19.0,20.7,22.3,23.6,25.1,27.0,28.6,30.2,34.7,43.8,50.0,55.9,62.3,70.0,82.1,90.8,100.1,102.0,99.5,97.1,92.9,90.4,86.8,87.2,89.0,91.4,92.0,90.5,91.0,93.1,96.3,98.4,102.4,105.6,104.3,102.8,102.0,102.0,103.5,108.6,112.0,114.8,118.2,125.8,128.0,131.4,139.1,150.4,164.2,179.4,181.2,178.6,177.2
"47","        Structures",7.3,7.2,7.1,7.1,6.8,5.9,4.9,4.1,4.8,5.1,5.0,5.1,5.1,4.9,4.3,4.5,5.4,6.5,7.5,7.9,8.7,11.0,13.4,14.0,13.8,15.7,17.0,17.7,17.5,17.5,18.9,20.1,20.5,19.6,19.9,20.0,20.6,21.4,22.3,23.6,24.8,26.2,27.6,29.8,32.1,34.8,38.5,41.3,45.5,53.3,56.9,61.8,69.2,78.4,90.9,102.4,110.9,115.9,118.9,123.0,124.8,127.5,130.2,133.1,135.7,137.3,136.0,136.6,140.0,145.0,146.7,149.3,153.3,157.6,162.2,168.2,173.3,175.9,180.1,193.1,209.1,221.5,226.0,226.6,209.6,206.5,208.9,214.7,227.8,241.2,246.3,257.9,265.0
"48","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
"49","      Manufacturing",1.0,1.0,1.0,1.1,1.0,1.0,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.0,1.1,1.2,1.4,1.5,1.5,1.5,1.7,2.1,2.6,2.9,2.9,3.2,3.5,3.5,3.6,3.6,4.0,4.4,4.7,4.7,4.8,4.9,4.9,5.0,5.1,5.2,5.4,5.6,5.8,6.0,6.4,6.7,7.1,7.5,8.1,9.5,10.3,11.0,12.0,13.9,16.3,18.6,20.5,21.6,22.3,23.3,24.5,25.7,26.9,30.9,34.3,37.5,39.8,42.4,44.8,48.5,52.7,57.3,62.4,69.2,77.0,86.2,94.6,101.9,108.5,117.1,127.2,136.7,148.1,160.7,162.8,169.4,180.1,191.8,205.9,216.6,224.2,233.0,245.2
"50","        Equipment",0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.8,1.0,1.2,1.5,1.5,1.7,1.8,1.8,1.9,1.9,2.1,2.3,2.4,2.5,2.6,2.6,2.5,2.6,2.6,2.6,2.7,2.8,2.8,2.9,3.0,3.2,3.2,3.3,3.5,4.1,4.7,5.1,5.5,6.3,7.3,8.4,9.1,9.6,9.8,10.2,10.9,11.5,12.2,12.9,13.5,14.3,14.6,15.1,15.7,17.0,18.8,20.5,22.2,24.8,28.1,32.3,36.5,40.9,44.5,48.7,52.9,57.4,61.8,67.6,69.2,72.6,78.3,84.9,90.8,95.7,99.0,102.5,107.7
"51","        Structures",0.5,0.6,0.6,0.6,0.6,0.5,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.7,0.8,0.7,0.7,0.8,1.1,1.3,1.3,1.3,1.4,1.5,1.6,1.5,1.5,1.7,1.8,1.9,1.8,1.8,1.9,1.9,1.9,2.0,2.1,2.2,2.3,2.3,2.5,2.7,2.9,3.2,3.4,3.7,4.3,4.5,4.8,5.3,6.2,7.2,8.2,9.0,9.4,9.7,10.1,10.4,10.8,11.2,11.6,12.1,12.4,12.4,12.7,13.1,13.8,14.3,15.0,16.0,17.2,18.6,20.3,22.5,24.3,25.1,27.7,30.4,32.7,35.5,39.2,37.7,38.3,40.4,42.7,46.3,49.0,51.4,53.0,55.7
"52","        Intellectual property products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.2,1.5,1.8,2.1,2.4,2.6,2.8,3.0,3.2,3.4,3.5,6.4,8.7,10.8,12.8,14.6,15.9,17.7,19.6,21.7,24.3,27.2,30.3,33.6,35.5,36.7,38.9,40.7,43.9,46.5,50.8,54.0,55.8,58.5,61.4,64.2,68.8,71.9,73.8,77.5,81.8
"53","      Nonfarm nonmanufacturing",17.2,18.7,19.8,21.1,21.5,20.6,18.0,16.2,16.7,16.8,17.0,19.2,20.5,20.5,20.7,22.4,25.3,26.3,27.3,27.3,29.5,38.7,47.5,51.7,51.9,60.3,66.8,69.4,71.5,73.4,81.8,90.6,96.2,98.5,102.9,105.8,110.8,117.0,123.3,132.8,143.5,156.8,168.9,185.6,205.0,226.4,252.5,278.3,312.4,368.9,393.6,423.1,467.5,525.8,606.5,694.1,789.4,851.6,889.9,956.0,1026.5,1099.9,1181.6,1275.8,1363.2,1430.0,1456.8,1501.5,1565.8,1647.0,1712.0,1777.0,1871.0,1987.5,2119.2,2271.9,2406.6,2529.0,2650.2,2910.6,3206.5,3510.3,3731.7,3976.4,3865.5,3930.2,4080.7,4195.6,4380.4,4549.1,4665.0,4808.9,5004.3
"54","        Equipment",4.3,4.8,5.1,5.4,5.6,5.4,4.8,4.2,4.0,3.9,3.8,4.1,4.4,4.4,4.5,4.9,5.8,5.6,5.6,5.3,6.1,7.6,10.1,12.5,13.4,16.2,18.1,18.7,20.2,20.8,23.1,25.5,27.3,27.8,28.8,29.3,29.4,30.1,31.0,32.5,34.2,37.3,39.8,42.9,46.9,51.1,54.4,58.5,64.6,77.5,85.6,93.0,102.6,116.7,134.4,153.6,172.8,184.0,191.2,202.9,216.4,231.7,246.7,265.2,280.6,289.3,292.9,297.4,304.1,315.0,326.2,334.0,342.4,358.5,384.4,416.9,442.1,467.4,488.8,530.7,569.6,623.3,667.9,714.6,718.8,741.0,773.4,800.5,827.3,856.6,882.4,910.8,949.8
"55","        Structures",12.3,13.3,14.0,14.9,15.1,14.5,12.3,11.2,11.9,12.1,12.4,14.1,15.0,15.0,15.0,16.2,18.2,19.2,20.0,20.1,21.3,28.7,34.7,36.4,35.5,40.8,45.4,47.3,47.7,48.8,54.7,60.8,64.3,65.9,68.9,71.1,75.5,80.7,85.7,93.3,101.8,111.6,120.6,133.6,148.3,164.8,187.2,208.6,235.9,278.5,294.3,315.5,349.3,391.7,452.4,518.0,591.0,639.6,668.2,719.7,773.8,828.3,889.3,956.6,1021.3,1072.0,1087.7,1120.3,1171.8,1235.7,1283.5,1335.8,1414.1,1504.8,1596.7,1702.5,1805.0,1892.5,1980.8,2189.5,2434.1,2672.3,2833.8,3018.4,2892.3,2921.9,3025.1,3097.5,3234.8,3359.1,3433.9,3531.6,3670.4
"56","        Intellectual property products",0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.6,1.8,1.9,2.1,2.4,2.7,2.9,3.0,3.2,3.3,3.4,3.6,3.8,4.0,4.3,4.6,4.8,5.3,5.5,5.9,6.2,6.6,7.0,7.5,7.9,8.5,9.1,9.8,10.5,10.9,11.2,11.8,12.9,13.7,14.6,15.6,17.3,19.8,22.5,25.6,28.1,30.5,33.3,36.3,39.9,45.6,54.1,61.3,68.7,76.2,83.7,89.9,96.4,102.3,107.2,114.4,124.3,138.1,152.5,159.5,169.1,180.6,190.5,202.9,214.7,230.0,243.5,254.4,267.3,282.2,297.5,318.4,333.4,348.7,366.5,384.1
"","    By noncorporate legal form of organization:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","      Sole proprietorships",14.5,15.3,15.8,16.3,16.4,15.3,13.3,11.8,12.2,12.2,12.1,13.0,13.8,13.6,13.2,14.0,16.3,17.4,18.4,18.7,20.4,25.5,31.6,35.6,36.4,42.1,46.1,47.8,48.8,49.1,53.4,57.3,59.7,60.2,61.9,62.5,63.8,66.0,68.4,72.2,76.6,82.3,87.3,94.0,101.7,110.1,120.0,129.0,143.7,171.2,185.1,200.8,223.0,253.2,294.0,333.7,377.9,399.0,406.3,424.1,439.4,456.0,474.2,499.0,520.6,536.2,536.8,543.0,559.4,583.4,603.8,622.2,647.2,673.4,696.5,721.8,739.5,751.8,764.5,816.2,876.9,929.1,956.8,990.3,937.0,931.0,949.5,964.3,997.3,1033.6,1043.1,1058.9,1080.1
"58","        Equipment",5.0,5.5,5.8,6.1,6.3,6.1,5.5,5.0,4.7,4.3,4.2,4.5,4.9,4.9,5.0,5.3,6.2,6.2,6.1,6.1,6.7,7.9,10.3,13.3,14.7,17.5,19.3,20.2,21.4,21.4,23.2,24.5,25.9,26.5,27.2,27.4,27.2,27.7,28.4,29.5,31.2,33.7,35.9,38.1,40.9,44.0,46.6,49.3,55.4,67.4,75.1,82.5,91.6,104.4,122.0,136.7,152.2,158.1,159.1,162.1,163.9,167.5,170.1,177.0,182.5,185.7,185.7,185.9,189.6,197.1,205.4,211.0,217.0,221.3,223.5,224.9,222.3,220.1,218.7,225.2,229.9,235.8,239.3,244.8,238.0,236.2,239.6,244.2,251.1,260.1,260.1,258.5,259.7
"59","        Structures",9.2,9.5,9.6,9.9,9.7,8.8,7.4,6.5,7.2,7.5,7.5,8.0,8.4,8.2,7.7,8.2,9.5,10.5,11.5,11.8,12.7,16.6,20.1,21.0,20.4,23.2,25.3,26.1,25.8,25.9,28.4,30.9,31.8,31.5,32.3,32.8,34.1,35.7,37.3,39.8,42.4,45.4,48.1,52.4,57.1,62.3,69.5,75.7,84.2,99.5,105.6,113.7,126.6,143.6,166.1,190.3,218.1,232.8,238.3,252.1,264.7,276.6,290.3,306.5,321.0,331.8,330.8,335.5,346.6,361.5,372.0,383.4,400.3,419.5,436.9,457.7,477.1,490.8,503.8,548.0,602.2,646.8,669.2,697.4,652.2,648.7,664.7,675.9,700.2,725.9,733.8,748.9,768.0
