"Intermediate Inputs by Industry"
"[Millions of dollars]" 
"Bureau of Economic Analysis" 
"Release Date: March 03, 2017"
"Line","","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997"
"    80","      Social assistance","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",176,230,343,456,527,561,648,778,1086,1519,1500,1544,1652,2085,2699,3098,3703,4473,5190,6180,6329,7044,8218,9012,10683,14663,14952,16460,15807,15010,16655,17555,18935,20629,22970
"    81","  Arts, entertainment, recreation, accommodation, and food services",9352,8915,8425,8380,9594,10273,10683,10963,11251,11957,12093,11937,12288,13035,13312,14063,14719,15585,17132,18795,19564,22161,24338,27839,28179,33043,36754,41320,46405,51148,54134,59332,68042,78194,86929,91636,97009,105764,111147,115989,133467,149160,155191,168991,173124,184083,197261,210997,223522,234536,246478
"    82","    Arts, entertainment, and recreation",1477,1363,1302,1202,1102,1101,1059,1174,1282,1381,1147,1030,1148,1369,1600,1923,2127,2242,2163,2461,2690,2912,3502,3846,4048,4416,4895,5856,6813,7481,7530,7821,8404,10347,12261,13257,14555,15515,16303,15886,15677,19402,19075,20673,22174,23732,30109,34552,40486,44645,45679
"    83","      Performing arts, spectator sports, museums, and related activities","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",1461,1609,1647,1862,2009,2261,2611,2867,3049,3212,3452,3864,4204,4506,4549,4667,5056,6128,6988,7410,7913,8214,8365,7416,6916,8392,7714,8832,9737,10176,12875,14925,17395,19422,21857
"    84","      Amusements, gambling, and recreation industries","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...",666,633,515,599,681,652,891,979,999,1204,1443,1992,2609,2975,2981,3154,3348,4220,5273,5848,6642,7301,7938,8470,8761,11009,11361,11840,12437,13556,17234,19627,23091,25223,23821
"    85","    Accommodation and food services",7875,7552,7122,7178,8492,9173,9624,9789,9969,10576,10946,10907,11139,11666,11712,12140,12592,13343,14969,16335,16874,19249,20836,23993,24131,28627,31859,35464,39591,43666,46604,51512,59638,67847,74668,78379,82454,90250,94844,100103,117790,129758,136116,148319,150950,160352,167152,176444,183036,189891,200799
"    86","      Accommodation",988,766,641,663,749,808,914,943,987,1067,1131,1090,1029,1168,1186,1238,1296,1686,2166,2512,3204,3530,3712,3973,3385,4940,5219,5468,5849,6549,6335,6391,7878,9523,11682,12717,13045,16718,19023,19941,24943,28516,28879,30279,29857,33416,34329,37445,39394,41751,47388
"    87","      Food services and drinking places",6887,6787,6481,6516,7743,8365,8710,8846,8982,9509,9815,9817,10110,10499,10526,10902,11296,11657,12803,13823,13671,15718,17125,20020,20747,23686,26640,29996,33742,37117,40269,45121,51760,58324,62985,65662,69408,73532,75821,80162,92847,101242,107237,118040,121093,126936,132824,138999,143642,148139,153411
"    88","  Other services, except government",3708,3963,3845,3945,4247,4564,4858,5264,5521,5963,6504,7188,7978,8296,8986,9423,10182,10921,12254,12969,14602,14996,14934,16041,16072,15957,16813,18008,21469,24253,30012,29656,32381,30394,31035,33920,39828,46184,55350,57565,68987,77880,84337,89044,86939,100502,101081,109925,123928,133773,120511
"    89","Government",6424,8072,10147,10124,16817,22951,26505,22464,22599,21268,24155,25521,24564,23013,23909,28472,29898,30790,33811,40276,48274,53958,56838,57281,61052,66534,69550,81597,93922,99778,111487,124515,141499,165392,191344,213060,236025,247992,275665,299986,309612,317943,342798,371311,393369,406504,423935,447632,469896,491449,516865
"    90","  Federal",2795,4296,5734,4958,11671,17812,21242,16897,16165,14854,17187,17398,15497,13037,12903,16618,16835,16276,17536,22178,28253,31378,30718,27132,26703,28783,27580,31722,35029,35590,40534,45131,52366,65593,78852,86969,98234,97768,109892,120585,124003,121569,128960,140766,146304,143957,142622,143631,144093,147994,147651
"    91","    General government",2470,3951,5340,4626,11387,17296,20670,16256,15455,14149,16399,16522,14498,12025,11908,15582,15621,14912,16044,20586,26477,29348,28678,25292,24981,26879,25818,29195,31818,31337,35605,39279,45842,58384,69642,77629,88777,88269,99087,108751,110228,107388,113959,123053,129438,129441,125050,126099,123539,125498,131946
"    92","      National defense","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"    93","      Nondefense","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"    94","    Government enterprises",325,345,394,332,284,516,572,641,710,705,788,876,999,1012,995,1036,1214,1364,1492,1592,1776,2030,2040,1840,1722,1904,1762,2527,3211,4253,4929,5852,6524,7209,9210,9340,9457,9499,10805,11834,13775,14181,15001,17713,16866,14516,17572,17532,20554,22496,15705
"    95","  State and local",3629,3776,4413,5166,5146,5139,5262,5566,6434,6414,6968,8123,9067,9976,11006,11854,13063,14515,16275,18098,20021,22580,26120,30150,34349,37751,41970,49875,58892,64188,70953,79384,89132,99799,112492,126092,137791,150224,165774,179400,185609,196374,213838,230545,247065,262546,281314,304001,325803,343455,369214
"    96","    General government",3366,3576,4198,4934,4883,4857,4931,5186,5989,5929,6415,7499,8329,8914,9642,10073,10792,11926,13366,14887,16447,18645,21787,25328,29143,32042,35295,42552,50529,54973,60840,66604,73876,81586,91140,100022,109019,118362,131373,141650,150044,159774,175753,190518,204697,218929,233758,251272,270334,285531,304055
"    97","    Government enterprises",263,200,215,232,263,282,331,381,445,486,553,624,738,1062,1364,1781,2271,2589,2910,3211,3574,3935,4333,4822,5206,5709,6675,7322,8363,9215,10113,12781,15256,18213,21352,26070,28773,31861,34401,37750,35565,36600,38085,40027,42368,43617,47556,52729,55469,57924,65159
"    98","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    99","    Private goods-producing industries [1]",151067,151640,156988,186939,203414,202865,223481,224435,244387,252712,254883,267710,299985,302321,301469,320685,333741,353043,385341,414464,427026,461284,496185,494495,533781,606905,713947,847233,850115,957812,1095048,1242491,1440157,1563933,1699032,1629241,1685875,1858217,1859166,1793433,1970405,2112022,2211438,2268263,2199796,2302640,2407701,2576621,2776559,2893793,3052846
"    100","    Private services-producing industries [2]",64456,68010,70416,80567,87157,92515,99623,101889,109471,117689,121740,122306,132030,137592,141270,151500,161133,173463,193564,209955,218523,232680,252782,276246,287818,318909,344676,400943,423157,499955,580577,642699,711871,870660,931930,984956,1069425,1163624,1296166,1350288,1559822,1752573,1855299,2003776,2036535,2138855,2293032,2463711,2705128,2944092,3177199
"    101","    Information-communications-technology-producing industries [3]","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"Legend / Footnotes:"
"1. Consists of agriculture, forestry, fishing, and hunting; mining; construction; and manufacturing."
"2. Consists of utilities; wholesale trade; retail trade; transportation and warehousing; information; finance, insurance, real estate, rental, and leasing; professional and business services; educational services, health care, and social assistance; arts, entertainment, recreation, accommodation, and food services; and other services, except government."
"3. Consists of computer and electronic product manufacturing (excluding navigational, measuring, electromedical, and control instruments manufacturing); software publishers; broadcasting and telecommunications; data processing, hosting and related services; internet publishing and broadcasting and web search portals; and computer systems design and related services."
