"Table 7.5. Investment in Government Fixed Assets"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: November 20, 2018"
"Line","","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"20","            Research and development","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.9,1.6,1.5,1.4,1.4,1.6,1.7,1.9,2.1,2.4,2.7,3.0,3.6,4.8,5.9,6.4,7.0,7.8,8.8,9.8,11.6,12.8,13.6,15.1,15.9,16.7,17.2,16.8,17.2,18.4,19.2,20.0,21.5,23.5,25.8,28.5,31.8,35.7,40.3,44.2,48.8,54.6,62.1,65.5,70.9,72.7,73.1,75.0,74.0,73.2,72.8,73.6,75.5,76.3,77.7,79.0,81.5,86.0,91.8,101.1,109.3,116.5,123.1,127.9,133.4,138.1,140.7,145.5,147.4,147.1,143.5,141.2,144.4,143.2,150.0
"21","Federal",0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5,4.3,1.4,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.7,0.9,1.2,1.3,1.3,1.3,1.2,1.6,8.5,27.4,39.0,37.5,24.5,3.1,2.8,4.4,5.9,5.5,12.5,17.2,18.5,16.1,14.5,15.9,17.6,18.9,21.8,21.9,24.5,26.4,26.7,27.1,26.7,30.1,31.9,31.0,30.6,30.2,27.4,29.1,31.5,35.4,39.4,44.0,48.3,53.4,60.3,68.7,80.0,89.7,101.6,114.9,131.5,141.0,151.5,147.1,150.6,157.6,156.4,155.1,149.3,144.7,149.2,157.0,143.8,147.7,154.7,157.3,163.7,181.9,194.3,207.9,220.9,234.6,251.2,270.1,280.5,294.5,291.8,282.8,266.6,261.1,262.7,264.6,281.7
"22","  National defense",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.3,1.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.3,0.4,0.8,7.4,26.4,38.1,36.8,24.0,2.7,2.2,3.2,4.3,3.7,10.6,15.3,16.9,14.6,13.0,14.0,15.4,16.2,18.9,18.3,20.4,21.1,19.5,18.3,16.7,18.7,21.3,19.9,19.5,18.9,15.7,16.3,17.8,20.4,22.6,25.6,27.9,30.0,34.8,40.2,48.2,58.2,69.8,81.1,95.4,103.4,110.8,105.5,105.2,107.3,101.3,97.2,89.2,85.8,85.0,85.0,79.0,79.3,81.5,83.4,87.7,100.4,110.0,120.8,131.3,139.3,150.8,166.6,172.6,175.4,170.9,162.5,151.0,143.1,141.3,139.5,148.8
"23","    Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,3.6,15.7,31.5,33.0,21.0,1.2,0.8,1.6,2.6,1.9,7.1,10.1,11.4,9.3,7.8,7.8,8.2,8.5,10.7,10.1,11.5,12.5,10.9,10.1,8.9,10.4,12.2,10.8,9.7,9.6,5.4,5.3,6.0,8.2,9.9,12.1,13.3,14.3,17.4,19.8,24.1,29.1,35.2,41.1,47.9,52.7,55.0,49.6,51.5,54.6,53.3,50.7,44.7,41.9,39.8,39.9,33.6,34.1,36.8,37.8,39.9,46.4,50.0,55.7,61.4,66.0,71.8,82.6,86.6,89.3,87.3,85.2,76.8,73.1,71.2,72.1,75.1
"24","      Aircraft","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",-0.3,0.3,1.4,2.7,3.4,3.7,3.7,4.8,6.1,7.4,8.4,10.1,10.9,13.4,17.9,17.5,13.5,12.2,11.7,9.2,8.3,9.3,10.4,9.0,9.1,5.8,5.8,7.0,7.7,8.5,9.6,9.2,11.1,13.5,13.6,12.9,13.5,13.8,16.7,20.2,20.2,19.6,17.5,16.3,15.8,17.1
"25","      Missiles","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",1.1,1.0,1.4,1.0,1.4,1.2,1.1,1.8,2.3,2.8,3.4,4.6,5.7,6.6,7.9,8.7,7.8,8.8,11.2,10.8,10.6,7.9,5.7,4.7,4.1,2.9,3.3,2.9,2.7,3.3,3.3,3.5,4.0,4.0,4.5,4.3,4.3,5.1,5.6,5.1,6.9,6.4,6.6,6.6,5.2,4.7
"26","      Ships","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",1.8,1.6,2.2,2.2,2.4,3.1,3.9,4.3,4.1,5.1,6.2,7.1,8.0,9.0,8.9,8.8,8.6,10.0,10.8,10.2,10.1,8.7,8.1,8.0,6.8,6.1,6.4,6.7,6.6,7.2,8.4,9.3,9.8,9.6,10.5,10.3,11.0,11.1,11.8,11.7,12.0,12.5,13.3,13.5,14.4,14.1
"27","      Vehicles","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.4,0.3,0.2,0.1,0.5,0.6,0.8,0.9,1.2,1.1,2.1,3.4,4.2,3.7,3.8,4.3,3.7,3.1,3.2,3.4,2.8,1.8,1.0,1.1,1.2,1.4,1.5,1.7,1.9,2.0,2.7,3.2,2.8,3.9,4.9,6.4,8.9,9.3,9.4,7.1,5.8,3.9,3.0,2.4,2.4,2.5
"28","      Electronics","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.1,0.3,0.4,0.6,0.8,0.9,1.1,1.2,1.6,2.0,2.4,2.9,3.4,4.3,4.6,5.1,4.9,4.7,4.7,4.3,4.2,4.4,4.0,3.5,3.5,3.5,3.3,3.8,4.0,4.0,4.4,5.0,5.7,6.6,8.1,10.6,12.9,13.4,12.3,10.4,9.2,7.3,6.4,6.0,6.4,6.9
"29","      Other equipment","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",2.2,2.4,2.7,3.3,3.8,3.7,3.7,4.4,4.5,5.8,6.6,7.1,8.9,10.9,9.7,10.5,11.0,12.7,13.1,15.4,14.8,12.5,12.7,13.6,15.2,14.1,13.8,14.8,14.9,15.0,18.0,19.8,22.3,23.8,24.5,27.2,32.0,33.8,33.6,32.8,31.2,27.0,26.5,26.3,27.9,29.8
"30","    Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.6,3.6,10.3,5.8,2.5,1.7,0.3,0.2,0.4,0.4,0.5,2.0,3.3,3.3,2.7,2.1,2.1,2.3,2.6,2.5,2.2,2.4,2.0,1.6,1.3,1.1,1.3,1.2,1.2,1.5,1.3,1.8,1.8,2.1,2.2,2.3,2.1,2.4,2.5,2.5,3.2,3.2,4.0,4.8,4.9,6.2,6.8,7.7,7.4,6.4,6.1,4.6,5.2,5.3,5.8,6.7,6.3,6.1,5.8,5.4,5.4,5.3,6.1,7.1,6.9,7.2,7.8,10.0,13.7,17.1,16.7,13.3,8.1,6.5,5.3,4.3,3.4,3.8
"31","      Buildings",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,1.5,3.8,2.6,1.4,0.8,0.2,0.0,0.2,0.2,0.2,1.0,1.7,1.8,1.5,0.7,0.5,0.7,0.9,0.8,0.7,0.8,0.5,0.4,0.3,0.2,0.2,0.2,0.3,0.4,0.3,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.7,0.8,1.0,1.2,1.6,2.0,2.0,2.6,2.5,2.7,2.5,2.4,2.6,2.3,2.0,1.9,2.0,2.1,2.0,1.9,1.6,1.4,1.4,1.6,1.8,2.0,1.7,1.9,1.8,2.1,2.4,2.0,2.3,2.1,1.6,1.3,1.1,0.8,0.7,0.8
"32","        Residential",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.4,0.7,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.5,0.3,0.3,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.3,0.4,0.5,0.6,0.6,0.5,0.5,0.5,0.7,0.7,0.9,1.2,1.2,1.5,1.6,1.9,1.7,1.7,1.8,1.2,1.1,1.2,1.4,1.5,1.4,1.4,1.3,1.2,1.1,1.2,1.2,1.4,1.3,1.6,1.5,1.7,1.8,1.2,1.6,1.4,1.0,0.8,0.6,0.6,0.6,0.6
"33","        Industrial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.3,3.4,1.8,1.2,0.7,0.0,0.0,0.1,0.2,0.2,1.0,1.7,1.8,1.5,0.6,0.5,0.5,0.5,0.3,0.4,0.5,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.3,0.3,0.2,0.0,0.0,0.2,0.2,0.3,0.4,0.5,0.7,0.8,0.8,1.1,1.0,0.8,0.8,0.7,0.8,1.1,0.9,0.7,0.6,0.6,0.6,0.5,0.2,0.2,0.3,0.4,0.6,0.6,0.4,0.3,0.3,0.3,0.6,0.8,0.7,0.7,0.6,0.6,0.5,0.3,0.1,0.3
"34","      Military facilities 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.5,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.2,0.5,2.1,6.5,3.3,1.1,0.9,0.1,0.1,0.2,0.2,0.2,1.0,1.6,1.5,1.2,1.4,1.6,1.6,1.7,1.7,1.6,1.6,1.5,1.3,1.0,0.9,1.0,1.0,1.0,1.1,1.0,1.3,1.2,1.4,1.4,1.7,1.6,1.7,1.8,1.8,2.1,2.0,2.3,2.8,3.0,3.6,4.3,5.0,4.9,4.0,3.5,2.4,3.2,3.4,3.7,4.6,4.3,4.2,4.3,4.0,4.0,3.7,4.3,5.1,5.2,5.2,6.0,8.0,11.3,15.1,14.4,11.2,6.5,5.2,4.2,3.4,2.7,2.9
"35","    Intellectual property products","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.7,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.5,1.8,2.2,2.6,3.0,4.1,4.9,5.2,5.7,5.9,6.5,6.7,6.9,6.9,6.7,7.0,7.9,7.9,8.2,8.1,8.4,9.2,9.7,10.0,10.5,11.3,12.3,13.3,14.9,17.2,20.9,25.2,29.8,35.0,41.3,43.9,48.1,48.5,47.3,46.6,43.3,41.3,39.2,38.1,38.4,38.9,39.2,39.4,39.3,40.2,42.5,47.9,52.9,58.2,62.7,65.5,69.0,70.3,68.9,69.4,70.3,69.2,67.7,64.7,65.8,64.0,69.9
"36","      Software","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.6,0.7,0.8,1.0,1.3,1.4,1.7,2.2,2.7,3.2,3.6,4.3,4.8,5.2,5.4,5.6,5.4,5.3,5.3,5.5,5.6,5.9,5.9,6.0,5.8,5.6,5.6,5.7,5.9,6.2,6.5,6.9,6.8,7.3,7.7,7.7,9.1,9.4,9.4,10.0,10.7
"37","      Research and development","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.7,1.3,1.3,1.2,1.2,1.3,1.3,1.3,1.5,1.8,2.2,2.6,3.0,4.1,4.9,5.2,5.7,5.9,6.5,6.7,6.9,6.9,6.6,7.0,7.8,7.8,8.1,7.9,8.1,8.9,9.4,9.6,10.0,10.8,11.7,12.6,14.0,16.2,19.6,23.7,28.1,32.8,38.6,40.7,44.5,44.3,42.5,41.4,37.9,35.6,33.7,32.8,33.1,33.4,33.6,33.5,33.3,34.2,36.7,42.3,47.3,52.5,56.8,59.3,62.5,63.4,62.1,62.1,62.6,61.5,58.5,55.3,56.3,54.0,59.2
"38","  Nondefense",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.7,1.1,1.0,0.9,0.9,0.8,0.8,1.1,1.0,0.9,0.7,0.6,0.3,0.6,1.1,1.7,1.8,1.8,1.9,1.5,1.5,1.5,1.8,2.2,2.7,2.8,3.6,4.2,5.3,7.2,8.8,10.1,11.4,10.6,11.1,11.1,11.3,11.7,12.8,13.7,15.1,16.7,18.4,20.4,23.4,25.5,28.6,31.7,31.5,31.8,33.8,36.1,37.6,40.7,41.6,45.5,50.2,55.1,57.9,60.1,59.0,64.3,72.0,64.8,68.4,73.2,73.9,76.0,81.4,84.4,87.1,89.7,95.3,100.4,103.4,107.9,119.1,120.8,120.3,115.7,118.0,121.5,125.1,132.9
"39","    Equipment",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.3,0.3,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.6,0.5,0.6,0.6,0.5,0.6,0.7,0.8,1.1,1.1,1.5,1.7,1.8,2.3,2.7,2.7,3.2,3.3,3.9,4.3,4.7,5.1,4.8,5.2,6.1,7.2,8.1,8.9,10.0,9.9,7.5,8.6,9.7,10.0,10.2,11.9,10.8,10.0,11.9,12.3,13.3,15.2,17.4,16.1,17.5,17.8,19.1,18.3,18.6,16.2,17.5,19.0,19.5,20.8
"40","    Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.6,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.4,0.4,0.3,0.2,0.0,0.3,0.7,1.1,1.1,1.0,1.1,0.9,0.9,0.9,1.0,1.1,1.4,1.5,1.6,1.8,2.1,2.3,2.6,2.8,2.9,2.2,2.0,1.7,1.8,2.1,2.5,3.0,3.2,3.6,3.9,4.1,4.8,4.9,5.6,7.3,6.5,6.0,6.3,6.3,7.1,8.1,6.0,6.3,7.4,8.8,9.0,9.9,9.6,12.3,18.5,10.0,10.8,10.6,8.3,8.0,9.7,9.7,9.4,7.4,8.9,13.3,11.1,11.8,15.8,16.3,14.3,10.7,11.0,11.6,13.0,16.8
"41","      Office",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.5,0.3,0.3,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.6,0.5,0.7,0.6,0.8,0.9,0.7,0.7,0.8,1.1,1.4,1.7,0.8,0.9,1.2,1.6,1.6,1.8,1.4,1.6,2.1,1.7,2.3,2.2,1.0,0.9,1.4,1.7,1.8,1.0,1.2,2.1,1.9,1.4,2.3,2.4,2.5,1.0,1.2,0.8,0.8,1.2
"42","      Commercial",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.5,1.0,1.1,0.1,0.2,0.5,0.5,0.4,0.4,0.0,0.2,0.6,0.5,1.2,1.3,0.2,0.1,0.5,0.7,0.6,-0.1,0.6,1.2,1.4,0.9,1.4,1.0,0.8,0.3,0.5,0.4,0.6,1.1
"43","      Health care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.6,0.8,0.7,0.7,0.8,0.8,0.9,1.0,0.9,0.9,1.0,0.9,0.9,1.1,1.0,1.1,1.3,1.3,1.0,0.9,0.8,0.7,0.9,0.7,0.7,0.7,0.7,1.0,0.9,1.8,2.1,2.6,2.6,2.7,2.3,2.2,2.1,2.1
"44","      Educational",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.7,0.7,0.7,0.7,0.8,0.4,0.3,0.3,0.4,0.5,0.8,0.7,0.8,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.3,0.2
"45","      Public safety",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.6,0.6,0.7,1.0,1.0,1.1,1.2,1.2,1.1,1.5,0.9,1.3,1.3,0.7,0.8,1.2,1.4,1.8,2.1,2.0,1.9,1.9,2.0,2.0,1.9,1.7,1.2,1.3,0.8,0.5,0.3,0.2,0.5,0.5,0.5,0.4,0.8,0.6,0.2,0.2,0.1,0.3,0.5
"46","      Amusement and recreation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.3,0.2,0.1,0.2,0.2,0.3,0.6,0.5,0.2,0.2,0.2,0.3,0.3,0.4
"47","      Transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.6,0.3,0.4,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.2,0.3,0.2,0.3,0.4,0.3
"48","      Power","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.9,0.9,0.8,0.8,0.4,0.8,0.9,0.9,1.3,1.2,1.1,1.1,1.6,1.3,0.7
"49","      Highways and streets",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.6,0.5,0.6,0.6,0.7,0.5,0.5,0.7,0.6,0.6,0.9,0.6,0.5,0.6,0.4,0.4,0.6,0.8
