"Table 2.1. Current-Cost Net Stock of Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type"
"[Billions of dollars; yearend estimates]" 
"Bureau of Economic Analysis" 
"Last Revised on: October 11, 2018"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"64","        Land 3",35.8,36.1,36.2,36.5,35.7,33.0,30.6,28.7,27.7,27.0,26.6,29.4,29.2,28.8,28.9,29.6,32.3,33.6,32.5,33.1,34.7,40.8,48.2,50.2,51.9,55.4,57.6,60.4,62.4,63.4,67.5,70.9,73.1,72.9,72.8,70.9,69.6,68.9,67.5,67.8,68.0,68.3,69.8,72.9,76.4,80.4,85.0,87.8,96.7,122.3,129.8,140.1,143.8,154.8,173.4,186.0,200.1,214.1,224.0,230.8,227.8,222.9,231.8,233.3,238.3,239.3,239.3,244.8,260.3,263.9,269.6,279.4,281.3,287.9,291.6,299.3,310.6,314.8,322.3,325.8,332.5,341.3,351.1,362.6,365.0,373.8,380.8,388.6,396.2,404.3,415.6,423.7,430.7
"65","      Farm",7.4,7.3,7.2,7.2,6.9,6.0,5.0,4.2,4.9,5.2,5.1,5.2,5.2,5.0,4.4,4.5,5.5,6.7,7.7,8.1,8.9,11.3,13.7,14.3,14.1,16.1,17.5,18.3,18.2,18.3,19.9,21.3,22.0,21.3,21.9,22.2,23.1,24.2,25.2,26.9,28.4,30.4,32.3,35.4,38.5,42.0,46.9,50.9,56.4,66.4,70.8,76.8,86.0,97.5,112.9,127.4,138.2,144.8,148.8,154.4,157.2,161.6,166.1,170.2,174.2,177.1,176.1,177.7,183.1,190.1,193.0,197.2,203.4,210.8,219.0,229.4,237.4,242.5,249.6,268.9,292.5,311.3,319.3,321.8,298.2,294.3,296.5,304.9,325.4,345.5,355.4,373.6,385.0
"66","      Other 4",2.4,2.4,2.4,2.3,2.3,2.2,1.9,1.7,1.9,1.9,2.0,2.1,2.1,2.1,2.1,2.1,2.3,2.4,2.4,2.4,2.6,3.1,3.6,3.7,3.3,3.7,3.9,4.0,3.9,3.7,4.0,4.3,4.5,4.5,4.4,4.5,4.6,4.9,5.1,5.3,5.7,6.1,6.7,7.3,8.2,9.4,10.4,11.3,12.8,16.3,17.6,18.5,20.0,21.6,25.1,29.6,33.9,36.4,36.8,39.2,43.3,47.1,51.2,54.1,58.5,63.3,67.3,71.3,75.7,81.1,88.0,91.9,95.7,99.8,104.8,111.5,115.0,116.5,119.8,131.4,140.2,152.1,160.7,164.6,159.5,163.3,168.9,171.0,172.5,175.0,174.1,174.7,175.1
"67","  Residential structures",96.1,99.7,102.3,110.4,114.2,108.8,88.9,79.6,86.9,87.6,88.9,98.7,104.9,106.4,109.8,120.4,131.4,141.3,153.3,163.6,172.3,212.3,250.0,269.5,283.3,318.5,346.1,364.0,377.8,398.5,429.9,451.0,466.1,480.4,501.6,521.6,540.7,560.9,575.4,621.7,661.0,714.6,761.9,843.1,902.9,954.6,1072.3,1202.4,1379.7,1566.3,1693.4,1878.6,2192.0,2529.8,2936.2,3301.2,3541.9,3688.3,3833.8,4049.3,4263.3,4601.7,4897.3,5196.0,5472.7,5670.7,5784.4,6089.3,6449.9,6894.8,7192.3,7578.9,7992.6,8511.8,9140.1,9771.1,10476.6,11181.3,12119.8,13541.4,15103.9,16143.7,16356.7,16043.7,15708.5,15734.9,15841.7,16299.7,17441.6,18514.2,18961.4,20178.6,21096.9
"68","    Housing units",87.4,90.7,93.0,100.4,103.9,98.9,80.8,72.4,79.1,79.6,80.6,89.4,94.8,96.2,99.2,108.8,118.7,127.7,138.6,148.0,155.7,190.5,222.9,238.7,249.7,280.0,303.1,317.3,327.9,344.6,370.6,387.2,398.5,408.5,424.1,438.3,452.1,467.0,475.4,514.5,546.8,589.6,626.6,692.4,735.7,772.5,870.1,980.4,1128.4,1273.0,1372.5,1517.3,1777.0,2048.6,2377.2,2664.4,2844.0,2957.8,3066.8,3233.4,3397.9,3669.8,3895.5,4117.6,4323.3,4463.7,4533.0,4766.1,5064.1,5426.5,5640.7,5929.4,6253.5,6655.7,7132.8,7605.9,8157.1,8694.6,9401.1,10489.9,11683.3,12488.4,12570.9,12281.1,11970.2,11914.7,11929.1,12262.8,13158.0,14045.8,14410.5,15330.5,15947.5
"69","      Permanent site",87.4,90.7,93.0,100.4,103.9,98.9,80.8,72.4,79.1,79.6,80.6,89.4,94.8,96.2,99.2,108.8,118.7,127.7,138.6,148.0,155.7,190.5,222.6,238.3,249.2,279.3,302.3,316.4,326.8,343.4,369.1,385.3,396.2,406.0,421.3,435.2,448.8,463.9,472.0,510.3,542.1,584.2,620.2,684.6,725.2,760.1,855.4,962.4,1105.6,1244.0,1341.4,1481.8,1736.1,2001.7,2322.5,2604.5,2779.6,2890.8,2996.1,3159.3,3321.2,3589.8,3812.0,4028.8,4229.7,4367.0,4434.8,4664.8,4953.6,5302.6,5506.4,5785.5,6100.8,6492.5,6958.8,7426.8,7973.6,8508.9,9208.7,10274.4,11466.1,12263.6,12344.3,12045.5,11740.1,11681.6,11693.4,12025.5,12918.1,13804.4,14169.4,15089.3,15705.7
"70","        1 to 4 unit",81.0,83.5,84.9,91.1,94.0,89.4,73.1,65.5,71.5,72.1,73.0,81.0,85.9,87.2,89.9,98.8,107.8,116.0,125.7,134.2,141.2,172.9,202.4,216.9,227.0,255.0,276.8,290.5,300.8,316.8,341.6,357.4,368.0,376.2,389.4,401.3,412.3,423.6,427.4,458.1,484.0,519.6,549.9,603.9,635.3,661.4,737.7,821.9,934.7,1047.1,1129.9,1254.9,1470.9,1706.6,1988.6,2229.2,2366.6,2437.4,2516.4,2648.1,2770.3,2987.3,3185.0,3381.2,3580.4,3708.0,3761.2,3970.5,4257.1,4598.2,4785.2,5031.9,5290.4,5615.7,6046.4,6471.6,6973.9,7451.9,8114.0,9092.0,10142.5,10819.5,10821.9,10473.7,10143.8,10091.6,10130.0,10415.3,11274.3,12002.4,12191.7,12983.7,13451.5
"71","      5-or more-unit",6.4,7.2,8.1,9.2,9.9,9.5,7.7,6.9,7.5,7.5,7.6,8.4,8.9,9.0,9.3,10.1,10.8,11.7,12.9,13.7,14.5,17.5,20.3,21.4,22.2,24.3,25.5,25.9,26.0,26.6,27.5,27.9,28.2,29.8,31.9,33.9,36.5,40.3,44.6,52.2,58.0,64.6,70.3,80.7,89.9,98.7,117.6,140.5,170.9,196.9,211.5,226.8,265.2,295.0,333.9,375.3,412.9,453.4,479.7,511.3,550.9,602.6,627.0,647.6,649.3,659.0,673.5,694.3,696.5,704.4,721.2,753.6,810.4,876.9,912.5,955.2,999.7,1057.0,1094.7,1182.3,1323.5,1444.2,1522.3,1571.8,1596.3,1590.0,1563.5,1610.2,1643.9,1802.0,1977.7,2105.6,2254.3
"72","      Manufactured homes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.4,0.5,0.6,0.8,0.9,1.1,1.2,1.5,1.9,2.2,2.6,2.8,3.2,3.3,3.2,3.4,4.2,4.8,5.4,6.4,7.8,10.5,12.4,14.7,18.0,22.8,28.9,31.2,35.5,40.8,47.0,54.7,59.9,64.5,67.0,70.8,74.0,76.8,79.9,83.5,88.9,93.6,96.8,98.2,101.3,110.5,123.9,134.4,143.9,152.8,163.1,174.0,179.1,183.5,185.7,192.4,215.6,217.2,224.7,226.6,235.6,230.0,233.2,235.6,237.3,239.9,241.4,241.1,241.2,241.8
"73","    Brokers' commissions and other ownership transfer costs 5",1.0,1.1,1.2,1.2,1.1,1.0,0.7,0.5,0.5,0.5,0.5,0.4,0.3,0.2,0.1,0.0,0.0,-0.1,-0.3,-0.3,-0.4,-0.4,-0.6,-0.7,-0.9,-1.0,-1.1,-1.1,-1.0,-0.9,-0.7,-0.6,-0.6,-0.5,-0.1,0.1,0.2,0.6,1.0,1.6,2.1,2.5,2.8,3.6,4.3,5.1,6.9,9.3,11.9,14.3,16.7,21.0,27.7,36.4,44.3,46.6,45.4,39.7,40.9,45.2,51.9,62.6,72.8,80.4,84.6,82.1,80.7,85.5,91.8,98.0,101.5,106.9,117.4,138.1,162.6,187.3,207.9,239.2,283.1,344.2,416.6,436.3,419.3,346.6,303.8,261.1,225.8,223.5,243.8,243.6,250.0,260.7,282.1
"74","    Improvements",6.7,6.8,7.0,7.6,7.9,7.7,6.3,5.7,6.3,6.5,6.8,7.8,8.5,8.8,9.2,10.2,11.3,12.2,13.3,14.3,15.3,20.0,25.2,29.0,31.9,36.8,41.2,44.8,47.9,51.7,56.8,61.1,64.9,69.0,74.1,79.5,84.5,89.0,94.3,100.4,106.2,115.9,125.3,139.0,154.5,168.4,186.0,202.7,228.5,267.2,291.6,327.0,372.6,428.5,496.6,570.7,632.2,670.3,705.4,749.5,791.9,846.9,905.5,973.6,1039.6,1099.0,1145.3,1211.5,1266.7,1341.9,1421.3,1513.1,1591.3,1686.4,1810.8,1942.2,2073.4,2207.1,2392.0,2659.2,2951.6,3163.9,3310.7,3359.8,3378.8,3503.3,3629.8,3753.2,3972.4,4151.4,4224.7,4504.0,4779.0
"75","    Other residential 6",1.0,1.1,1.2,1.3,1.3,1.3,1.1,1.0,1.0,1.0,1.1,1.2,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.8,2.2,2.5,2.6,2.6,2.8,2.9,2.9,3.0,3.1,3.2,3.3,3.3,3.3,3.5,3.7,3.9,4.4,4.6,5.3,5.9,6.7,7.2,8.0,8.4,8.7,9.4,10.0,10.9,11.8,12.5,13.3,14.8,16.3,18.1,19.6,20.3,20.5,20.7,21.1,21.5,22.5,23.5,24.3,25.3,25.8,25.5,26.2,27.3,28.5,28.8,29.5,30.4,31.7,33.8,35.7,38.3,40.5,43.6,48.0,52.4,55.2,55.8,56.2,55.7,55.8,57.0,60.2,67.4,73.4,76.3,83.4,88.4
"76","Intellectual property products",1.9,2.0,2.1,2.3,2.5,2.5,2.5,2.4,2.4,2.6,2.8,3.1,3.4,3.7,4.0,4.3,5.1,6.0,6.8,7.5,8.1,9.1,10.6,11.3,11.7,12.8,13.6,14.6,16.2,17.7,19.6,22.1,24.4,26.4,29.0,31.1,33.7,35.9,38.9,41.9,45.8,50.5,56.3,62.8,70.5,77.5,82.5,88.7,98.4,111.9,121.5,132.9,145.8,163.2,186.8,213.8,244.9,274.1,304.1,338.5,372.6,406.4,448.7,516.1,567.4,621.4,675.6,726.4,773.4,830.7,893.2,957.2,1042.8,1135.8,1265.0,1398.7,1461.4,1512.5,1594.9,1667.2,1777.3,1883.6,2023.2,2128.2,2193.2,2288.9,2405.8,2514.4,2666.5,2785.1,2885.5,3030.9,3218.4
"77","  Nonresidential intellectual property products",1.9,2.0,2.1,2.3,2.5,2.5,2.5,2.4,2.4,2.6,2.8,3.1,3.4,3.7,4.0,4.3,5.1,6.0,6.8,7.5,8.1,9.1,10.6,11.3,11.7,12.8,13.6,14.6,16.2,17.7,19.6,22.1,24.4,26.4,29.0,31.1,33.7,35.9,38.9,41.9,45.8,50.5,56.3,62.8,70.5,77.5,82.5,88.7,98.4,111.9,121.5,132.9,145.8,163.2,186.8,213.8,244.9,274.1,304.1,338.5,372.6,406.4,448.7,516.1,567.4,621.4,675.6,726.4,773.4,830.7,893.2,957.2,1042.8,1135.8,1265.0,1398.7,1461.4,1512.5,1594.9,1667.2,1777.3,1883.6,2023.2,2128.2,2193.2,2288.9,2405.8,2514.4,2666.5,2785.1,2885.5,3030.9,3218.4
"78","      Software",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.6,0.8,1.1,1.5,2.0,2.4,3.2,4.0,4.6,5.3,6.3,7.8,9.2,10.4,11.4,12.9,15.7,18.9,23.0,26.9,30.7,36.5,42.3,47.6,54.5,61.4,70.5,82.2,88.1,94.4,104.5,112.5,122.4,132.8,153.6,180.6,221.4,264.1,283.0,287.3,288.8,303.0,323.8,347.0,374.2,407.6,418.7,433.7,465.7,499.4,530.7,558.7,583.3,609.4,644.4
"79","        Prepackaged 7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.9,1.2,1.7,2.0,2.6,3.8,4.8,5.6,6.4,7.6,9.8,13.6,14.7,17.2,20.3,22.4,25.3,29.0,35.8,46.3,56.6,66.9,69.8,74.4,75.5,81.9,89.6,95.1,98.9,106.2,105.6,102.9,110.3,119.7,130.7,139.6,150.5,161.8,176.4
"80","        Custom",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.9,1.3,1.7,2.2,2.9,3.5,4.0,4.4,5.0,6.0,7.3,9.1,10.4,11.7,13.6,15.4,17.5,19.9,23.0,26.0,29.7,32.5,35.5,39.4,44.1,50.5,58.7,70.3,85.1,103.7,124.8,135.5,135.3,134.7,138.5,147.6,160.8,177.4,196.7,205.3,220.7,241.2,261.2,276.5,290.7,298.8,307.6,321.6
"81","        Own account",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.5,0.7,1.0,1.4,1.8,2.0,2.5,2.9,3.0,3.4,3.8,4.5,5.2,5.9,6.4,7.2,8.8,10.5,12.2,14.4,16.3,19.1,22.0,24.5,28.1,30.9,34.7,38.8,40.9,41.7,44.9,45.9,46.7,45.1,47.4,49.2,61.0,72.4,77.7,77.7,78.6,82.6,86.6,91.2,97.9,104.8,107.8,110.1,114.1,118.5,123.5,128.4,134.0,139.9,146.3
"82","      Research and development 8,9",0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.9,1.0,1.1,1.1,1.2,1.4,1.9,2.4,2.7,2.7,2.8,3.2,3.8,4.2,4.3,4.9,5.5,6.2,7.3,8.2,9.4,11.2,12.6,14.0,15.5,16.9,18.3,19.8,21.3,23.0,24.9,27.4,30.4,34.2,38.7,42.8,46.4,50.5,58.2,67.3,73.2,80.2,88.2,99.3,114.8,133.6,154.2,173.0,192.1,211.2,231.3,250.4,275.1,326.6,356.2,385.8,423.4,459.6,486.3,523.4,559.7,597.6,648.1,703.2,770.4,842.0,875.3,906.4,970.3,1013.4,1083.9,1143.0,1238.7,1304.1,1355.1,1428.2,1506.5,1574.9,1686.4,1768.0,1825.6,1932.4,2069.8
"83","        Business",0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.7,2.2,2.5,2.5,2.5,2.9,3.5,3.9,4.0,4.6,5.1,5.8,6.9,7.8,9.0,10.7,12.1,13.4,14.8,16.1,17.4,18.7,20.2,21.6,23.4,25.7,28.4,32.0,36.2,40.0,43.3,47.1,54.3,62.8,68.2,74.6,81.9,92.0,106.2,123.5,142.6,160.1,178.0,196.0,215.2,233.0,255.7,303.1,330.1,357.6,392.8,426.6,451.3,485.9,520.2,556.2,604.4,656.5,720.5,789.2,821.7,850.8,910.2,950.1,1016.7,1072.9,1164.1,1225.3,1271.1,1336.9,1408.4,1469.7,1572.3,1648.8,1702.7,1803.2,1933.9
"84","          Manufacturing",0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.6,2.0,2.2,2.3,2.3,2.7,3.2,3.6,3.7,4.3,4.7,5.4,6.4,7.2,8.3,10.0,11.4,12.8,14.2,15.6,16.9,18.3,19.7,21.2,23.0,25.2,27.9,31.4,35.5,39.2,42.5,46.1,53.1,61.5,66.7,72.6,79.3,88.3,101.0,116.3,132.6,147.1,161.4,175.3,189.7,202.5,219.6,255.7,272.8,287.9,306.7,325.1,335.7,357.6,381.8,409.1,444.3,481.5,522.0,564.8,585.9,601.9,641.9,673.5,723.9,767.1,836.7,881.2,915.9,965.0,1011.8,1055.4,1126.7,1178.1,1208.8,1273.2,1348.8
"85","            Pharmaceutical and medicine manufacturing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.7,0.7,0.8,1.0,1.1,1.2,1.3,1.4,1.6,1.9,2.2,2.6,2.9,3.4,4.0,4.9,5.6,6.5,7.3,8.4,9.9,11.6,13.5,15.4,17.5,19.5,21.3,23.2,26.7,33.2,37.8,42.7,48.9,55.7,62.6,71.4,81.0,91.1,103.5,118.4,135.6,154.3,166.9,183.0,205.8,226.8,253.4,277.6,317.1,347.5,370.5,402.4,426.5,448.8,481.2,504.8,521.7,551.3,589.5
"86","            Chemical manufacturing, excluding pharmaceutical and medicine",0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1.1,1.2,1.4,1.7,2.0,2.3,2.6,2.9,3.1,3.4,3.7,4.1,4.4,4.8,5.2,5.7,6.2,6.8,7.2,7.7,8.7,10.0,10.8,11.7,12.6,13.7,15.4,17.3,19.2,20.7,22.0,23.1,24.0,24.7,25.9,29.7,31.2,33.0,35.1,36.7,37.9,39.5,40.4,41.5,42.3,44.5,46.7,48.5,48.2,47.1,48.6,49.2,51.0,51.9,54.4,57.3,58.5,61.0,63.2,64.2,66.5,68.0,68.6,69.0,68.9
"87","            Semiconductor and other electronic component manufacturing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.9,1.0,1.1,1.2,1.4,1.9,2.7,3.3,3.9,4.8,5.9,7.1,8.5,10.7,13.5,14.9,16.1,17.3,18.6,19.4,21.2,23.3,26.2,30.6,35.0,39.4,43.8,47.8,49.9,53.8,57.9,63.1,66.0,69.8,74.2,76.7,81.7,87.8,95.2,106.0,113.6,116.2,121.8,130.0
"88","            Other computer and electronic product manufacturing",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.6,0.8,1.1,1.3,1.6,1.9,2.1,2.4,2.7,3.1,3.4,3.9,4.6,5.1,5.7,6.2,7.2,8.3,8.9,9.5,10.2,11.2,12.6,14.4,16.2,17.6,19.0,20.3,21.6,22.6,24.1,27.5,28.4,29.2,30.2,31.6,32.4,34.9,38.2,42.9,50.0,57.1,63.0,73.4,83.1,81.7,81.6,80.2,81.2,85.4,91.2,95.8,96.9,99.4,102.5,103.6,106.0,111.1,113.7,121.5,129.0
"89","            Motor vehicles, bodies and trailers, and parts manufacturing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.5,0.6,0.7,0.9,1.1,1.2,1.4,1.4,1.5,1.7,1.8,1.9,2.0,2.1,2.2,2.4,2.6,2.7,3.0,3.4,3.7,4.0,4.5,5.4,6.3,6.6,7.1,8.0,9.3,10.7,12.3,13.4,13.9,14.6,15.4,16.5,18.2,19.8,23.2,25.1,26.1,27.4,28.6,30.5,33.7,37.0,40.2,42.4,43.8,46.5,47.9,46.8,46.5,48.5,49.3,51.2,51.9,52.8,49.4,45.6,43.5,43.6,45.7,49.1,52.1,53.7,58.9,63.6
"90","            Aerospace products and parts manufacturing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.9,1.0,1.1,1.3,1.4,1.5,1.6,1.9,2.2,2.8,3.4,4.1,4.5,4.6,4.7,5.1,5.7,5.9,6.3,6.9,7.7,9.0,10.7,12.6,14.5,16.4,18.6,20.9,23.2,25.8,29.9,31.1,31.4,31.8,32.8,32.6,32.9,32.7,32.7,33.1,33.5,34.3,34.4,33.5,34.1,35.8,38.3,42.5,45.8,50.9,53.4,56.3,55.9,53.7,51.1,53.1,53.7,54.6,58.9,61.5
"91","            Other manufacturing",0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.9,1.2,1.3,1.4,1.4,1.6,1.9,2.1,2.1,2.4,2.7,3.0,3.6,4.1,4.7,5.5,6.1,6.6,7.1,7.7,8.1,8.5,9.0,9.5,10.1,10.9,11.8,13.1,14.7,16.2,17.6,19.1,21.9,25.4,27.9,30.4,33.1,36.6,41.5,47.4,54.5,61.1,67.2,72.7,78.2,82.1,86.7,98.8,104.4,109.6,115.9,121.1,120.4,124.1,129.1,134.4,142.4,149.1,156.5,162.6,159.6,159.7,167.8,171.8,181.6,188.6,200.5,203.6,211.3,221.1,234.6,246.8,264.8,274.9,280.4,291.9,306.2
"92","          Nonmanufacturing",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.6,2.0,2.7,3.7,5.2,7.3,9.9,13.0,16.5,20.7,25.5,30.5,36.1,47.4,57.3,69.7,86.1,101.5,115.6,128.2,138.4,147.2,160.1,175.0,198.5,224.4,235.8,248.9,268.4,276.6,292.8,305.8,327.4,344.1,355.2,371.9,396.6,414.3,445.6,470.7,493.9,530.1,585.1
"93","            Scientific research and development services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,1.6,2.8,4.5,6.1,7.5,9.0,10.4,12.3,14.7,18.0,21.7,26.4,30.1,30.1,30.8,31.8,33.7,35.2,38.3,42.0,45.3,47.6,50.2,52.1,52.9,52.1,52.7,53.2,54.9
"94","            All other nonmanufacturing",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.6,2.0,2.7,3.7,5.2,7.3,9.9,13.0,16.5,20.7,25.5,30.5,35.7,46.4,55.7,66.9,81.7,95.4,108.1,119.3,128.0,134.9,145.3,157.1,176.8,198.0,205.7,218.8,237.6,244.8,259.1,270.6,289.1,302.1,309.9,324.3,346.4,362.2,392.7,418.6,441.2,476.9,530.2
"95","        Nonprofit institutions serving households (NPISHs)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.5,1.7,2.0,2.2,2.5,2.8,3.1,3.4,3.9,4.5,5.0,5.6,6.3,7.3,8.6,10.0,11.6,12.9,14.1,15.1,16.1,17.4,19.4,23.6,26.0,28.2,30.6,33.0,34.9,37.5,39.5,41.4,43.7,46.7,49.9,52.7,53.6,55.6,60.0,63.3,67.2,70.0,74.6,78.8,84.1,91.2,98.2,105.2,114.1,119.2,122.9,129.1,135.9
"96","          Universities and colleges 10",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.4,1.5,1.6,1.8,2.1,2.4,2.6,2.9,3.1,3.3,3.6,3.8,4.0,4.3,4.5,4.7,5.1,5.4,5.8,6.3,6.8,7.4,8.1,9.1,10.0,10.8,11.9,13.1,14.3,16.1,17.7,19.5,21.8,24.3
"97","          Other nonprofit institutions",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.4,1.5,1.7,2.0,2.2,2.5,2.7,3.0,3.4,4.0,4.5,5.1,5.7,6.6,7.8,9.1,10.6,11.7,12.9,13.7,14.6,15.8,17.6,21.4,23.7,25.6,27.7,29.9,31.6,33.9,35.7,37.3,39.5,42.2,45.2,47.6,48.2,49.8,53.7,56.4,59.8,61.9,65.4,68.8,73.2,79.3,85.1,91.0,98.0,101.5,103.5,107.3,111.6
