"Table 2.1. Current-Cost Net Stock of Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type"
"[Billions of dollars; yearend estimates]" 
"Bureau of Economic Analysis" 
"Last Revised on: October 11, 2018"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"30","        Mining and oilfield machinery",0.6,0.6,0.6,0.6,0.7,0.6,0.5,0.5,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,1.0,1.2,1.3,1.6,1.7,1.9,2.2,2.3,2.5,2.5,2.8,3.1,3.5,3.3,3.4,3.3,3.2,3.2,3.2,3.3,3.5,3.8,3.8,4.0,4.2,4.6,5.0,5.3,5.8,7.9,10.7,13.0,15.9,18.2,21.3,26.3,33.0,33.3,30.2,28.6,26.9,23.6,22.1,20.9,20.1,19.6,18.4,17.0,16.7,16.8,17.1,17.5,18.5,18.9,20.8,22.5,24.9,24.6,25.6,28.5,33.5,42.0,53.4,67.0,70.2,79.1,94.1,114.3,129.2,143.9,143.8,139.7,142.5
"31","        Service industry machinery",0.7,0.7,0.8,0.8,0.9,0.9,0.7,0.6,0.6,0.5,0.5,0.6,0.7,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.3,1.7,2.5,3.4,3.7,4.3,4.6,4.6,5.0,5.2,5.5,6.2,6.7,6.8,7.1,7.1,7.2,7.3,7.5,7.7,8.2,9.0,9.8,10.6,11.7,12.7,13.6,14.3,15.4,18.4,19.8,21.4,23.2,25.6,29.2,33.6,37.1,39.3,41.3,44.2,47.7,50.8,54.2,59.0,62.3,65.7,67.2,65.7,66.6,69.5,73.6,77.2,79.9,84.0,88.6,93.2,97.8,101.7,105.7,113.0,120.5,129.8,138.5,145.1,145.7,150.1,156.8,161.5,164.8,170.5,176.3,182.9,193.5
"32","        Electrical equipment, n.e.c.",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.6,0.7,0.7,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.2,1.1,1.1,1.1,1.1,1.2,1.3,1.4,1.5,1.7,1.7,1.8,1.9,2.1,2.3,2.5,2.8,3.6,3.9,4.5,4.8,5.9,7.0,8.7,10.3,10.8,11.3,12.1,12.9,13.7,14.6,15.7,16.4,16.8,16.3,16.1,15.9,16.0,16.4,16.4,16.7,17.6,18.2,18.9,19.7,20.6,21.9,24.0,25.4,26.9,27.8,28.3,27.1,27.0,27.5,28.3,29.9,31.0,32.1,32.9,34.5
"33","        Other nonresidential equipment",0.5,0.6,0.7,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.9,0.9,0.9,1.0,1.1,1.2,1.6,2.0,2.1,2.5,2.8,2.8,3.0,3.0,3.4,3.6,3.8,3.9,4.2,4.7,5.0,5.4,6.1,6.6,7.2,8.3,8.8,9.6,10.6,11.7,12.6,13.8,15.9,20.4,22.7,24.6,27.0,31.9,38.4,45.7,52.2,56.7,58.9,61.9,65.5,70.1,75.4,82.3,89.1,95.3,99.3,103.0,109.5,117.6,126.2,135.0,142.4,151.8,162.1,173.5,184.3,196.7,212.3,231.9,254.4,278.6,298.4,319.5,318.6,320.7,331.0,330.0,337.6,345.1,349.5,355.5,360.9
"34","  Residential equipment",0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.9,1.1,1.1,1.4,1.5,1.6,1.8,1.8,1.9,1.9,2.1,2.2,2.5,2.5,2.6,2.6,2.8,2.9,3.0,3.2,3.4,3.8,4.2,4.7,5.2,5.9,6.7,8.2,9.2,10.1,11.2,12.7,14.3,16.3,18.3,19.7,21.0,22.2,23.4,25.3,27.0,29.0,30.5,31.6,31.9,32.6,33.8,35.0,35.6,36.5,36.4,36.8,37.6,39.1,40.3,41.1,41.2,42.9,46.4,49.4,50.6,52.0,49.5,48.1,51.0,52.7,52.7,52.2,53.1,53.7,55.9
"35","Structures",190.1,196.4,200.9,211.8,214.5,203.9,172.9,158.2,167.4,169.2,170.6,189.1,198.0,198.0,200.8,216.9,239.6,257.3,270.9,282.6,300.3,370.9,439.6,469.4,483.7,542.7,589.7,620.8,640.9,667.6,726.1,775.9,809.4,827.3,860.0,884.6,915.3,948.2,974.8,1044.3,1111.6,1198.4,1280.6,1411.6,1528.1,1644.0,1842.5,2044.3,2334.7,2722.7,2939.6,3233.3,3687.1,4219.0,4881.3,5517.9,6068.6,6383.3,6604.0,6993.1,7365.1,7834.2,8312.4,8837.7,9331.4,9726.1,9901.2,10340.2,10908.4,11591.6,12105.5,12715.1,13438.3,14271.0,15203.9,16239.5,17357.4,18393.9,19634.1,21875.4,24415.3,26324.6,27128.7,27600.9,26738.3,27021.2,27641.2,28426.4,30083.3,31762.2,32414.8,33911.2,35319.1
"36","  Nonresidential structures",94.0,96.7,98.5,101.3,100.3,95.0,84.0,78.6,80.5,81.6,81.6,90.4,93.1,91.6,91.0,96.5,108.2,115.9,117.6,119.0,127.9,158.6,189.6,199.9,200.4,224.2,243.6,256.8,263.1,269.1,296.3,324.9,343.3,346.9,358.4,363.0,374.6,387.2,399.5,422.5,450.6,483.7,518.7,568.5,625.2,689.4,770.1,841.9,955.0,1156.4,1246.2,1354.7,1495.1,1689.2,1945.2,2216.6,2526.7,2694.9,2770.2,2943.8,3101.8,3232.5,3415.1,3641.8,3858.7,4055.4,4116.7,4251.0,4458.5,4696.8,4913.2,5136.2,5445.7,5759.2,6063.8,6468.4,6880.7,7212.5,7514.3,8334.0,9311.4,10180.9,10772.1,11557.2,11029.7,11286.3,11799.6,12126.7,12641.7,13248.1,13453.4,13732.6,14222.1
"37","    Commercial and health care",14.6,15.4,16.0,16.8,17.0,16.4,13.8,12.5,13.5,13.6,13.8,15.3,16.4,16.3,15.8,17.6,20.2,20.2,21.0,21.1,21.9,29.3,35.1,36.8,34.2,38.5,43.5,44.8,44.5,44.5,49.5,56.2,59.0,60.6,63.3,65.5,70.2,75.6,80.6,88.2,96.6,106.4,115.5,129.8,146.8,165.4,192.3,219.3,252.6,303.7,324.1,351.0,392.8,446.0,523.0,607.0,683.5,753.0,812.9,895.5,984.2,1079.7,1172.6,1271.0,1370.7,1457.6,1494.5,1554.7,1641.7,1746.9,1827.9,1922.8,2056.9,2219.6,2378.5,2549.1,2709.3,2840.7,2962.8,3281.4,3637.4,3985.1,4224.2,4524.7,4311.2,4300.6,4432.7,4500.2,4633.9,4744.5,4846.4,4965.4,5149.2
"38","      Office 1",5.1,5.4,5.4,5.6,5.8,6.1,5.1,4.7,5.4,5.3,5.4,5.6,6.2,6.2,5.7,6.9,8.3,7.5,7.8,8.1,7.9,10.1,11.9,13.0,11.1,12.3,14.9,15.3,15.1,14.6,16.0,18.9,20.1,21.0,22.1,23.1,24.8,26.8,28.7,31.3,34.3,37.9,41.1,46.3,52.3,58.8,68.2,77.0,87.9,104.9,111.2,119.5,132.7,149.8,175.7,205.9,235.9,267.4,293.5,328.8,368.4,408.7,445.5,484.0,523.5,555.9,569.5,590.5,619.9,655.3,682.8,714.3,775.8,839.8,908.8,977.0,1037.2,1081.0,1117.1,1230.8,1372.3,1507.4,1592.4,1718.6,1647.8,1635.1,1683.1,1690.6,1729.3,1771.2,1815.9,1868.5,1929.4
"39","      Health care",1.5,1.6,1.6,1.7,1.8,1.8,1.5,1.4,1.6,1.6,1.6,1.8,1.9,1.9,1.9,2.1,2.4,2.4,2.5,2.6,2.7,3.7,4.5,4.7,4.5,5.3,6.2,6.6,6.7,6.8,7.6,8.5,9.2,9.5,10.0,10.5,11.4,12.6,13.8,15.6,17.5,19.7,21.6,24.6,28.4,33.0,39.2,45.5,52.9,63.9,69.2,76.2,86.1,97.8,113.7,130.9,146.9,163.2,178.4,195.9,211.5,228.8,246.2,265.6,285.3,303.4,313.5,329.7,351.7,376.9,394.0,413.7,437.6,466.9,497.7,531.6,561.3,587.8,622.4,688.4,766.1,838.8,887.9,917.1,872.4,878.9,903.9,929.4,979.3,1007.4,1025.3,1043.7,1083.9
"40","        Hospitals and special care",0.8,0.9,1.0,1.0,1.1,1.0,0.9,0.8,0.9,0.9,0.9,1.1,1.1,1.1,1.2,1.2,1.4,1.5,1.6,1.6,1.8,2.5,3.0,3.1,3.1,3.8,4.4,4.8,4.9,5.1,5.7,6.2,6.8,7.0,7.4,7.7,8.4,9.4,10.4,11.9,13.4,15.1,16.7,19.1,22.1,25.9,31.0,36.3,42.3,51.4,55.9,61.9,70.2,80.0,92.8,106.4,118.8,131.2,143.2,156.4,167.2,179.7,192.7,207.4,222.3,236.6,245.0,258.7,277.1,298.3,312.1,328.0,348.4,371.2,394.8,421.1,445.2,466.4,493.3,543.6,603.0,660.7,699.9,722.5,688.1,695.2,716.5,737.4,776.9,798.9,813.3,827.4,858.0
"41","          Hospitals",0.7,0.7,0.8,0.8,0.9,0.8,0.7,0.7,0.7,0.7,0.7,0.9,0.9,0.9,0.9,1.0,1.1,1.2,1.3,1.3,1.4,2.0,2.4,2.5,2.5,3.1,3.5,3.8,3.9,4.1,4.6,5.0,5.5,5.6,5.9,6.2,6.8,7.6,8.4,9.6,10.8,12.2,13.4,15.4,17.9,20.9,25.0,29.3,34.1,41.4,45.1,49.9,56.6,64.5,74.8,85.7,95.7,105.8,115.5,126.1,134.8,144.9,155.3,167.2,179.3,190.7,197.5,208.6,223.4,240.7,251.5,263.2,278.6,295.1,312.5,331.9,350.5,367.4,389.6,430.9,480.4,529.0,563.0,583.4,558.0,565.8,584.7,602.7,635.7,653.6,665.5,677.5,703.0
"42","          Special care",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.3,1.4,1.5,1.6,1.8,2.0,2.3,2.6,2.9,3.2,3.7,4.3,5.0,6.0,7.0,8.2,10.0,10.8,12.0,13.6,15.5,18.0,20.6,23.0,25.4,27.8,30.3,32.4,34.8,37.3,40.2,43.1,45.8,47.5,50.1,53.7,57.6,60.5,64.8,69.9,76.0,82.3,89.2,94.7,99.1,103.7,112.7,122.5,131.7,136.9,139.1,130.1,129.3,131.8,134.7,141.2,145.3,147.8,150.0,155.0
"43","        Medical buildings",0.6,0.7,0.7,0.7,0.7,0.8,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,1.0,0.9,0.9,1.0,1.0,1.2,1.4,1.6,1.4,1.5,1.8,1.9,1.8,1.8,1.9,2.3,2.4,2.5,2.7,2.8,3.0,3.2,3.5,3.8,4.1,4.6,5.0,5.6,6.3,7.1,8.2,9.2,10.5,12.5,13.3,14.3,15.8,17.9,20.9,24.5,28.1,32.0,35.2,39.5,44.3,49.1,53.6,58.2,62.9,66.8,68.5,71.0,74.5,78.7,81.9,85.7,89.2,95.7,102.9,110.6,116.1,121.4,129.1,144.8,163.1,178.1,188.0,194.5,184.3,183.7,187.4,192.0,202.3,208.5,212.0,216.2,225.9
"44","      Multimerchandise shopping",2.6,2.8,3.0,3.2,3.2,2.9,2.4,2.2,2.2,2.3,2.3,2.7,2.8,2.8,2.8,2.9,3.2,3.5,3.6,3.5,3.8,5.3,6.4,6.5,6.3,7.2,7.7,7.8,7.8,7.9,8.9,10.0,10.3,10.5,10.9,11.2,11.9,12.7,13.5,14.6,15.9,17.4,18.8,21.0,23.6,26.4,30.4,34.8,40.4,48.7,51.9,56.1,62.9,71.8,84.7,98.1,109.1,117.1,124.0,134.8,147.0,160.8,174.8,189.5,203.9,217.1,221.8,229.9,242.8,258.0,268.3,280.9,292.6,312.3,329.0,347.4,367.4,385.4,400.2,445.9,494.7,548.1,591.1,646.7,616.2,616.2,638.2,651.8,669.3,685.2,699.3,714.4,740.7
"45","      Food and beverage establishments",1.4,1.5,1.6,1.7,1.7,1.5,1.3,1.1,1.2,1.2,1.2,1.4,1.5,1.5,1.5,1.6,1.7,1.9,1.9,1.9,2.0,2.8,3.4,3.5,3.4,3.8,4.1,4.2,4.2,4.3,4.8,5.4,5.5,5.6,5.8,6.0,6.4,6.8,7.3,7.9,8.6,9.4,10.1,11.3,12.7,14.2,16.4,18.8,21.8,26.3,28.0,30.3,33.9,38.7,45.7,52.9,58.9,63.2,66.9,72.8,79.3,86.8,94.4,102.3,110.2,117.3,119.9,124.5,131.5,139.4,145.7,152.7,161.1,173.7,182.9,193.6,204.3,213.6,221.9,244.9,267.0,286.6,299.1,319.7,300.9,299.4,308.9,314.3,321.3,326.8,331.4,336.2,345.2
"46","      Warehouses",2.2,2.3,2.3,2.4,2.3,2.1,1.7,1.5,1.6,1.6,1.7,1.9,2.0,2.0,2.0,2.0,2.2,2.4,2.5,2.5,2.7,3.7,4.4,4.5,4.3,4.8,5.1,5.2,5.1,5.1,5.7,6.2,6.4,6.4,6.5,6.6,6.9,7.3,7.7,8.2,8.9,9.6,10.3,11.4,12.7,14.1,16.1,18.3,20.8,25.0,26.5,28.6,31.9,36.3,42.3,48.5,53.9,57.4,60.4,65.6,71.4,78.0,84.7,91.7,99.1,105.5,107.9,112.4,118.8,126.2,135.1,146.6,159.1,175.9,191.3,208.8,228.1,242.4,255.4,284.3,310.9,342.7,366.2,399.2,380.0,379.6,393.0,401.2,412.1,425.3,440.1,460.1,493.0
"47","      Other commercial 2",1.8,2.0,2.1,2.2,2.2,2.0,1.7,1.5,1.6,1.6,1.6,1.9,2.0,2.0,2.0,2.1,2.3,2.5,2.6,2.5,2.7,3.7,4.5,4.7,4.5,5.1,5.5,5.6,5.6,5.7,6.4,7.2,7.5,7.6,7.9,8.2,8.7,9.2,9.8,10.6,11.5,12.6,13.6,15.2,17.1,19.0,21.9,25.0,28.9,34.9,37.2,40.3,45.2,51.6,60.9,70.7,78.8,84.7,89.7,97.7,106.6,116.7,127.0,137.9,148.7,158.4,161.9,167.7,177.0,191.0,202.1,214.6,230.7,251.0,268.8,290.6,311.0,330.6,345.8,387.3,426.4,461.5,487.6,523.4,493.9,491.3,505.5,512.9,522.5,528.6,534.5,542.5,556.9
"48","    Manufacturing",11.3,11.5,11.8,12.2,12.0,10.6,9.1,8.5,9.6,10.1,10.2,11.5,12.0,11.2,11.5,12.5,14.9,16.7,16.0,15.6,18.4,23.3,28.2,28.9,27.9,31.2,34.2,36.0,36.2,36.7,40.5,44.6,47.8,46.6,47.0,47.6,49.5,51.4,53.3,57.0,61.9,69.1,75.1,83.8,93.3,103.7,116.6,126.5,140.8,166.6,177.7,191.1,211.7,241.7,286.2,327.6,366.2,397.7,415.8,439.5,462.5,486.4,509.0,533.3,563.4,592.9,606.9,630.0,655.1,692.2,722.1,756.9,797.2,847.6,884.9,925.1,967.2,984.6,987.3,1054.6,1124.9,1181.9,1241.9,1351.1,1293.9,1296.9,1339.6,1359.8,1419.7,1459.7,1514.9,1547.9,1617.0
"49","    Power and communication",12.5,12.9,13.4,13.8,13.9,14.0,12.8,12.1,12.9,13.3,13.6,14.7,15.1,15.1,15.3,16.3,17.8,19.0,19.1,19.0,21.0,25.4,30.5,34.3,37.3,42.5,46.1,50.3,53.9,56.5,62.8,69.7,75.6,78.4,82.4,84.4,86.1,87.1,89.9,93.3,99.0,103.7,112.6,122.9,135.5,151.6,168.4,182.2,214.8,259.7,288.6,319.8,347.4,388.8,439.6,491.3,534.5,562.4,572.7,591.1,606.0,619.8,653.3,701.1,743.1,763.6,781.3,803.6,845.8,884.1,925.8,951.3,980.8,996.9,1036.8,1096.2,1144.4,1195.3,1251.8,1407.2,1525.8,1651.6,1765.5,1932.6,1919.0,2110.2,2257.2,2334.8,2397.8,2511.1,2542.5,2645.9,2766.7
"50","      Power",10.2,10.4,10.8,11.1,11.1,11.1,10.2,9.6,10.4,10.7,11.0,11.9,12.4,12.4,12.5,13.3,14.5,15.3,15.4,15.2,16.9,20.2,24.3,27.3,30.0,34.4,37.3,41.0,44.2,46.1,51.3,57.1,62.3,64.4,67.4,68.3,69.6,70.2,71.7,74.1,78.0,80.5,87.3,96.3,104.7,117.1,131.3,141.0,165.2,200.9,226.7,249.8,271.3,301.9,335.5,375.9,411.7,434.7,446.8,460.7,469.2,478.9,506.5,540.0,565.2,578.7,591.5,608.6,642.5,667.5,690.4,701.1,723.4,735.0,763.2,802.5,831.3,867.8,905.2,1034.3,1099.8,1170.1,1263.5,1413.3,1389.9,1521.3,1642.9,1723.8,1782.4,1889.2,1917.2,2004.8,2098.2
"51","        Electric",6.4,6.6,6.9,7.2,7.2,7.1,6.4,6.0,6.5,6.7,6.8,7.3,7.6,7.6,7.7,8.2,8.9,9.3,9.4,9.4,9.5,11.0,12.9,14.5,16.1,18.9,20.5,22.6,24.8,26.4,29.5,32.8,35.9,37.9,39.9,40.2,41.0,41.9,43.7,46.3,48.5,49.8,55.3,60.7,65.7,74.5,84.0,91.5,109.1,134.5,152.0,167.8,180.1,201.5,228.7,255.1,277.1,292.7,302.4,313.4,325.4,336.1,356.4,380.9,397.9,407.7,415.5,426.9,448.4,463.6,482.6,490.1,506.4,512.3,530.0,561.6,588.3,612.6,642.1,697.3,739.0,808.7,894.5,984.2,987.7,1076.6,1145.3,1211.0,1257.6,1337.6,1383.3,1452.8,1512.2
"52","        Other power",3.7,3.8,3.9,3.9,3.9,4.0,3.7,3.6,3.9,4.0,4.2,4.6,4.8,4.8,4.8,5.1,5.6,5.9,6.0,5.8,7.5,9.1,11.4,12.8,13.9,15.5,16.9,18.4,19.4,19.7,21.8,24.3,26.4,26.5,27.6,28.0,28.6,28.3,28.0,27.8,29.5,30.7,32.0,35.6,38.9,42.7,47.3,49.5,56.1,66.5,74.8,82.0,91.2,100.4,106.8,120.7,134.6,142.0,144.4,147.2,143.8,142.8,150.0,159.1,167.3,171.0,176.0,181.7,194.1,203.9,207.8,211.0,217.1,222.6,233.3,241.0,243.0,255.2,263.1,337.0,360.8,361.4,369.0,429.1,402.2,444.7,497.7,512.8,524.8,551.6,533.9,552.0,585.9
"53","      Communication",2.4,2.5,2.6,2.8,2.8,2.9,2.6,2.5,2.5,2.6,2.7,2.8,2.7,2.7,2.8,3.0,3.3,3.7,3.7,3.8,4.1,5.2,6.2,7.0,7.3,8.1,8.7,9.3,9.8,10.4,11.5,12.6,13.3,14.0,15.0,16.2,16.5,16.9,18.2,19.2,21.0,23.2,25.3,26.6,30.8,34.5,37.1,41.2,49.6,58.7,61.9,69.9,76.1,86.9,104.1,115.5,122.8,127.7,125.8,130.4,136.8,140.9,146.9,161.1,177.8,184.9,189.8,195.0,203.3,216.6,235.4,250.2,257.4,261.9,273.6,293.6,313.1,327.4,346.6,372.9,426.0,481.5,502.0,519.3,529.1,588.9,614.3,611.0,615.4,621.9,625.3,641.1,668.6
"54","    Mining exploration, shafts, and wells",3.8,4.0,4.2,4.4,4.3,5.2,4.3,5.0,3.8,4.2,3.8,4.7,5.1,5.1,5.0,5.2,5.7,7.1,8.2,9.1,9.0,9.6,11.3,11.9,12.0,14.1,15.9,17.2,17.9,19.0,21.8,24.4,26.1,26.0,28.4,27.8,28.6,29.2,28.9,30.2,31.9,34.5,36.1,38.3,40.7,42.5,45.6,48.8,52.9,72.2,82.7,94.3,116.2,144.4,163.2,197.2,295.5,293.6,251.1,262.7,267.9,235.2,222.6,243.1,245.2,268.7,244.0,242.8,243.6,250.4,270.1,283.3,326.8,335.9,324.0,366.1,443.2,518.5,571.2,709.5,988.2,1167.7,1233.3,1335.2,1178.3,1243.8,1386.6,1492.3,1631.4,1864.3,1802.4,1703.2,1710.9
"55","      Petroleum and natural gas",3.4,3.7,3.9,4.0,4.0,4.9,4.1,4.7,3.6,4.0,3.5,4.4,4.7,4.7,4.7,4.8,5.3,6.6,7.7,8.4,8.4,8.8,10.2,10.9,11.0,13.0,14.6,15.9,16.6,17.6,20.4,22.9,24.5,24.5,26.8,26.2,26.9,27.5,27.0,28.2,29.8,32.2,33.7,35.6,37.7,39.2,41.7,44.4,47.9,66.1,75.8,86.2,106.3,132.7,149.4,180.8,276.0,272.1,228.4,238.5,242.4,208.9,195.8,215.7,217.2,240.2,215.3,213.6,213.3,218.4,237.5,249.9,292.3,300.6,287.9,328.7,404.9,478.9,530.1,663.4,935.4,1105.7,1164.9,1262.6,1108.6,1171.2,1305.4,1401.8,1528.0,1749.7,1680.1,1574.5,1577.8
"56","      Mining",0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.9,1.0,1.1,1.0,1.2,1.3,1.3,1.3,1.3,1.4,1.5,1.6,1.5,1.6,1.6,1.7,1.8,1.9,2.0,2.1,2.3,2.4,2.7,3.0,3.4,3.9,4.4,5.0,6.2,6.9,8.1,9.8,11.6,13.8,16.5,19.4,21.5,22.7,24.2,25.5,26.4,26.8,27.4,28.0,28.5,28.6,29.2,30.2,32.0,32.5,33.4,34.5,35.3,36.1,37.4,38.2,39.6,41.1,46.1,52.8,62.0,68.4,72.6,69.7,72.6,81.2,90.5,103.4,114.6,122.3,128.8,133.1
"57","    Other structures",51.9,52.8,53.2,54.1,53.0,48.8,44.0,40.5,40.7,40.4,40.2,44.2,44.6,43.9,43.4,44.9,49.6,53.0,53.4,54.3,57.7,70.9,84.6,87.9,89.0,97.9,103.9,108.5,110.6,112.5,121.6,129.9,134.8,135.3,137.3,137.6,140.2,143.9,146.8,153.9,161.1,170.0,179.5,193.6,208.9,226.1,247.3,265.0,293.9,354.2,373.1,398.5,427.1,468.3,533.0,593.4,647.0,688.2,717.7,755.1,781.3,811.4,857.6,893.3,936.2,972.7,990.0,1019.9,1072.4,1123.2,1167.3,1221.9,1284.1,1359.2,1439.6,1532.0,1616.7,1673.5,1741.2,1881.2,2035.1,2194.5,2307.1,2413.6,2327.3,2334.8,2383.5,2439.6,2558.8,2668.4,2747.2,2870.2,2978.3
"58","      Religious",1.8,1.9,2.0,2.2,2.2,2.0,1.7,1.6,1.7,1.7,1.7,2.0,2.1,2.1,2.2,2.3,2.5,2.8,2.9,2.9,3.1,4.2,5.1,5.3,5.4,6.3,7.0,7.4,7.6,7.9,9.1,10.2,11.1,11.3,12.0,12.6,13.5,14.5,15.4,16.7,18.0,19.6,21.0,23.1,25.1,27.3,30.2,32.7,35.7,41.0,42.5,44.9,48.9,54.1,61.4,68.8,74.4,78.3,81.5,85.9,89.8,95.1,100.5,106.0,112.0,116.7,118.6,122.4,128.3,135.4,140.2,145.8,154.0,163.6,174.7,187.0,198.6,207.8,219.1,240.7,265.4,285.9,296.8,299.8,278.7,275.8,278.0,283.9,299.2,312.4,318.1,332.4,340.1
"59","      Educational and vocational",0.8,0.9,1.0,1.1,1.2,1.1,1.0,0.9,1.0,1.0,1.0,1.2,1.3,1.3,1.3,1.4,1.6,1.8,1.9,1.9,2.0,2.8,3.5,3.7,3.8,4.5,5.0,5.3,5.5,5.9,6.7,7.5,8.1,8.1,8.5,8.8,9.3,10.0,10.6,11.5,12.4,13.7,14.9,16.8,18.7,20.5,23.1,25.5,28.2,32.4,33.5,35.3,38.3,42.1,47.5,53.4,57.9,61.4,64.2,67.8,71.1,75.8,81.8,86.9,92.5,97.9,101.3,107.0,113.5,122.7,129.0,137.8,150.5,165.1,178.7,194.6,212.2,228.8,243.5,272.0,299.3,338.7,364.7,414.1,419.5,430.8,457.2,470.4,493.8,509.3,525.4,534.9,560.3
"60","      Lodging",1.4,1.6,1.7,1.8,1.8,1.7,1.4,1.3,1.3,1.4,1.4,1.6,1.7,1.7,1.7,1.8,2.0,2.2,2.2,2.2,2.4,3.3,3.9,4.0,4.0,4.5,4.8,5.0,4.9,5.0,5.4,5.9,6.0,6.4,6.7,7.1,7.7,8.3,9.1,10.5,12.0,13.5,14.8,16.6,18.6,20.8,23.3,26.3,30.3,36.1,37.4,39.1,42.2,45.6,52.3,60.0,67.6,73.1,78.4,86.4,94.5,103.6,112.9,121.0,130.8,141.2,145.7,148.9,155.2,163.0,171.5,184.6,201.7,221.6,244.8,268.7,288.5,299.9,312.9,343.7,379.1,415.2,450.8,482.4,464.6,460.4,463.1,474.6,505.8,537.7,562.8,609.1,644.6
"61","      Amusement and recreation",2.3,2.5,2.7,2.9,2.9,2.7,2.3,2.1,2.2,2.2,2.2,2.6,2.7,2.7,2.8,2.9,3.2,3.5,3.5,3.5,3.8,5.2,6.2,6.3,6.2,7.0,7.5,7.7,7.6,7.7,8.4,9.2,9.3,9.9,10.3,10.7,11.3,12.1,12.8,13.9,15.2,16.8,18.3,19.7,21.3,23.4,25.8,27.9,30.8,36.1,37.8,39.9,43.6,47.9,54.8,62.0,68.1,72.8,76.2,82.2,88.8,95.6,103.0,110.6,118.0,124.7,128.8,134.2,142.1,151.8,159.9,168.2,179.2,190.7,204.6,217.7,228.2,235.4,245.0,267.1,291.5,312.9,325.6,329.9,306.6,301.9,304.3,310.4,327.9,344.0,354.3,377.1,393.7
"62","      Transportion",35.8,36.1,36.2,36.6,35.8,33.0,30.6,28.8,27.8,27.1,26.7,29.5,29.3,28.9,29.0,29.8,32.4,33.8,32.7,33.3,34.9,41.0,48.5,50.5,52.3,55.9,58.1,60.9,63.0,64.0,68.1,71.6,73.8,73.7,73.6,71.8,70.6,69.9,68.7,69.1,69.4,69.9,71.5,74.8,78.5,82.7,87.5,90.5,99.7,125.8,133.5,144.0,148.1,159.6,178.9,192.2,206.9,221.4,231.7,239.1,236.7,232.5,242.1,244.4,250.2,251.9,252.3,258.3,274.6,279.2,285.7,296.5,299.6,307.6,312.9,323.1,336.9,342.5,351.3,357.5,367.2,378.3,389.2,400.9,400.2,408.2,415.4,424.3,434.2,444.5,457.0,468.5,479.5
"63","        Air",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,1.1,1.1,1.3,1.4,1.6,1.7,1.9,2.0,2.3,2.5,2.7,3.0,3.5,3.7,3.9,4.3,4.8,5.5,6.2,6.8,7.3,7.7,8.3,8.9,9.6,10.3,11.2,11.9,12.6,13.0,13.5,14.3,15.3,16.1,17.1,18.3,19.7,21.4,23.8,26.3,27.7,29.0,31.7,34.6,37.0,38.2,38.3,35.2,34.4,34.6,35.7,38.0,40.2,41.4,44.7,48.8
